K 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
10.1002 0.986237 0.996801 0.999892 0.992842 0.972364 0.934648 0.875522 0.791038 0.678368 0.537124 0.370939 0.161471 0.0304651 0.0539725 0.228717 0.423004 0.582383 0.715228 0.819266 0.895765 
10.1804 0.984781 0.996064 0.999985 0.993863 0.974376 0.937649 0.879405 0.795556 0.683104 0.541511 0.374341 0.163068 0.0307772 0.054522 0.230939 0.426766 0.58694 0.719952 0.823629 0.899402 
10.2605 0.983257 0.995252 1 0.994806 0.976315 0.940588 0.883245 0.800052 0.687842 0.545917 0.377769 0.164681 0.0310926 0.0550772 0.23318 0.430554 0.591513 0.724671 0.827964 0.90299 
10.3407 0.981664 0.994366 0.999937 0.99567 0.978181 0.943465 0.88704 0.804527 0.69258 0.550342 0.381222 0.166309 0.0314113 0.0556381 0.235442 0.434367 0.5961 0.729384 0.832269 0.906527 
10.4208 0.980004 0.993406 0.999795 0.996457 0.979973 0.946279 0.89079 0.808977 0.697319 0.554786 0.3847 0.167952 0.0317333 0.0562048 0.237723 0.438205 0.600701 0.734091 0.836544 0.910013 
10.501 0.978277 0.992373 0.999577 0.997165 0.981691 0.949029 0.894492 0.813403 0.702056 0.559247 0.388204 0.169611 0.0320588 0.0567774 0.240026 0.442067 0.605315 0.738789 0.840788 0.913445 
10.5812 0.976484 0.991267 0.99928 0.997794 0.983333 0.951714 0.898147 0.817803 0.706792 0.563726 0.391733 0.171286 0.0323876 0.057356 0.242348 0.445954 0.609941 0.743479 0.844998 0.916824 
10.6613 0.974627 0.990089 0.998907 0.998345 0.984901 0.954334 0.901752 0.822177 0.711525 0.568222 0.395288 0.172977 0.03272 0.0579405 0.244692 0.449865 0.61458 0.748159 0.849174 0.920148 
10.7415 0.972705 0.98884 0.998457 0.998817 0.986393 0.956886 0.905307 0.826522 0.716255 0.572735 0.398867 0.174683 0.0330558 0.058531 0.247056 0.4538 0.61923 0.752827 0.853315 0.923416 
10.8216 0.970719 0.987519 0.997931 0.99921 0.987808 0.959372 0.90881 0.830838 0.720979 0.577264 0.402472 0.176406 0.0333951 0.0591277 0.249441 0.45776 0.623891 0.757484 0.85742 0.926627 
10.9018 0.968671 0.986129 0.997329 0.999525 0.989147 0.961789 0.912261 0.835123 0.725699 0.581808 0.406102 0.178144 0.0337381 0.0597304 0.251847 0.461743 0.628562 0.762129 0.861487 0.929781 
10.982 0.966562 0.98467 0.996651 0.999761 0.990409 0.964138 0.915658 0.839377 0.730412 0.586368 0.409758 0.179899 0.0340846 0.0603394 0.254274 0.46575 0.633243 0.766759 0.865515 0.932875 
11.0621 0.964392 0.983141 0.995899 0.999919 0.991594 0.966416 0.919 0.843598 0.735117 0.590942 0.413438 0.181671 0.0344348 0.0609547 0.256722 0.469781 0.637933 0.771374 0.869503 0.935909 
11.1423 0.962162 0.981545 0.995072 0.999998 0.992702 0.968625 0.922287 0.847785 0.739814 0.59553 0.417143 0.183458 0.0347886 0.0615763 0.259191 0.473835 0.64263 0.775973 0.87345 0.938882 
11.2224 0.959874 0.979882 0.994171 1 0.993731 0.970762 0.925517 0.851936 0.744502 0.600132 0.420873 0.185263 0.0351462 0.0622042 0.261682 0.477912 0.647335 0.780554 0.877355 0.941793 
11.3026 0.957527 0.978152 0.993196 0.999924 0.994683 0.972827 0.928689 0.856052 0.749179 0.604746 0.424628 0.187084 0.0355075 0.0628387 0.264194 0.482012 0.652047 0.785118 0.881216 0.944642 
11.3828 0.955124 0.976357 0.992149 0.99977 0.995557 0.974821 0.931802 0.86013 0.753845 0.609373 0.428407 0.188922 0.0358726 0.0634796 0.266728 0.486134 0.656765 0.789662 0.885033 0.947427 
11.4629 0.952665 0.974498 0.991029 0.999538 0.996352 0.976741 0.934856 0.86417 0.758499 0.614012 0.432211 0.190777 0.0362415 0.0641271 0.269283 0.490279 0.661488 0.794185 0.888805 0.950147 
11.5431 0.950151 0.972574 0.989838 0.99923 0.99707 0.978588 0.937849 0.868169 0.763138 0.618661 0.43604 0.192648 0.0366143 0.0647812 0.27186 0.494446 0.666215 0.798687 0.892529 0.952802 
11.6232 0.947583 0.970588 0.988576 0.998845 0.997708 0.980361 0.94078 0.872128 0.767764 0.623321 0.439892 0.194537 0.036991 0.0654421 0.274458 0.498635 0.670946 0.803166 0.896206 0.955391 
11.7034 0.944962 0.96854 0.987244 0.998384 0.998269 0.982059 0.943649 0.876045 0.772373 0.627991 0.443769 0.196443 0.0373716 0.0661096 0.277079 0.502846 0.67568 0.807622 0.899833 0.957912 
11.7836 0.94229 0.96643 0.985842 0.997847 0.998751 0.983683 0.946455 0.879919 0.776966 0.63267 0.44767 0.198367 0.0377562 0.0667841 0.279721 0.507078 0.680416 0.812052 0.90341 0.960366 
11.8637 0.939566 0.964261 0.984372 0.997234 0.999154 0.985231 0.949196 0.883748 0.781542 0.637358 0.451595 0.200307 0.0381449 0.0674653 0.282386 0.511331 0.685154 0.816456 0.906936 0.962752 
11.9439 0.936793 0.962032 0.982833 0.996546 0.99948 0.986703 0.951872 0.887532 0.786098 0.642053 0.455544 0.202266 0.0385376 0.0681536 0.285072 0.515604 0.689892 0.820833 0.91041 0.965068 
12.024 0.933971 0.959745 0.981227 0.995784 0.999727 0.988099 0.954481 0.891269 0.790635 0.646756 0.459516 0.204242 0.0389344 0.0688489 0.287781 0.519898 0.694629 0.825182 0.913831 0.967314 
12.1042 0.931102 0.957401 0.979555 0.994948 0.999896 0.989419 0.957025 0.894958 0.79515 0.651465 0.463511 0.206235 0.0393354 0.0695512 0.290512 0.524212 0.699365 0.829501 0.917197 0.969489 
12.1844 0.928185 0.955001 0.977817 0.994039 0.999987 0.990662 0.9595 0.898599 0.799643 0.656179 0.46753 0.208247 0.0397405 0.0702607 0.293265 0.528546 0.704099 0.83379 0.920508 0.971593 
12.2645 0.925224 0.952545 0.976015 0.993056 1 0.991828 0.961908 0.90219 0.804113 0.660899 0.471571 0.210276 0.0401499 0.0709774 0.296041 0.532899 0.708829 0.838046 0.923762 0.973625 
12.3447 0.922217 0.950035 0.974148 0.992002 0.999936 0.992917 0.964246 0.90573 0.808559 0.665622 0.475636 0.212324 0.0405636 0.0717014 0.298839 0.537271 0.713556 0.84227 0.926959 0.975585 
12.4248 0.919168 0.947471 0.972218 0.990876 0.999795 0.993928 0.966515 0.909218 0.81298 0.670349 0.479722 0.214389 0.0409815 0.0724327 0.301659 0.541662 0.718278 0.84646 0.930098 0.977472 
12.505 0.916076 0.944855 0.970227 0.989679 0.999577 0.994862 0.968713 0.912652 0.817373 0.675079 0.483831 0.216473 0.0414039 0.0731715 0.304502 0.546071 0.722994 0.850614 0.933177 0.979285 
12.5852 0.912942 0.942188 0.968173 0.988411 0.999282 0.995718 0.970841 0.916033 0.821739 0.67981 0.487963 0.218575 0.0418306 0.0739177 0.307367 0.550497 0.727704 0.854732 0.936196 0.981025 
12.6653 0.909769 0.939471 0.96606 0.987074 0.998911 0.996496 0.972896 0.919359 0.826076 0.684542 0.492116 0.220696 0.0422618 0.0746715 0.310256 0.554941 0.732405 0.858813 0.939154 0.98269 
12.7455 0.906556 0.936705 0.963887 0.985669 0.998464 0.997196 0.97488 0.922629 0.830384 0.689275 0.49629 0.222835 0.0426974 0.0754329 0.313166 0.559402 0.737098 0.862855 0.94205 0.98428 
12.8257 0.903305 0.93389 0.961656 0.984195 0.997942 0.997819 0.976791 0.925841 0.83466 0.694006 0.500486 0.224992 0.0431376 0.076202 0.3161 0.563879 0.741782 0.866857 0.944883 0.985794 
12.9058 0.900017 0.931029 0.959368 0.982654 0.997345 0.998363 0.978629 0.928996 0.838904 0.698736 0.504703 0.227168 0.0435824 0.0769789 0.319056 0.568373 0.746454 0.870818 0.947652 0.987233 
12.986 0.896693 0.928121 0.957022 0.981047 0.996674 0.99883 0.980393 0.932091 0.843114 0.703464 0.50894 0.229363 0.0440318 0.0777636 0.322034 0.572881 0.751116 0.874737 0.950356 0.988597 
13.0661 0.893335 0.925169 0.954622 0.979373 0.995929 0.999218 0.982083 0.935127 0.84729 0.708188 0.513198 0.231577 0.0444859 0.0785562 0.325036 0.577405 0.755764 0.878613 0.952995 0.989884 
13.1463 0.889942 0.922173 0.952167 0.977635 0.99511 0.999529 0.983698 0.938102 0.85143 0.712908 0.517476 0.23381 0.0449448 0.0793568 0.32806 0.581944 0.760399 0.882445 0.955568 0.991094 
13.2265 0.886516 0.919133 0.949658 0.975833 0.994219 0.999763 0.985239 0.941015 0.855534 0.717623 0.521773 0.236061 0.0454084 0.0801654 0.331107 0.586496 0.765019 0.886232 0.958074 0.992228 
13.3066 0.883059 0.916052 0.947097 0.973968 0.993255 0.999919 0.986704 0.943865 0.8596 0.722332 0.52609 0.238332 0.0458768 0.0809822 0.334177 0.591062 0.769624 0.889972 0.960513 0.993285 
13.3868 0.879571 0.912931 0.944484 0.972041 0.99222 0.999998 0.988093 0.946652 0.863627 0.727034 0.530426 0.240622 0.04635 0.0818071 0.33727 0.59564 0.774212 0.893665 0.962883 0.994264 
13.4669 0.876053 0.909769 0.941822 0.970052 0.991114 1 0.989407 0.949375 0.867613 0.731728 0.534781 0.242931 0.0468282 0.0826404 0.340386 0.600232 0.778782 0.897309 0.965183 0.995167 
13.5471 0.872507 0.90657 0.939109 0.968003 0.989937 0.999925 0.990644 0.952033 0.871559 0.736413 0.539153 0.245259 0.0473114 0.083482 0.343524 0.604834 0.783333 0.900903 0.967415 0.995992 
13.6273 0.868933 0.903332 0.936349 0.965895 0.988691 0.999774 0.991805 0.954625 0.875462 0.741089 0.543544 0.247607 0.0477995 0.084332 0.346685 0.609449 0.787864 0.904447 0.969576 0.996741 
13.7074 0.865333 0.900058 0.933541 0.963728 0.987376 0.999547 0.992889 0.957151 0.879322 0.745753 0.547952 0.249974 0.0482927 0.0851905 0.349869 0.614073 0.792374 0.907939 0.971666 0.997411 
13.7876 0.861706 0.896749 0.930686 0.961503 0.985993 0.999245 0.993897 0.959609 0.883137 0.750406 0.552377 0.252361 0.0487911 0.0860575 0.353075 0.618708 0.796862 0.911379 0.973684 0.998005 
13.8677 0.858055 0.893406 0.927787 0.959222 0.984543 0.998867 0.994828 0.962 0.886907 0.755046 0.556819 0.254767 0.0492946 0.0869333 0.356305 0.623352 0.801328 0.914765 0.975631 0.998521 
13.9479 0.854381 0.890029 0.924844 0.956885 0.983026 0.998414 0.995682 0.964321 0.89063 0.759672 0.561277 0.257193 0.0498033 0.0878177 0.359557 0.628005 0.805769 0.918096 0.977505 0.998959 
14.0281 0.850684 0.88662 0.921857 0.954494 0.981444 0.997887 0.996458 0.966574 0.894305 0.764283 0.565751 0.259639 0.0503173 0.088711 0.362831 0.632666 0.810184 0.921371 0.979306 0.999321 
14.1082 0.846965 0.88318 0.918829 0.952049 0.979796 0.997286 0.997158 0.968756 0.897932 0.768878 0.570239 0.262104 0.0508366 0.0896131 0.366129 0.637334 0.814573 0.92459 0.981034 0.999606 
14.1884 0.843226 0.879709 0.915759 0.949551 0.978084 0.996612 0.997781 0.970868 0.901509 0.773457 0.574743 0.264589 0.0513613 0.0905242 0.369449 0.642009 0.818935 0.927752 0.982688 0.999814 
14.2685 0.839466 0.87621 0.91265 0.947002 0.976309 0.995864 0.998326 0.97291 0.905035 0.778018 0.579261 0.267094 0.0518914 0.0914443 0.372791 0.64669 0.823268 0.930855 0.984268 0.999945 
14.3487 0.835688 0.872682 0.909502 0.944403 0.974472 0.995045 0.998795 0.974879 0.908509 0.782559 0.583792 0.269619 0.052427 0.0923735 0.376156 0.651376 0.827572 0.933898 0.985774 1 
14.4289 0.831892 0.869128 0.906316 0.941753 0.972573 0.994153 0.999187 0.976777 0.911931 0.787081 0.588337 0.272163 0.0529681 0.093312 0.379543 0.656067 0.831845 0.936882 0.987204 0.999979 
14.509 0.828079 0.865547 0.903093 0.939056 0.970614 0.993191 0.999502 0.978602 0.915298 0.791582 0.592895 0.274728 0.0535148 0.0942597 0.382952 0.660762 0.836086 0.939804 0.98856 0.999882 
14.5892 0.82425 0.861941 0.899835 0.93631 0.968595 0.992158 0.999741 0.980354 0.918611 0.79606 0.597464 0.277313 0.0540672 0.0952167 0.386384 0.665459 0.840294 0.942664 0.98984 0.99971 
14.6693 0.820406 0.858311 0.896542 0.933519 0.966517 0.991055 0.999903 0.982033 0.921868 0.800516 0.602045 0.279918 0.0546252 0.0961832 0.389838 0.670159 0.844468 0.945462 0.991045 0.999462 
14.7495 0.816548 0.854658 0.893216 0.930682 0.964381 0.989884 0.99999 0.983638 0.925069 0.804947 0.606637 0.282542 0.0551891 0.0971592 0.393313 0.674861 0.848606 0.948196 0.992173 0.99914 
14.8297 0.812676 0.850983 0.889857 0.9278 0.962189 0.988643 1 0.985169 0.928212 0.809353 0.61124 0.285187 0.0557587 0.0981449 0.396811 0.679563 0.852709 0.950866 0.993226 0.998744 
14.9098 0.808792 0.847286 0.886467 0.924876 0.95994 0.987336 0.999935 0.986626 0.931297 0.813733 0.615852 0.287852 0.0563342 0.0991402 0.400331 0.684266 0.856774 0.953471 0.994203 0.998273 
14.99 0.804896 0.84357 0.883046 0.921909 0.957637 0.985961 0.999795 0.988008 0.934322 0.818085 0.620473 0.290538 0.0569156 0.100145 0.403872 0.688967 0.860801 0.95601 0.995104 0.99773 
15.0701 0.800989 0.839834 0.879596 0.918901 0.95528 0.98452 0.99958 0.989315 0.937287 0.822408 0.625103 0.293243 0.0575031 0.10116 0.407434 0.693667 0.864788 0.958483 0.995929 0.997113 
15.1503 0.797072 0.836079 0.876117 0.915853 0.95287 0.983014 0.99929 0.990547 0.940192 0.826702 0.629741 0.295968 0.0580966 0.102185 0.411019 0.698364 0.868735 0.960889 0.996678 0.996424 
15.2305 0.793146 0.832308 0.872611 0.912766 0.950408 0.981443 0.998927 0.991704 0.943034 0.830966 0.634386 0.298714 0.0586961 0.10322 0.414624 0.703058 0.87264 0.963227 0.99735 0.995663 
15.3106 0.789212 0.82852 0.869079 0.909641 0.947895 0.979808 0.998489 0.992786 0.945814 0.835197 0.639038 0.30148 0.0593019 0.104265 0.41825 0.707748 0.876503 0.965496 0.997946 0.994832 
15.3908 0.78527 0.824716 0.865521 0.90648 0.945333 0.978111 0.997979 0.993792 0.94853 0.839396 0.643695 0.304266 0.0599139 0.10532 0.421898 0.712432 0.880322 0.967697 0.998467 0.993929 
15.4709 0.781321 0.820897 0.861939 0.903282 0.942721 0.976351 0.997396 0.994722 0.951183 0.843561 0.648358 0.307072 0.0605321 0.106385 0.425566 0.717111 0.884096 0.969828 0.998911 0.992957 
15.5511 0.777367 0.817065 0.858334 0.900049 0.940062 0.974531 0.996741 0.995577 0.95377 0.847691 0.653025 0.309899 0.0611568 0.107461 0.429255 0.721782 0.887824 0.97189 0.99928 0.991915 
15.6313 0.773406 0.81322 0.854706 0.896783 0.937356 0.97265 0.996015 0.996356 0.956292 0.851784 0.657696 0.312745 0.0617878 0.108547 0.432964 0.726446 0.891506 0.973881 0.999573 0.990805 
15.7114 0.769442 0.809362 0.851056 0.893484 0.934605 0.97071 0.995217 0.997059 0.958748 0.855841 0.662369 0.315612 0.0624253 0.109644 0.436694 0.731101 0.895139 0.9758 0.99979 0.989626 
15.7916 0.765473 0.805494 0.847386 0.890153 0.931808 0.968711 0.994349 0.997687 0.961138 0.859859 0.667046 0.318498 0.0630694 0.110751 0.440443 0.735746 0.898724 0.977649 0.999933 0.988381 
15.8717 0.761502 0.801615 0.843697 0.886791 0.928968 0.966655 0.993412 0.998239 0.963459 0.863839 0.671723 0.321405 0.06372 0.111869 0.444213 0.740381 0.902259 0.979425 1 0.987069 
15.9519 0.757527 0.797726 0.839989 0.8834 0.926085 0.964543 0.992405 0.998715 0.965713 0.867778 0.676401 0.324332 0.0643773 0.112998 0.448002 0.745004 0.905744 0.98113 0.999993 0.985691 
16.0321 0.753552 0.793828 0.836263 0.87998 0.923161 0.962375 0.99133 0.999116 0.967898 0.871675 0.681079 0.327279 0.0650414 0.114137 0.45181 0.749615 0.909176 0.982762 0.999911 0.984249 
16.1122 0.749575 0.789922 0.83252 0.876532 0.920197 0.960152 0.990187 0.999443 0.970014 0.87553 0.685757 0.330246 0.0657123 0.115288 0.455637 0.754212 0.912556 0.984321 0.999756 0.982742 
16.1924 0.745597 0.78601 0.828761 0.873058 0.917192 0.957876 0.988977 0.999694 0.972061 0.879342 0.690432 0.333232 0.06639 0.116449 0.459484 0.758795 0.915883 0.985807 0.999527 0.981172 
16.2725 0.74162 0.78209 0.824988 0.869558 0.91415 0.955547 0.987701 0.99987 0.974037 0.88311 0.695105 0.336239 0.0670746 0.117622 0.463349 0.763363 0.919155 0.987219 0.999225 0.97954 
16.3527 0.737644 0.778165 0.8212 0.866033 0.91107 0.953166 0.986359 0.999972 0.975943 0.886832 0.699775 0.339265 0.0677663 0.118806 0.467232 0.767914 0.922371 0.988558 0.99885 0.977846 
16.4329 0.733669 0.774235 0.817399 0.862485 0.907953 0.950735 0.984952 1 0.977778 0.890507 0.704441 0.342311 0.068465 0.120001 0.471133 0.772448 0.925532 0.989823 0.998403 0.976091 
16.513 0.729696 0.770301 0.813585 0.858914 0.904802 0.948254 0.983482 0.999954 0.979541 0.894136 0.709101 0.345377 0.0691709 0.121208 0.475052 0.776963 0.928635 0.991015 0.997885 0.974276 
16.5932 0.725726 0.766363 0.80976 0.855321 0.901616 0.945724 0.981948 0.999834 0.981233 0.897716 0.713756 0.348462 0.0698839 0.122426 0.478989 0.781459 0.93168 0.992132 0.997295 0.972403 
16.6733 0.721759 0.762422 0.805924 0.851707 0.898397 0.943147 0.980352 0.999642 0.982853 0.901246 0.718404 0.351566 0.0706042 0.123656 0.482942 0.785935 0.934667 0.993174 0.996634 0.970471 
16.7535 0.717796 0.758479 0.802078 0.848073 0.895145 0.940523 0.978695 0.999376 0.984401 0.904726 0.723044 0.35469 0.0713319 0.124897 0.486913 0.790389 0.937594 0.994143 0.995903 0.968482 
16.8337 0.713838 0.754534 0.798223 0.844421 0.891863 0.937854 0.976977 0.999039 0.985876 0.908155 0.727676 0.357833 0.072067 0.12615 0.4909 0.794821 0.94046 0.995037 0.995103 0.966437 
16.9138 0.709884 0.750589 0.794359 0.84075 0.88855 0.93514 0.975199 0.998629 0.987278 0.911532 0.732298 0.360996 0.0728096 0.127415 0.494903 0.799229 0.943266 0.995857 0.994234 0.964337 
16.994 0.705936 0.746644 0.790488 0.837062 0.885208 0.932382 0.973362 0.998149 0.988607 0.914856 0.73691 0.364177 0.0735597 0.128691 0.498922 0.803613 0.94601 0.996603 0.993296 0.962182 
17.0741 0.701993 0.742699 0.786611 0.833358 0.881838 0.929582 0.971468 0.997597 0.989863 0.918126 0.74151 0.367378 0.0743175 0.12998 0.502956 0.807972 0.948691 0.997274 0.992291 0.959974 
17.1543 0.698057 0.738755 0.782727 0.829639 0.878441 0.926741 0.969516 0.996975 0.991046 0.921342 0.746099 0.370597 0.075083 0.131281 0.507005 0.812304 0.951309 0.997871 0.991219 0.957714 
17.2345 0.694128 0.734812 0.778838 0.825905 0.875017 0.923859 0.967508 0.996283 0.992155 0.924501 0.750674 0.373835 0.0758562 0.132594 0.511069 0.816609 0.953863 0.998394 0.990081 0.955402 
17.3146 0.690207 0.730872 0.774944 0.822157 0.871568 0.920938 0.965445 0.995523 0.993191 0.927604 0.755235 0.377091 0.0766373 0.133919 0.515148 0.820885 0.956353 0.998844 0.988877 0.95304 
17.3948 0.686293 0.726935 0.771046 0.818397 0.868096 0.917978 0.963328 0.994693 0.994153 0.93065 0.759781 0.380366 0.0774263 0.135257 0.51924 0.825132 0.958778 0.999219 0.987609 0.950629 
17.4749 0.682388 0.723002 0.767145 0.814624 0.864599 0.914982 0.961158 0.993796 0.995042 0.933638 0.764311 0.383659 0.0782233 0.136607 0.523345 0.829348 0.961137 0.999521 0.986276 0.948169 
17.5551 0.678491 0.719072 0.763242 0.810841 0.861081 0.911948 0.958935 0.992832 0.995857 0.936567 0.768824 0.38697 0.0790284 0.13797 0.527464 0.833532 0.96343 0.99975 0.98488 0.945661 
17.6353 0.674604 0.715147 0.759337 0.807047 0.857541 0.90888 0.956661 0.991801 0.996598 0.939437 0.773319 0.390298 0.0798417 0.139345 0.531595 0.837684 0.965656 0.999906 0.983422 0.943108 
17.7154 0.670726 0.711226 0.75543 0.803244 0.85398 0.905777 0.954337 0.990704 0.997266 0.942246 0.777795 0.393645 0.0806632 0.140733 0.535739 0.841803 0.967815 0.999989 0.981903 0.940508 
17.7956 0.666859 0.707312 0.751523 0.799432 0.8504 0.902641 0.951963 0.989542 0.997861 0.944994 0.782252 0.397009 0.081493 0.142133 0.539894 0.845886 0.969906 1 0.980322 0.937865 
17.8758 0.663001 0.703403 0.747617 0.795612 0.846802 0.899473 0.949541 0.988316 0.998382 0.94768 0.786687 0.400391 0.0823312 0.143547 0.54406 0.849935 0.971929 0.999939 0.978682 0.935178 
17.9559 0.659155 0.699502 0.743711 0.791785 0.843185 0.896273 0.947072 0.987026 0.998831 0.950304 0.791101 0.403789 0.0831778 0.144974 0.548237 0.853946 0.973883 0.999806 0.976982 0.932449 
18.0361 0.65532 0.695607 0.739806 0.787952 0.839552 0.893044 0.944556 0.985673 0.999206 0.952865 0.795492 0.407205 0.084033 0.146413 0.552424 0.85792 0.975769 0.999602 0.975225 0.929679 
18.1162 0.651496 0.691719 0.735904 0.784112 0.835903 0.889785 0.941995 0.984258 0.999509 0.955363 0.799859 0.410637 0.0848968 0.147866 0.556621 0.861855 0.977585 0.999327 0.97341 0.926868 
18.1964 0.647684 0.68784 0.732003 0.780268 0.832239 0.886497 0.939389 0.982781 0.99974 0.957796 0.804201 0.414085 0.0857694 0.149332 0.560827 0.865751 0.979331 0.998982 0.971539 0.924018 
18.2766 0.643885 0.683969 0.728106 0.77642 0.828561 0.883183 0.93674 0.981245 0.999898 0.960165 0.808517 0.41755 0.0866507 0.150811 0.565041 0.869606 0.981008 0.998567 0.969612 0.921129 
18.3567 0.640098 0.680107 0.724213 0.772568 0.824869 0.879842 0.934049 0.979648 0.999985 0.962468 0.812807 0.421031 0.0875409 0.152304 0.569264 0.87342 0.982614 0.998082 0.967631 0.918204 
18.4369 0.636323 0.676255 0.720324 0.768713 0.821165 0.876476 0.931317 0.977993 1 0.964705 0.817069 0.424528 0.08844 0.15381 0.573494 0.877191 0.98415 0.997529 0.965596 0.915242 
18.517 0.632563 0.672412 0.71644 0.764856 0.81745 0.873086 0.928544 0.97628 0.999944 0.966877 0.821302 0.42804 0.0893482 0.15533 0.577732 0.880918 0.985615 0.996907 0.963509 0.912245 
18.5972 0.628815 0.668579 0.712561 0.760998 0.813723 0.869672 0.925732 0.97451 0.999817 0.968981 0.825506 0.431567 0.0902655 0.156863 0.581975 0.884602 0.987009 0.996218 0.961369 0.909214 
18.6774 0.625082 0.664756 0.708687 0.757139 0.809986 0.866236 0.922881 0.972684 0.99962 0.971019 0.829678 0.435109 0.091192 0.15841 0.586225 0.88824 0.988332 0.995462 0.959179 0.906149 
18.7575 0.621362 0.660945 0.70482 0.753279 0.80624 0.862778 0.919994 0.970803 0.999354 0.972988 0.833819 0.438666 0.0921278 0.159971 0.59048 0.891832 0.989584 0.994639 0.956939 0.903053 
18.8377 0.617657 0.657144 0.70096 0.74942 0.802486 0.859299 0.91707 0.968867 0.999017 0.97489 0.837927 0.442237 0.0930729 0.161546 0.594739 0.895376 0.990764 0.993751 0.954651 0.899925 
18.9178 0.613966 0.653356 0.697107 0.745562 0.798723 0.855801 0.914111 0.966878 0.998612 0.976724 0.842002 0.445822 0.0940276 0.163135 0.599002 0.898873 0.991874 0.992797 0.952314 0.896767 
18.998 0.610291 0.649579 0.693262 0.741706 0.794954 0.852284 0.911117 0.964837 0.998139 0.978489 0.846042 0.449421 0.0949918 0.164737 0.603269 0.902321 0.992912 0.991779 0.949931 0.89358 
19.0782 0.60663 0.645815 0.689424 0.737851 0.791179 0.84875 0.908091 0.962744 0.997598 0.980185 0.850046 0.453033 0.0959656 0.166354 0.607539 0.905719 0.993878 0.990698 0.947501 0.890364 
19.1583 0.602985 0.642063 0.685596 0.734 0.787398 0.845198 0.905032 0.9606 0.996989 0.981812 0.854014 0.456659 0.0969491 0.167986 0.61181 0.909067 0.994774 0.989553 0.945027 0.887121 
19.2385 0.599355 0.638324 0.681776 0.730152 0.783612 0.84163 0.901942 0.958407 0.996314 0.98337 0.857944 0.460297 0.0979425 0.169631 0.616084 0.912364 0.995598 0.988346 0.942509 0.883852 
19.3186 0.595741 0.634598 0.677966 0.726307 0.779822 0.838047 0.898821 0.956165 0.995573 0.984858 0.861836 0.463947 0.0989457 0.171291 0.620357 0.915608 0.99635 0.987078 0.939948 0.880558 
19.3988 0.592143 0.630886 0.674166 0.722467 0.776029 0.834449 0.895672 0.953876 0.994766 0.986276 0.865689 0.46761 0.099959 0.172965 0.624631 0.918799 0.997032 0.985749 0.937345 0.877239 
19.479 0.588561 0.627188 0.670376 0.718632 0.772233 0.830838 0.892494 0.95154 0.993895 0.987625 0.869501 0.471284 0.100982 0.174654 0.628905 0.921937 0.997643 0.98436 0.934701 0.873897 
19.5591 0.584996 0.623503 0.666596 0.714803 0.768435 0.827214 0.889288 0.949158 0.992959 0.988904 0.873272 0.474969 0.102016 0.176358 0.633177 0.92502 0.998183 0.982911 0.932018 0.870532 
19.6393 0.581447 0.619833 0.662828 0.710979 0.764636 0.823579 0.886056 0.946731 0.99196 0.990112 0.877 0.478665 0.10306 0.178076 0.637447 0.928047 0.998652 0.981405 0.929295 0.867146 
19.7194 0.577915 0.616178 0.65907 0.707162 0.760835 0.819932 0.882799 0.944261 0.990898 0.991251 0.880686 0.482372 0.104114 0.179809 0.641715 0.931019 0.999051 0.979841 0.926534 0.863738 
19.7996 0.5744 0.612537 0.655325 0.703352 0.757035 0.816275 0.879518 0.941747 0.989775 0.992319 0.884328 0.486089 0.105178 0.181557 0.645979 0.933935 0.99938 0.978221 0.923737 0.860312 
19.8798 0.570902 0.608912 0.651591 0.699549 0.753235 0.812608 0.876212 0.939193 0.98859 0.993317 0.887925 0.489815 0.106253 0.18332 0.650239 0.936793 0.999639 0.976545 0.920903 0.856866 
19.9599 0.567421 0.605302 0.64787 0.695754 0.749436 0.808932 0.872884 0.936597 0.987344 0.994245 0.891476 0.493551 0.107339 0.185097 0.654494 0.939593 0.999828 0.974814 0.918035 0.853402 
20.0401 0.563958 0.601707 0.644161 0.691967 0.745639 0.805249 0.869535 0.933961 0.986039 0.995104 0.894981 0.497296 0.108436 0.18689 0.658744 0.942334 0.999949 0.973029 0.915132 0.849921 
20.1202 0.560512 0.598129 0.640466 0.688189 0.741845 0.801558 0.866165 0.931287 0.984675 0.995892 0.898438 0.501048 0.109543 0.188698 0.662987 0.945017 1 0.971191 0.912197 0.846424 
20.2004 0.557084 0.594566 0.636783 0.68442 0.738052 0.797861 0.862774 0.928575 0.983253 0.99661 0.901847 0.504809 0.110661 0.190521 0.667223 0.947639 0.999983 0.9693 0.909229 0.842912 
20.2806 0.553673 0.591019 0.633115 0.68066 0.734264 0.794158 0.859365 0.925826 0.981773 0.997259 0.905207 0.508577 0.11179 0.192359 0.671451 0.950201 0.999898 0.967359 0.906231 0.839385 
20.3607 0.550281 0.587489 0.62946 0.67691 0.730479 0.79045 0.855938 0.923041 0.980238 0.997838 0.908518 0.512353 0.112931 0.194213 0.675671 0.952703 0.999745 0.965367 0.903203 0.835844 
20.4409 0.546906 0.583975 0.625819 0.673171 0.726699 0.786738 0.852494 0.920221 0.978646 0.998348 0.911778 0.516134 0.114082 0.196082 0.679881 0.955143 0.999526 0.963326 0.900145 0.83229 
