T 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
6.10381 0.958791 0.931153 0.894566 0.848811 0.800492 0.744962 0.677227 0.597082 0.504844 0.401463 0.289205 0.170464 0.0460822 0.0836085 0.206815 0.323354 0.43358 0.533766 0.622453 0.698889 
6.12883 0.959542 0.932097 0.895687 0.850084 0.801891 0.746448 0.678739 0.598548 0.506185 0.402598 0.290061 0.170984 0.0462247 0.0838665 0.207442 0.3243 0.434785 0.535153 0.623941 0.7004 
6.15385 0.960287 0.933036 0.896805 0.851354 0.803289 0.747933 0.680252 0.600017 0.507529 0.403736 0.29092 0.171506 0.0463678 0.0841254 0.20807 0.325248 0.435993 0.536542 0.625431 0.701911 
6.17886 0.961026 0.93397 0.897918 0.852621 0.804685 0.749419 0.681766 0.601487 0.508876 0.404877 0.291781 0.17203 0.0465113 0.0843851 0.208701 0.326199 0.437204 0.537935 0.626922 0.703424 
6.20388 0.961759 0.934898 0.899027 0.853885 0.806079 0.750904 0.683281 0.60296 0.510225 0.406021 0.292645 0.172555 0.0466553 0.0846457 0.209333 0.327153 0.438418 0.53933 0.628416 0.704937 
6.22889 0.962485 0.935821 0.900131 0.855145 0.807472 0.752388 0.684797 0.604435 0.511578 0.407168 0.293512 0.173082 0.0467998 0.0849072 0.209968 0.32811 0.439635 0.540728 0.629911 0.70645 
6.25391 0.963205 0.936739 0.901231 0.856403 0.808863 0.753873 0.686314 0.605912 0.512933 0.408318 0.294381 0.173611 0.0469448 0.0851696 0.210604 0.32907 0.440855 0.542128 0.631408 0.707965 
6.27892 0.963919 0.937651 0.902327 0.857658 0.810253 0.755357 0.687833 0.607391 0.514291 0.409471 0.295253 0.174141 0.0470903 0.0854329 0.211243 0.330032 0.442078 0.543531 0.632907 0.70948 
6.30394 0.964626 0.938557 0.903418 0.858909 0.81164 0.756841 0.689352 0.608872 0.515652 0.410627 0.296128 0.174673 0.0472363 0.0856971 0.211883 0.330998 0.443305 0.544937 0.634408 0.710995 
6.32896 0.965327 0.939458 0.904505 0.860158 0.813026 0.758324 0.690872 0.610355 0.517016 0.411786 0.297005 0.175207 0.0473827 0.0859621 0.212526 0.331966 0.444534 0.546346 0.635911 0.712512 
6.35397 0.966022 0.940353 0.905587 0.861403 0.81441 0.759807 0.692393 0.611841 0.518382 0.412948 0.297885 0.175743 0.0475297 0.0862281 0.213171 0.332936 0.445766 0.547757 0.637415 0.714028 
6.37899 0.96671 0.941243 0.906665 0.862644 0.815792 0.76129 0.693915 0.613328 0.519752 0.414113 0.298767 0.17628 0.0476772 0.0864949 0.213817 0.33391 0.447001 0.549171 0.638921 0.715546 
6.404 0.967392 0.942127 0.907738 0.863883 0.817172 0.762772 0.695438 0.614818 0.521124 0.415281 0.299652 0.176819 0.0478251 0.0867626 0.214466 0.334886 0.448239 0.550587 0.640429 0.717063 
6.42902 0.968068 0.943005 0.908806 0.865118 0.81855 0.764253 0.696962 0.616309 0.522499 0.416452 0.30054 0.17736 0.0479736 0.0870312 0.215117 0.335866 0.44948 0.552006 0.641939 0.718582 
6.45403 0.968736 0.943878 0.90987 0.866349 0.819926 0.765734 0.698487 0.617803 0.523876 0.417626 0.30143 0.177903 0.0481225 0.0873008 0.21577 0.336848 0.450724 0.553427 0.64345 0.7201 
6.47905 0.969399 0.944745 0.910929 0.867578 0.821299 0.767214 0.700012 0.619298 0.525257 0.418803 0.302323 0.178447 0.048272 0.0875712 0.216425 0.337832 0.451972 0.554852 0.644963 0.721619 
6.50407 0.970055 0.945606 0.911984 0.868802 0.822671 0.768694 0.701539 0.620796 0.52664 0.419983 0.303219 0.178993 0.048422 0.0878426 0.217082 0.33882 0.453222 0.556278 0.646478 0.723139 
6.52908 0.970704 0.946462 0.913033 0.870023 0.824041 0.770173 0.703066 0.622295 0.528026 0.421167 0.304117 0.179541 0.0485725 0.0881148 0.217742 0.33981 0.454475 0.557708 0.647994 0.724659 
6.5541 0.971347 0.947311 0.914078 0.871241 0.825408 0.771651 0.704593 0.623797 0.529415 0.422353 0.305018 0.180091 0.0487234 0.088388 0.218403 0.340804 0.455731 0.55914 0.649512 0.726179 
6.57911 0.971983 0.948155 0.915118 0.872455 0.826774 0.773129 0.706122 0.6253 0.530806 0.423542 0.305922 0.180642 0.0488749 0.0886621 0.219066 0.3418 0.45699 0.560574 0.651031 0.727699 
6.60413 0.972612 0.948993 0.916153 0.873665 0.828137 0.774606 0.707651 0.626805 0.5322 0.424734 0.306828 0.181196 0.0490269 0.0889371 0.219732 0.342799 0.458252 0.562011 0.652552 0.72922 
6.62914 0.973235 0.949825 0.917183 0.874872 0.829498 0.776082 0.709181 0.628312 0.533597 0.425929 0.307737 0.181751 0.0491795 0.089213 0.220399 0.343801 0.459517 0.563451 0.654075 0.730741 
6.65416 0.973851 0.95065 0.918208 0.876075 0.830856 0.777557 0.710712 0.629822 0.534997 0.427127 0.308648 0.182307 0.0493325 0.0894898 0.221069 0.344805 0.460785 0.564893 0.655599 0.732262 
6.67917 0.97446 0.95147 0.919228 0.877274 0.832212 0.779032 0.712243 0.631332 0.536399 0.428328 0.309563 0.182866 0.049486 0.0897676 0.221741 0.345813 0.462057 0.566337 0.657125 0.733783 
6.70419 0.975063 0.952284 0.920243 0.878469 0.833566 0.780505 0.713775 0.632845 0.537805 0.429532 0.31048 0.183427 0.0496401 0.0900463 0.222415 0.346823 0.463331 0.567784 0.658652 0.735305 
6.72921 0.975659 0.953092 0.921253 0.879661 0.834918 0.781978 0.715307 0.63436 0.539212 0.43074 0.3114 0.183989 0.0497947 0.090326 0.223091 0.347836 0.464608 0.569234 0.660181 0.736827 
6.75422 0.976248 0.953894 0.922258 0.880849 0.836266 0.783449 0.71684 0.635876 0.540623 0.43195 0.312322 0.184553 0.0499498 0.0906065 0.223769 0.348853 0.465888 0.570686 0.661711 0.738348 
6.77924 0.97683 0.95469 0.923258 0.882033 0.837613 0.78492 0.718373 0.637395 0.542036 0.433163 0.313247 0.185119 0.0501054 0.090888 0.22445 0.349872 0.467171 0.572141 0.663243 0.73987 
6.80425 0.977406 0.955479 0.924253 0.883212 0.838957 0.78639 0.719907 0.638915 0.543452 0.434379 0.314175 0.185687 0.0502616 0.0911705 0.225132 0.350893 0.468457 0.573598 0.664776 0.741392 
6.82927 0.977974 0.956262 0.925242 0.884388 0.840298 0.787858 0.721441 0.640437 0.544871 0.435598 0.315106 0.186256 0.0504183 0.0914539 0.225817 0.351918 0.469746 0.575057 0.666311 0.742914 
6.85428 0.978536 0.95704 0.926226 0.88556 0.841637 0.789326 0.722976 0.64196 0.546292 0.436821 0.316039 0.186828 0.0505755 0.0917382 0.226504 0.352946 0.471038 0.576519 0.667847 0.744436 
6.8793 0.979091 0.957811 0.927205 0.886728 0.842973 0.790792 0.724511 0.643486 0.547716 0.438046 0.316975 0.187401 0.0507332 0.0920235 0.227193 0.353976 0.472333 0.577984 0.669384 0.745958 
6.90432 0.979639 0.958575 0.928179 0.887892 0.844306 0.792258 0.726047 0.645013 0.549143 0.439274 0.317914 0.187976 0.0508915 0.0923097 0.227884 0.355009 0.473631 0.579451 0.670922 0.74748 
6.92933 0.98018 0.959334 0.929147 0.889051 0.845637 0.793722 0.727583 0.646541 0.550572 0.440506 0.318855 0.188553 0.0510503 0.0925969 0.228578 0.356046 0.474932 0.58092 0.672462 0.749001 
6.95435 0.980714 0.960086 0.93011 0.890207 0.846964 0.795185 0.729119 0.648072 0.552004 0.44174 0.3198 0.189132 0.0512096 0.0928851 0.229273 0.357085 0.476236 0.582391 0.674004 0.750523 
6.97936 0.981241 0.960832 0.931068 0.891358 0.848289 0.796646 0.730655 0.649604 0.553438 0.442977 0.320747 0.189713 0.0513695 0.0931742 0.229971 0.358127 0.477543 0.583865 0.675546 0.752044 
7.00438 0.981762 0.961571 0.93202 0.892505 0.849612 0.798106 0.732192 0.651137 0.554875 0.444218 0.321696 0.190295 0.0515299 0.0934643 0.230671 0.359172 0.478853 0.585342 0.67709 0.753566 
7.02939 0.982275 0.962304 0.932967 0.893648 0.850931 0.799565 0.733729 0.652673 0.556315 0.445461 0.322649 0.19088 0.0516908 0.0937553 0.231373 0.360219 0.480166 0.586821 0.678635 0.755087 
7.05441 0.982781 0.963031 0.933908 0.894786 0.852247 0.801023 0.735266 0.65421 0.557757 0.446708 0.323604 0.191466 0.0518523 0.0940474 0.232077 0.36127 0.481481 0.588302 0.680181 0.756607 
7.07942 0.98328 0.963751 0.934843 0.89592 0.853561 0.802479 0.736803 0.655748 0.559202 0.447957 0.324562 0.192054 0.0520143 0.0943403 0.232784 0.362324 0.4828 0.589785 0.681729 0.758128 
7.10444 0.983772 0.964465 0.935773 0.89705 0.854871 0.803934 0.738341 0.657288 0.56065 0.44921 0.325523 0.192644 0.0521769 0.0946343 0.233493 0.36338 0.484122 0.591271 0.683277 0.759648 
7.12946 0.984257 0.965172 0.936698 0.898175 0.856179 0.805387 0.739879 0.65883 0.5621 0.450465 0.326487 0.193236 0.05234 0.0949292 0.234204 0.36444 0.485446 0.592759 0.684827 0.761168 
7.15447 0.984735 0.965873 0.937617 0.899296 0.857483 0.806839 0.741416 0.660373 0.563553 0.451724 0.327453 0.19383 0.0525037 0.0952252 0.234917 0.365502 0.486774 0.59425 0.686378 0.762687 
7.17949 0.985205 0.966567 0.93853 0.900413 0.858785 0.808289 0.742954 0.661918 0.565008 0.452985 0.328422 0.194426 0.0526679 0.0955221 0.235632 0.366567 0.488105 0.595742 0.68793 0.764206 
7.2045 0.985669 0.967254 0.939437 0.901524 0.860083 0.809738 0.744492 0.663464 0.566465 0.45425 0.329394 0.195023 0.0528326 0.09582 0.23635 0.367636 0.489438 0.597237 0.689483 0.765725 
7.22952 0.986126 0.967935 0.940339 0.902632 0.861378 0.811185 0.74603 0.665011 0.567926 0.455517 0.330369 0.195623 0.0529979 0.0961189 0.23707 0.368707 0.490775 0.598735 0.691037 0.767243 
7.25453 0.986575 0.96861 0.941235 0.903734 0.862669 0.81263 0.747568 0.666561 0.569389 0.456788 0.331346 0.196225 0.0531638 0.0964187 0.237792 0.369781 0.492114 0.600234 0.692592 0.76876 
7.27955 0.987017 0.969278 0.942125 0.904832 0.863958 0.814074 0.749105 0.668111 0.570854 0.458061 0.332327 0.196828 0.0533302 0.0967196 0.238516 0.370858 0.493456 0.601736 0.694148 0.770277 
7.30457 0.987452 0.969939 0.943009 0.905926 0.865243 0.815516 0.750643 0.669663 0.572322 0.459338 0.33331 0.197433 0.0534972 0.0970215 0.239243 0.371938 0.494802 0.60324 0.695706 0.771794 
7.32958 0.98788 0.970593 0.943888 0.907014 0.866525 0.816956 0.752181 0.671216 0.573792 0.460618 0.334296 0.198041 0.0536647 0.0973244 0.239972 0.373021 0.49615 0.604746 0.697264 0.77331 
7.3546 0.9883 0.971241 0.94476 0.908098 0.867804 0.818395 0.753718 0.672771 0.575265 0.4619 0.335285 0.19865 0.0538328 0.0976282 0.240703 0.374107 0.497501 0.606255 0.698823 0.774825 
7.37961 0.988713 0.971882 0.945627 0.909177 0.869079 0.819832 0.755255 0.674327 0.57674 0.463186 0.336276 0.199261 0.0540015 0.0979331 0.241437 0.375196 0.498855 0.607765 0.700383 0.776339 
7.40463 0.989119 0.972516 0.946488 0.910252 0.87035 0.821266 0.756792 0.675884 0.578218 0.464475 0.337271 0.199874 0.0541707 0.098239 0.242172 0.376287 0.500212 0.609278 0.701944 0.777853 
7.42964 0.989518 0.973143 0.947342 0.911321 0.871619 0.822699 0.758329 0.677443 0.579698 0.465766 0.338268 0.200489 0.0543405 0.0985459 0.24291 0.377382 0.501572 0.610793 0.703505 0.779366 
7.45466 0.98991 0.973764 0.948191 0.912386 0.872883 0.82413 0.759866 0.679002 0.581181 0.467061 0.339268 0.201106 0.0545109 0.0988539 0.243651 0.37848 0.502935 0.61231 0.705068 0.780879 
7.47967 0.990294 0.974378 0.949034 0.913445 0.874144 0.825559 0.761402 0.680564 0.582666 0.468359 0.340271 0.201725 0.0546818 0.0991628 0.244393 0.379581 0.504301 0.61383 0.706631 0.78239 
7.50469 0.99067 0.974985 0.949871 0.9145 0.875402 0.826986 0.762938 0.682126 0.584154 0.469659 0.341277 0.202346 0.0548533 0.0994728 0.245138 0.380684 0.505669 0.615351 0.708196 0.783901 
7.52971 0.99104 0.975585 0.950701 0.91555 0.876656 0.828411 0.764473 0.683689 0.585644 0.470963 0.342285 0.202969 0.0550254 0.0997838 0.245885 0.381791 0.507041 0.616875 0.70976 0.785411 
7.55472 0.991402 0.976178 0.951526 0.916594 0.877906 0.829834 0.766009 0.685254 0.587136 0.47227 0.343297 0.203594 0.055198 0.100096 0.246635 0.3829 0.508415 0.6184 0.711326 0.78692 
7.57974 0.991757 0.976764 0.952344 0.917634 0.879153 0.831255 0.767543 0.68682 0.588631 0.473579 0.344311 0.204221 0.0553712 0.100409 0.247387 0.384013 0.509793 0.619928 0.712893 0.788428 
7.60475 0.992104 0.977343 0.953156 0.918668 0.880396 0.832673 0.769078 0.688387 0.590128 0.474892 0.345328 0.20485 0.055545 0.100723 0.248141 0.385129 0.511173 0.621458 0.71446 0.789935 
7.62977 0.992445 0.977916 0.953962 0.919698 0.881635 0.83409 0.770611 0.689955 0.591627 0.476208 0.346348 0.205481 0.0557194 0.101038 0.248897 0.386247 0.512556 0.622989 0.716027 0.791441 
7.65478 0.992777 0.978481 0.954762 0.920722 0.88287 0.835504 0.772145 0.691525 0.593129 0.477526 0.347371 0.206114 0.0558944 0.101354 0.249656 0.387369 0.513942 0.624523 0.717596 0.792946 
7.6798 0.993103 0.97904 0.955555 0.921741 0.884101 0.836916 0.773677 0.693095 0.594633 0.478848 0.348397 0.206748 0.0560699 0.101672 0.250417 0.388493 0.515331 0.626059 0.719165 0.79445 
7.70482 0.993421 0.979591 0.956342 0.922755 0.885329 0.838325 0.77521 0.694667 0.59614 0.480173 0.349426 0.207385 0.056246 0.10199 0.251181 0.389621 0.516723 0.627597 0.720735 0.795953 
7.72983 0.993731 0.980135 0.957123 0.923763 0.886552 0.839733 0.776741 0.696239 0.597649 0.4815 0.350457 0.208024 0.0564228 0.102309 0.251946 0.390751 0.518117 0.629137 0.722305 0.797455 
7.75485 0.994034 0.980673 0.957897 0.924766 0.887772 0.841137 0.778272 0.697812 0.59916 0.482831 0.351492 0.208665 0.0566001 0.10263 0.252715 0.391885 0.519515 0.630678 0.723875 0.798956 
7.77986 0.99433 0.981203 0.958665 0.925764 0.888987 0.84254 0.779802 0.699387 0.600673 0.484165 0.352529 0.209308 0.056778 0.102951 0.253485 0.393021 0.520915 0.632222 0.725447 0.800455 
7.80488 0.994618 0.981726 0.959427 0.926757 0.890199 0.84394 0.781332 0.700962 0.602189 0.485501 0.353569 0.209953 0.0569565 0.103273 0.254258 0.394161 0.522318 0.633768 0.727018 0.801953 
7.82989 0.994899 0.982242 0.960182 0.927744 0.891406 0.845337 0.78286 0.702539 0.603707 0.486841 0.354613 0.2106 0.0571355 0.103597 0.255033 0.395303 0.523724 0.635315 0.728591 0.80345 
7.85491 0.995172 0.982751 0.960931 0.928725 0.89261 0.846732 0.784388 0.704116 0.605227 0.488183 0.355659 0.211249 0.0573152 0.103922 0.255811 0.396449 0.525133 0.636865 0.730163 0.804946 
7.87992 0.995438 0.983253 0.961673 0.929702 0.893809 0.848125 0.785916 0.705694 0.60675 0.489529 0.356708 0.2119 0.0574955 0.104247 0.256591 0.397597 0.526545 0.638416 0.731736 0.80644 
7.90494 0.995696 0.983748 0.962409 0.930672 0.895004 0.849515 0.787442 0.707273 0.608274 0.490877 0.357759 0.212553 0.0576764 0.104574 0.257373 0.398749 0.527959 0.63997 0.73331 0.807933 
7.92996 0.995947 0.984235 0.963138 0.931638 0.896195 0.850902 0.788968 0.708853 0.609801 0.492229 0.358814 0.213209 0.0578579 0.104902 0.258158 0.399903 0.529376 0.641525 0.734883 0.809424 
7.95497 0.996191 0.984715 0.963861 0.932597 0.897381 0.852286 0.790492 0.710434 0.611331 0.493583 0.359872 0.213866 0.05804 0.105231 0.258945 0.401061 0.530797 0.643082 0.736457 0.810914 
7.97999 0.996426 0.985189 0.964577 0.933551 0.898563 0.853668 0.792016 0.712015 0.612862 0.494941 0.360933 0.214525 0.0582227 0.105561 0.259735 0.402222 0.532219 0.64464 0.738032 0.812403 
8.005 0.996655 0.985654 0.965287 0.9345 0.899741 0.855047 0.793538 0.713597 0.614395 0.496301 0.361996 0.215187 0.058406 0.105892 0.260527 0.403385 0.533645 0.646201 0.739606 0.81389 
8.03002 0.996876 0.986113 0.96599 0.935442 0.900915 0.856424 0.79506 0.71518 0.615931 0.497664 0.363063 0.21585 0.0585899 0.106224 0.261322 0.404552 0.535074 0.647763 0.741181 0.815375 
8.05503 0.997089 0.986564 0.966686 0.936379 0.902084 0.857797 0.796581 0.716764 0.617469 0.499031 0.364132 0.216516 0.0587744 0.106558 0.262118 0.405722 0.536505 0.649328 0.742756 0.816859 
8.08005 0.997295 0.987008 0.967375 0.937311 0.903248 0.859168 0.7981 0.718348 0.619009 0.5004 0.365204 0.217184 0.0589595 0.106892 0.262918 0.406894 0.537939 0.650893 0.744331 0.818342 
8.10507 0.997493 0.987445 0.968058 0.938236 0.904408 0.860535 0.799619 0.719933 0.620551 0.501772 0.36628 0.217853 0.0591453 0.107227 0.263719 0.40807 0.539376 0.652461 0.745907 0.819822 
8.13008 0.997684 0.987875 0.968734 0.939156 0.905564 0.8619 0.801136 0.721519 0.622095 0.503147 0.367358 0.218525 0.0593317 0.107564 0.264524 0.409249 0.540816 0.65403 0.747482 0.821301 
8.1551 0.997867 0.988297 0.969404 0.94007 0.906715 0.863262 0.802652 0.723105 0.623641 0.504525 0.368439 0.219199 0.0595186 0.107902 0.26533 0.410431 0.542258 0.655602 0.749058 0.822778 
8.18011 0.998043 0.988712 0.970066 0.940978 0.907862 0.864621 0.804167 0.724692 0.62519 0.505906 0.369523 0.219875 0.0597062 0.108241 0.266139 0.411616 0.543704 0.657174 0.750633 0.824254 
8.20513 0.998211 0.98912 0.970722 0.94188 0.909004 0.865976 0.805681 0.726279 0.62674 0.50729 0.37061 0.220554 0.0598945 0.108581 0.266951 0.412804 0.545152 0.658749 0.752209 0.825727 
8.23014 0.998372 0.98952 0.971371 0.942777 0.910141 0.867329 0.807193 0.727867 0.628292 0.508677 0.371701 0.221234 0.0600833 0.108922 0.267765 0.413994 0.546602 0.660325 0.753785 0.827199 
8.25516 0.998525 0.989913 0.972014 0.943667 0.911273 0.868679 0.808704 0.729456 0.629847 0.510067 0.372794 0.221917 0.0602728 0.109264 0.268581 0.415188 0.548056 0.661902 0.755361 0.828669 
8.28018 0.99867 0.990298 0.972649 0.944552 0.912401 0.870025 0.810214 0.731045 0.631403 0.511459 0.37389 0.222601 0.0604629 0.109607 0.2694 0.416386 0.549512 0.663482 0.756936 0.830137 
8.30519 0.998808 0.990676 0.973277 0.94543 0.913524 0.871368 0.811722 0.732634 0.632962 0.512855 0.374989 0.223288 0.0606537 0.109951 0.270221 0.417586 0.550971 0.665062 0.758512 0.831603 
8.33021 0.998939 0.991047 0.973899 0.946302 0.914642 0.872708 0.813229 0.734224 0.634522 0.514254 0.376091 0.223977 0.0608451 0.110297 0.271045 0.418789 0.552433 0.666645 0.760087 0.833067 
8.35522 0.999062 0.99141 0.974513 0.947169 0.915756 0.874045 0.814734 0.735814 0.636085 0.515655 0.377195 0.224668 0.0610371 0.110644 0.271872 0.419995 0.553897 0.668229 0.761662 0.834529 
8.38024 0.999177 0.991766 0.975121 0.948029 0.916864 0.875378 0.816238 0.737405 0.637649 0.517059 0.378303 0.225361 0.0612297 0.110992 0.2727 0.421204 0.555364 0.669814 0.763238 0.83599 
8.40525 0.999285 0.992114 0.975722 0.948883 0.917968 0.876708 0.817741 0.738996 0.639215 0.518467 0.379414 0.226056 0.061423 0.11134 0.273532 0.422417 0.556834 0.671401 0.764812 0.837447 
8.43027 0.999385 0.992455 0.976316 0.949731 0.919066 0.878034 0.819242 0.740587 0.640784 0.519877 0.380528 0.226754 0.0616169 0.111691 0.274366 0.423632 0.558306 0.67299 0.766387 0.838903 
8.45528 0.999478 0.992789 0.976902 0.950573 0.92016 0.879358 0.820741 0.742179 0.642354 0.52129 0.381645 0.227454 0.0618115 0.112042 0.275202 0.424851 0.559781 0.67458 0.767962 0.840357 
8.4803 0.999563 0.993115 0.977482 0.951409 0.921249 0.880677 0.822239 0.74377 0.643926 0.522706 0.382765 0.228156 0.0620067 0.112394 0.276041 0.426072 0.561259 0.676171 0.769536 0.841808 
8.50532 0.99964 0.993434 0.978055 0.952238 0.922332 0.881993 0.823735 0.745362 0.6455 0.524125 0.383888 0.22886 0.0622026 0.112748 0.276882 0.427297 0.56274 0.677764 0.77111 0.843258 
8.53033 0.99971 0.993745 0.97862 0.953062 0.923411 0.883306 0.825229 0.746955 0.647075 0.525546 0.385014 0.229566 0.0623991 0.113103 0.277726 0.428524 0.564223 0.679358 0.772683 0.844705 
8.55535 0.999773 0.994049 0.979179 0.953878 0.924484 0.884615 0.826721 0.748547 0.648653 0.526971 0.386143 0.230274 0.0625963 0.113458 0.278573 0.429755 0.565708 0.680954 0.774256 0.846149 
8.58036 0.999827 0.994345 0.97973 0.954689 0.925552 0.885921 0.828212 0.75014 0.650232 0.528398 0.387275 0.230985 0.0627941 0.113815 0.279422 0.430989 0.567197 0.682551 0.775829 0.847592 
8.60538 0.999875 0.994633 0.980275 0.955493 0.926615 0.887222 0.829701 0.751732 0.651814 0.529829 0.38841 0.231698 0.0629926 0.114174 0.280273 0.432226 0.568688 0.684149 0.777401 0.849032 
8.63039 0.999914 0.994915 0.980812 0.956291 0.927673 0.88852 0.831188 0.753325 0.653396 0.531262 0.389548 0.232413 0.0631917 0.114533 0.281127 0.433466 0.570182 0.685749 0.778973 0.850469 
8.65541 0.999947 0.995188 0.981342 0.957083 0.928726 0.889815 0.832673 0.754918 0.654981 0.532698 0.390689 0.23313 0.0633915 0.114894 0.281984 0.434709 0.571678 0.68735 0.780544 0.851904 
8.68043 0.999971 0.995454 0.981865 0.957868 0.929773 0.891105 0.834157 0.756511 0.656568 0.534137 0.391833 0.23385 0.0635919 0.115255 0.282843 0.435955 0.573177 0.688952 0.782114 0.853337 
8.70544 0.999988 0.995713 0.982381 0.958646 0.930815 0.892392 0.835638 0.758104 0.658156 0.535578 0.39298 0.234572 0.063793 0.115618 0.283705 0.437204 0.574678 0.690556 0.783684 0.854767 
8.73046 0.999998 0.995964 0.982889 0.959419 0.931851 0.893675 0.837118 0.759697 0.659746 0.537023 0.39413 0.235296 0.0639948 0.115982 0.284569 0.438456 0.576182 0.692161 0.785254 0.856194 
8.75547 1 0.996208 0.98339 0.960184 0.932883 0.894954 0.838595 0.761289 0.661338 0.53847 0.395283 0.236022 0.0641973 0.116348 0.285436 0.439712 0.577689 0.693767 0.786823 0.857619 
8.78049 0.999994 0.996443 0.983884 0.960944 0.933908 0.896229 0.84007 0.762882 0.662931 0.53992 0.396439 0.23675 0.0644004 0.116714 0.286306 0.44097 0.579198 0.695374 0.788391 0.859041 
8.8055 0.999981 0.996672 0.984371 0.961696 0.934929 0.897501 0.841543 0.764475 0.664526 0.541373 0.397598 0.237481 0.0646042 0.117082 0.287178 0.442231 0.58071 0.696982 0.789958 0.860461 
8.83052 0.999961 0.996893 0.984851 0.962442 0.935943 0.898768 0.843014 0.766067 0.666122 0.542829 0.398761 0.238214 0.0648086 0.117451 0.288053 0.443496 0.582224 0.698592 0.791525 0.861877 
8.85553 0.999933 0.997106 0.985323 0.963182 0.936953 0.900031 0.844483 0.76766 0.667721 0.544288 0.399926 0.238949 0.0650137 0.117821 0.28893 0.444764 0.583741 0.700202 0.793091 0.863291 
8.88055 0.999897 0.997312 0.985788 0.963915 0.937956 0.90129 0.84595 0.769252 0.669321 0.545749 0.401094 0.239687 0.0652196 0.118192 0.28981 0.446034 0.58526 0.701814 0.794656 0.864703 
8.90557 0.999854 0.99751 0.986246 0.964641 0.938955 0.902545 0.847414 0.770844 0.670922 0.547213 0.402266 0.240427 0.0654261 0.118565 0.290692 0.447308 0.586782 0.703427 0.796221 0.866111 
8.93058 0.999803 0.9977 0.986696 0.96536 0.939947 0.903796 0.848877 0.772435 0.672525 0.54868 0.40344 0.241169 0.0656332 0.118939 0.291577 0.448585 0.588306 0.705041 0.797784 0.867517 
8.9556 0.999745 0.997883 0.987139 0.966073 0.940934 0.905043 0.850336 0.774026 0.674129 0.55015 0.404618 0.241913 0.0658411 0.119314 0.292465 0.449865 0.589833 0.706656 0.799347 0.868919 
8.98061 0.99968 0.998059 0.987575 0.966779 0.941915 0.906285 0.851794 0.775617 0.675735 0.551623 0.405798 0.24266 0.0660496 0.11969 0.293356 0.451148 0.591363 0.708272 0.800908 0.870319 
9.00563 0.999607 0.998227 0.988003 0.967479 0.942891 0.907523 0.853249 0.777208 0.677343 0.553098 0.406982 0.243409 0.0662589 0.120067 0.294249 0.452434 0.592894 0.709888 0.802469 0.871716 
9.03064 0.999526 0.998387 0.988424 0.968171 0.94386 0.908757 0.854702 0.778798 0.678952 0.554576 0.408168 0.24416 0.0664688 0.120446 0.295144 0.453723 0.594429 0.711506 0.804028 0.873109 
9.05566 0.999438 0.99854 0.988838 0.968857 0.944824 0.909987 0.856152 0.780388 0.680563 0.556057 0.409358 0.244913 0.0666794 0.120826 0.296042 0.455016 0.595965 0.713125 0.805587 0.8745 
9.08068 0.999343 0.998685 0.989244 0.969536 0.945783 0.911212 0.857599 0.781977 0.682175 0.55754 0.410551 0.245669 0.0668907 0.121207 0.296943 0.456311 0.597505 0.714745 0.807145 0.875887 
9.10569 0.99924 0.998822 0.989643 0.970209 0.946735 0.912433 0.859045 0.783566 0.683788 0.559026 0.411747 0.246427 0.0671027 0.121589 0.297847 0.45761 0.599046 0.716366 0.808701 0.877272 
9.13071 0.999129 0.998952 0.990034 0.970874 0.947681 0.913649 0.860487 0.785155 0.685403 0.560515 0.412946 0.247188 0.0673155 0.121973 0.298753 0.458911 0.60059 0.717987 0.810256 0.878653 
9.15572 0.999012 0.999074 0.990418 0.971533 0.948622 0.914861 0.861927 0.786742 0.687019 0.562007 0.414148 0.247951 0.0675289 0.122358 0.299662 0.460216 0.602137 0.719609 0.81181 0.880031 
9.18074 0.998886 0.999189 0.990795 0.972184 0.949557 0.916069 0.863364 0.78833 0.688636 0.563502 0.415353 0.248716 0.067743 0.122744 0.300574 0.461523 0.603685 0.721233 0.813363 0.881406 
9.20575 0.998754 0.999296 0.991164 0.972829 0.950485 0.917272 0.864799 0.789916 0.690255 0.564999 0.416561 0.249483 0.0679578 0.123131 0.301488 0.462834 0.605237 0.722857 0.814915 0.882777 
9.23077 0.998614 0.999396 0.991525 0.973467 0.951408 0.91847 0.866231 0.791502 0.691875 0.566499 0.417773 0.250253 0.0681733 0.12352 0.302405 0.464148 0.60679 0.724481 0.816465 0.884145 
9.25578 0.998466 0.999488 0.991879 0.974098 0.952324 0.919664 0.86766 0.793087 0.693497 0.568001 0.418987 0.251026 0.0683896 0.12391 0.303325 0.465465 0.608346 0.726107 0.818014 0.88551 
9.2808 0.998311 0.999572 0.992226 0.974722 0.953235 0.920853 0.869086 0.794672 0.69512 0.569506 0.420205 0.2518 0.0686065 0.124301 0.304247 0.466785 0.609905 0.727733 0.819562 0.886872 
9.30582 0.998149 0.999649 0.992565 0.975339 0.95414 0.922037 0.870509 0.796256 0.696744 0.571014 0.421425 0.252577 0.0688242 0.124693 0.305172 0.468108 0.611465 0.72936 0.821109 0.88823 
