T 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
22.1138 0.326371 0.35046 0.378183 0.41075 0.45363 0.508276 0.575547 0.659137 0.762334 0.882242 0.986876 0.928052 0.348413 0.591324 0.982013 0.961109 0.845416 0.729239 0.632112 0.553823 
22.1388 0.32533 0.349353 0.377004 0.409491 0.452272 0.506805 0.573965 0.657469 0.760672 0.880841 0.986343 0.929184 0.349479 0.592882 0.982619 0.960226 0.843893 0.727559 0.630464 0.552273 
22.1639 0.324293 0.348249 0.375828 0.408235 0.450917 0.505336 0.572384 0.655802 0.759008 0.879434 0.985801 0.930309 0.350548 0.594442 0.983215 0.959333 0.842366 0.725878 0.628818 0.550725 
22.1889 0.323257 0.347149 0.374655 0.406982 0.449565 0.503871 0.570806 0.654136 0.757343 0.878022 0.985248 0.931427 0.351619 0.596003 0.983801 0.958432 0.840835 0.724196 0.627173 0.54918 
22.2139 0.322225 0.346051 0.373485 0.405732 0.448216 0.502409 0.569231 0.652471 0.755677 0.876605 0.984686 0.932538 0.352694 0.597567 0.984377 0.957521 0.8393 0.722514 0.62553 0.547637 
22.2389 0.321196 0.344956 0.372318 0.404486 0.44687 0.500949 0.567657 0.650807 0.754009 0.875183 0.984113 0.933641 0.353771 0.599132 0.984943 0.956602 0.837762 0.720832 0.623888 0.546097 
22.2639 0.32017 0.343865 0.371155 0.403242 0.445527 0.499492 0.566086 0.649145 0.752341 0.873756 0.98353 0.934736 0.354851 0.6007 0.985499 0.955675 0.83622 0.71915 0.622248 0.544559 
22.2889 0.319147 0.342776 0.369994 0.402002 0.444188 0.498038 0.564517 0.647484 0.750672 0.872324 0.982937 0.935824 0.355934 0.602269 0.986045 0.954738 0.834674 0.717468 0.62061 0.543024 
22.3139 0.318127 0.34169 0.368837 0.400765 0.442851 0.496587 0.562951 0.645824 0.749002 0.870887 0.982333 0.936905 0.35702 0.60384 0.98658 0.953793 0.833125 0.715785 0.618973 0.541492 
22.339 0.317109 0.340608 0.367682 0.399531 0.441517 0.495139 0.561387 0.644165 0.747331 0.869445 0.98172 0.937978 0.358109 0.605413 0.987106 0.952839 0.831572 0.714103 0.617338 0.539962 
22.364 0.316095 0.339528 0.366531 0.398299 0.440187 0.493694 0.559826 0.642508 0.745659 0.867998 0.981097 0.939043 0.3592 0.606987 0.987622 0.951877 0.830016 0.71242 0.615705 0.538434 
22.389 0.315083 0.338452 0.365383 0.397071 0.438859 0.492251 0.558266 0.640852 0.743986 0.866547 0.980464 0.940101 0.360295 0.608563 0.988127 0.950906 0.828456 0.710737 0.614073 0.536909 
22.414 0.314075 0.337378 0.364237 0.395847 0.437535 0.490812 0.55671 0.639197 0.742312 0.86509 0.979821 0.941151 0.361392 0.610141 0.988622 0.949926 0.826894 0.709055 0.612444 0.535387 
22.439 0.313069 0.336308 0.363095 0.394625 0.436214 0.489375 0.555155 0.637544 0.740638 0.863629 0.979168 0.942193 0.362492 0.611721 0.989107 0.948938 0.825327 0.707372 0.610816 0.533868 
22.464 0.312066 0.33524 0.361956 0.393406 0.434895 0.487941 0.553603 0.635892 0.738963 0.862164 0.978505 0.943227 0.363595 0.613302 0.989582 0.947942 0.823758 0.70569 0.60919 0.532351 
22.4891 0.311067 0.334176 0.36082 0.392191 0.43358 0.486511 0.552054 0.634242 0.737287 0.860694 0.977833 0.944253 0.364701 0.614885 0.990046 0.946938 0.822186 0.704007 0.607566 0.530836 
22.5141 0.31007 0.333114 0.359687 0.390978 0.432268 0.485083 0.550507 0.632593 0.735611 0.859219 0.97715 0.945271 0.36581 0.61647 0.9905 0.945925 0.82061 0.702325 0.605943 0.529325 
22.5391 0.309076 0.332056 0.358557 0.389769 0.430959 0.483658 0.548963 0.630946 0.733934 0.85774 0.976458 0.946282 0.366922 0.618056 0.990944 0.944904 0.819031 0.700643 0.604323 0.527816 
22.5641 0.308084 0.331 0.357431 0.388562 0.429653 0.482236 0.547421 0.6293 0.732257 0.856256 0.975756 0.947284 0.368036 0.619644 0.991377 0.943874 0.81745 0.698961 0.602704 0.52631 
22.5891 0.307096 0.329948 0.356307 0.387359 0.42835 0.480817 0.545882 0.627656 0.730579 0.854768 0.975044 0.948278 0.369154 0.621234 0.9918 0.942837 0.815865 0.69728 0.601088 0.524806 
22.6141 0.306111 0.328898 0.355186 0.386159 0.42705 0.479401 0.544345 0.626013 0.7289 0.853276 0.974323 0.949264 0.370274 0.622825 0.992213 0.941791 0.814277 0.695599 0.599473 0.523305 
22.6391 0.305128 0.327852 0.354069 0.384962 0.425754 0.477988 0.54281 0.624372 0.727222 0.851779 0.973592 0.950242 0.371398 0.624418 0.992615 0.940738 0.812687 0.693918 0.59786 0.521807 
22.6642 0.304148 0.326808 0.352954 0.383768 0.42446 0.476578 0.541279 0.622732 0.725542 0.850279 0.972852 0.951211 0.372524 0.626012 0.993007 0.939676 0.811094 0.692237 0.596249 0.520312 
22.6892 0.303172 0.325767 0.351842 0.382577 0.42317 0.47517 0.53975 0.621094 0.723863 0.848774 0.972102 0.952172 0.373653 0.627607 0.993388 0.938607 0.809498 0.690557 0.594641 0.518819 
22.7142 0.302198 0.32473 0.350734 0.38139 0.421882 0.473766 0.538223 0.619458 0.722183 0.847265 0.971342 0.953125 0.374785 0.629204 0.993759 0.937529 0.807899 0.688878 0.593034 0.517329 
22.7392 0.301227 0.323695 0.349628 0.380205 0.420598 0.472365 0.536699 0.617824 0.720503 0.845752 0.970573 0.95407 0.37592 0.630803 0.994119 0.936444 0.806297 0.687199 0.591429 0.515842 
22.7642 0.300258 0.322663 0.348526 0.379023 0.419316 0.470967 0.535178 0.616191 0.718823 0.844235 0.969794 0.955006 0.377057 0.632403 0.994469 0.935351 0.804693 0.68552 0.589827 0.514357 
22.7892 0.299293 0.321634 0.347427 0.377845 0.418038 0.469571 0.533659 0.61456 0.717142 0.842714 0.969007 0.955934 0.378198 0.634004 0.994808 0.93425 0.803087 0.683842 0.588226 0.512876 
22.8143 0.29833 0.320608 0.34633 0.376669 0.416763 0.468179 0.532143 0.612931 0.715462 0.84119 0.968209 0.956853 0.379342 0.635607 0.995137 0.933142 0.801478 0.682165 0.586628 0.511397 
22.8393 0.29737 0.319585 0.345237 0.375497 0.415491 0.46679 0.530629 0.611303 0.713781 0.839661 0.967403 0.957763 0.380488 0.637211 0.995454 0.932025 0.799866 0.680488 0.585031 0.509921 
22.8643 0.296413 0.318565 0.344146 0.374328 0.414222 0.465403 0.529118 0.609677 0.712101 0.838129 0.966587 0.958665 0.381638 0.638816 0.995762 0.930902 0.798252 0.678811 0.583437 0.508447 
22.8893 0.295459 0.317548 0.343059 0.373161 0.412956 0.46402 0.52761 0.608053 0.71042 0.836593 0.965762 0.959558 0.38279 0.640423 0.996059 0.92977 0.796636 0.677136 0.581845 0.506977 
22.9143 0.294508 0.316534 0.341975 0.371998 0.411694 0.46264 0.526105 0.606431 0.708739 0.835053 0.964928 0.960443 0.383945 0.642031 0.996345 0.928631 0.795018 0.675461 0.580255 0.505509 
22.9393 0.293559 0.315522 0.340893 0.370838 0.410434 0.461262 0.524602 0.604811 0.707058 0.83351 0.964084 0.961319 0.385103 0.64364 0.99662 0.927485 0.793397 0.673787 0.578667 0.504044 
22.9644 0.292614 0.314514 0.339815 0.369681 0.409178 0.459888 0.523102 0.603193 0.705378 0.831963 0.963232 0.962186 0.386265 0.645251 0.996885 0.926332 0.791774 0.672114 0.577082 0.502582 
22.9894 0.291671 0.313508 0.338739 0.368527 0.407924 0.458517 0.521605 0.601576 0.703697 0.830413 0.96237 0.963044 0.387429 0.646863 0.997139 0.925171 0.790149 0.670441 0.575499 0.501123 
23.0144 0.290731 0.312505 0.337667 0.367376 0.406674 0.457149 0.52011 0.599962 0.702017 0.82886 0.961499 0.963893 0.388596 0.648475 0.997382 0.924002 0.788521 0.66877 0.573918 0.499667 
23.0394 0.289793 0.311506 0.336598 0.366228 0.405426 0.455784 0.518618 0.598349 0.700337 0.827303 0.96062 0.964733 0.389765 0.650089 0.997614 0.922827 0.786892 0.667099 0.572339 0.498213 
23.0644 0.288859 0.310509 0.335531 0.365083 0.404182 0.454421 0.517129 0.596739 0.698657 0.825742 0.959731 0.965565 0.390938 0.651704 0.997836 0.921644 0.78526 0.665429 0.570762 0.496762 
23.0894 0.287927 0.309515 0.334468 0.363941 0.402941 0.453062 0.515642 0.59513 0.696977 0.824179 0.958834 0.966387 0.392114 0.653321 0.998047 0.920454 0.783627 0.66376 0.569188 0.495315 
23.1144 0.286998 0.308524 0.333407 0.362803 0.401703 0.451706 0.514159 0.593524 0.695298 0.822612 0.957927 0.9672 0.393293 0.654938 0.998248 0.919257 0.781992 0.662092 0.567616 0.49387 
23.1395 0.286071 0.307535 0.33235 0.361667 0.400468 0.450353 0.512678 0.591919 0.693619 0.821042 0.957012 0.968004 0.394474 0.656556 0.998437 0.918053 0.780355 0.660425 0.566047 0.492428 
23.1645 0.285148 0.30655 0.331295 0.360534 0.399236 0.449003 0.5112 0.590317 0.69194 0.819469 0.956088 0.968799 0.395659 0.658176 0.998616 0.916842 0.778716 0.658759 0.564479 0.490989 
23.1895 0.284227 0.305567 0.330244 0.359404 0.398007 0.447656 0.509724 0.588716 0.690262 0.817892 0.955156 0.969585 0.396846 0.659796 0.998784 0.915625 0.777075 0.657094 0.562914 0.489552 
23.2145 0.283309 0.304588 0.329195 0.358278 0.396782 0.446312 0.508252 0.587118 0.688584 0.816313 0.954214 0.970362 0.398037 0.661417 0.998941 0.9144 0.775433 0.65543 0.561352 0.488119 
23.2395 0.282393 0.303611 0.328149 0.357154 0.395559 0.444971 0.506782 0.585522 0.686907 0.814731 0.953264 0.971129 0.39923 0.663039 0.999087 0.913168 0.773788 0.653767 0.559792 0.486689 
23.2645 0.281481 0.302637 0.327106 0.356034 0.39434 0.443633 0.505315 0.583928 0.68523 0.813146 0.952306 0.971888 0.400426 0.664663 0.999223 0.91193 0.772143 0.652106 0.558234 0.485261 
23.2896 0.280571 0.301666 0.326067 0.354916 0.393123 0.442299 0.503851 0.582336 0.683554 0.811558 0.951339 0.972636 0.401626 0.666287 0.999347 0.910685 0.770495 0.650445 0.556679 0.483837 
23.3146 0.279664 0.300697 0.32503 0.353802 0.39191 0.440967 0.50239 0.580746 0.681878 0.809967 0.950363 0.973376 0.402828 0.667911 0.999461 0.909433 0.768846 0.648786 0.555126 0.482415 
23.3396 0.278759 0.299732 0.323996 0.35269 0.3907 0.439638 0.500931 0.579158 0.680203 0.808374 0.949379 0.974106 0.404033 0.669537 0.999564 0.908175 0.767196 0.647128 0.553575 0.480996 
23.3646 0.277858 0.298769 0.322965 0.351581 0.389492 0.438313 0.499476 0.577573 0.678529 0.806778 0.948386 0.974826 0.405241 0.671164 0.999656 0.90691 0.765544 0.645471 0.552027 0.47958 
23.3896 0.276958 0.297809 0.321937 0.350476 0.388288 0.43699 0.498023 0.575989 0.676855 0.805179 0.947386 0.975537 0.406452 0.672791 0.999737 0.905639 0.763891 0.643815 0.550482 0.478168 
23.4146 0.276062 0.296852 0.320911 0.349373 0.387087 0.435671 0.496573 0.574408 0.675182 0.803577 0.946376 0.976239 0.407666 0.674419 0.999807 0.904361 0.762236 0.642161 0.548939 0.476758 
23.4396 0.275168 0.295898 0.319889 0.348274 0.385889 0.434354 0.495126 0.57283 0.673509 0.801973 0.945359 0.976931 0.408883 0.676047 0.999866 0.903077 0.76058 0.640508 0.547398 0.475351 
23.4647 0.274277 0.294946 0.31887 0.347177 0.384694 0.433041 0.493682 0.571253 0.671838 0.800367 0.944333 0.977613 0.410103 0.677677 0.999915 0.901787 0.758923 0.638856 0.54586 0.473947 
23.4897 0.273389 0.293998 0.317853 0.346084 0.383502 0.431731 0.49224 0.569679 0.670167 0.798758 0.9433 0.978286 0.411326 0.679307 0.999953 0.90049 0.757265 0.637206 0.544324 0.472546 
23.5147 0.272503 0.293052 0.31684 0.344993 0.382314 0.430424 0.490802 0.568107 0.668497 0.797146 0.942258 0.978949 0.412551 0.680937 0.999979 0.899187 0.755605 0.635557 0.542791 0.471148 
23.5397 0.27162 0.292109 0.315829 0.343906 0.381128 0.42912 0.489367 0.566537 0.666828 0.795533 0.941208 0.979602 0.41378 0.682568 0.999995 0.897878 0.753945 0.63391 0.541261 0.469753 
23.5647 0.27074 0.291168 0.314821 0.342821 0.379945 0.427819 0.487934 0.56497 0.66516 0.793917 0.94015 0.980246 0.415012 0.6842 1 0.896563 0.752283 0.632264 0.539733 0.468361 
23.5897 0.269862 0.290231 0.313816 0.34174 0.378766 0.426521 0.486504 0.563405 0.663492 0.792298 0.939084 0.980879 0.416246 0.685832 0.999994 0.895242 0.75062 0.630619 0.538208 0.466972 
23.6148 0.268987 0.289296 0.312814 0.340661 0.377589 0.425226 0.485078 0.561842 0.661826 0.790678 0.93801 0.981503 0.417484 0.687465 0.999977 0.893915 0.748956 0.628976 0.536685 0.465586 
23.6398 0.268115 0.288364 0.311815 0.339585 0.376416 0.423934 0.483654 0.560282 0.660161 0.789055 0.936928 0.982117 0.418724 0.689098 0.999949 0.892582 0.747291 0.627335 0.535165 0.464203 
23.6648 0.267245 0.287434 0.310819 0.338513 0.375245 0.422645 0.482233 0.558724 0.658496 0.78743 0.935838 0.982722 0.419968 0.690732 0.999911 0.891243 0.745625 0.625695 0.533647 0.462823 
23.6898 0.266378 0.286508 0.309825 0.337443 0.374078 0.42136 0.480815 0.557169 0.656833 0.785804 0.934741 0.983316 0.421214 0.692366 0.999861 0.889898 0.743959 0.624057 0.532132 0.461446 
23.7148 0.265513 0.285584 0.308835 0.336376 0.372914 0.420077 0.4794 0.555616 0.655171 0.784175 0.933636 0.9839 0.422463 0.694 0.9998 0.888547 0.742291 0.62242 0.53062 0.460072 
23.7398 0.264651 0.284663 0.307847 0.335312 0.371752 0.418798 0.477988 0.554065 0.653509 0.782544 0.932523 0.984475 0.423716 0.695635 0.999729 0.887191 0.740623 0.620785 0.52911 0.458701 
23.7649 0.263792 0.283745 0.306862 0.334252 0.370594 0.417521 0.476578 0.552517 0.651849 0.780911 0.931403 0.985039 0.424971 0.69727 0.999647 0.885829 0.738954 0.619151 0.527604 0.457332 
23.7899 0.262935 0.282829 0.30588 0.333194 0.369439 0.416248 0.475172 0.550971 0.65019 0.779277 0.930275 0.985594 0.426229 0.698905 0.999554 0.884461 0.737284 0.61752 0.526099 0.455967 
23.8149 0.262081 0.281916 0.304901 0.332139 0.368287 0.414978 0.473769 0.549428 0.648533 0.77764 0.929139 0.986138 0.42749 0.70054 0.99945 0.883088 0.735614 0.61589 0.524598 0.454606 
23.8399 0.26123 0.281006 0.303925 0.331087 0.367138 0.413711 0.472369 0.547887 0.646876 0.776002 0.927996 0.986672 0.428754 0.702176 0.999335 0.881709 0.733943 0.614261 0.523099 0.453247 
23.8649 0.260381 0.280098 0.302951 0.330038 0.365992 0.412447 0.470971 0.546349 0.645221 0.774362 0.926846 0.987196 0.430021 0.703812 0.999209 0.880325 0.732271 0.612635 0.521602 0.451891 
23.8899 0.259534 0.279194 0.30198 0.328991 0.364849 0.411186 0.469577 0.544813 0.643567 0.772721 0.925688 0.98771 0.431291 0.705447 0.999072 0.878936 0.730599 0.61101 0.520109 0.450538 
23.9149 0.258691 0.278291 0.301013 0.327948 0.363709 0.409928 0.468186 0.54328 0.641914 0.771077 0.924523 0.988214 0.432564 0.707083 0.998924 0.877541 0.728927 0.609387 0.518618 0.449188 
23.94 0.257849 0.277392 0.300047 0.326908 0.362572 0.408673 0.466797 0.54175 0.640263 0.769433 0.923351 0.988707 0.43384 0.708719 0.998766 0.876141 0.727254 0.607765 0.51713 0.447841 
23.965 0.257011 0.276495 0.299085 0.325871 0.361438 0.407422 0.465412 0.540221 0.638612 0.767786 0.922171 0.989191 0.435119 0.710355 0.998597 0.874735 0.72558 0.606146 0.515645 0.446497 
23.99 0.256175 0.275601 0.298126 0.324836 0.360307 0.406173 0.46403 0.538696 0.636964 0.766138 0.920985 0.989664 0.4364 0.711991 0.998416 0.873325 0.723906 0.604528 0.514162 0.445157 
24.015 0.255341 0.27471 0.297169 0.323804 0.359179 0.404927 0.46265 0.537173 0.635316 0.764489 0.919791 0.990126 0.437685 0.713627 0.998226 0.871909 0.722232 0.602912 0.512682 0.443819 
24.04 0.25451 0.273821 0.296215 0.322776 0.358054 0.403685 0.461274 0.535652 0.63367 0.762838 0.91859 0.990579 0.438973 0.715263 0.998024 0.870489 0.720557 0.601298 0.511205 0.442484 
24.065 0.253682 0.272935 0.295264 0.32175 0.356932 0.402446 0.4599 0.534135 0.632026 0.761186 0.917382 0.991021 0.440263 0.716899 0.997811 0.869063 0.718883 0.599687 0.509731 0.441153 
24.0901 0.252856 0.272052 0.294316 0.320727 0.355813 0.401209 0.45853 0.53262 0.630383 0.759533 0.916167 0.991452 0.441556 0.718535 0.997588 0.867632 0.717208 0.598076 0.508259 0.439824 
24.1151 0.252032 0.271171 0.29337 0.319707 0.354698 0.399976 0.457163 0.531107 0.628741 0.757878 0.914946 0.991874 0.442853 0.72017 0.997353 0.866197 0.715532 0.596468 0.50679 0.438499 
24.1401 0.251211 0.270293 0.292427 0.31869 0.353585 0.398746 0.455798 0.529597 0.627101 0.756223 0.913717 0.992284 0.444152 0.721805 0.997108 0.864756 0.713857 0.594862 0.505324 0.437176 
24.1651 0.250393 0.269417 0.291487 0.317676 0.352475 0.397519 0.454437 0.52809 0.625463 0.754565 0.912482 0.992685 0.445454 0.72344 0.996853 0.863311 0.712181 0.593258 0.503861 0.435857 
24.1901 0.249577 0.268545 0.29055 0.316664 0.351368 0.396295 0.453079 0.526585 0.623826 0.752907 0.91124 0.993075 0.446759 0.725075 0.996586 0.861861 0.710506 0.591656 0.502401 0.434541 
24.2151 0.248764 0.267674 0.289615 0.315656 0.350264 0.395074 0.451723 0.525083 0.622191 0.751248 0.909991 0.993454 0.448068 0.726709 0.996309 0.860407 0.70883 0.590056 0.500944 0.433228 
24.2402 0.247953 0.266807 0.288684 0.31465 0.349163 0.393856 0.450371 0.523584 0.620557 0.749588 0.908736 0.993823 0.449379 0.728343 0.996021 0.858948 0.707155 0.588458 0.499489 0.431917 
24.2652 0.247144 0.265942 0.287754 0.313648 0.348066 0.392642 0.449022 0.522087 0.618925 0.747926 0.907474 0.994182 0.450692 0.729976 0.995722 0.857484 0.705479 0.586862 0.498037 0.43061 
24.2902 0.246339 0.26508 0.286828 0.312648 0.346971 0.39143 0.447676 0.520593 0.617295 0.746264 0.906206 0.99453 0.452009 0.731609 0.995412 0.856016 0.703804 0.585268 0.496588 0.429306 
24.3152 0.245535 0.26422 0.285905 0.311651 0.345879 0.390221 0.446333 0.519102 0.615666 0.744601 0.904931 0.994867 0.453329 0.733241 0.995092 0.854543 0.702128 0.583676 0.495142 0.428005 
24.3402 0.244734 0.263363 0.284984 0.310656 0.34479 0.389016 0.444993 0.517614 0.614039 0.742937 0.90365 0.995194 0.454652 0.734873 0.994761 0.853066 0.700453 0.582087 0.493699 0.426708 
24.3652 0.243936 0.262508 0.284066 0.309665 0.343704 0.387813 0.443656 0.516128 0.612414 0.741272 0.902362 0.99551 0.455977 0.736505 0.99442 0.851584 0.698778 0.580499 0.492258 0.425413 
24.3902 0.24314 0.261656 0.28315 0.308676 0.342621 0.386614 0.442322 0.514645 0.61079 0.739606 0.901068 0.995815 0.457306 0.738135 0.994068 0.850099 0.697103 0.578914 0.490821 0.424121 
24.4153 0.242346 0.260807 0.282237 0.307691 0.341541 0.385418 0.440991 0.513165 0.609168 0.73794 0.899768 0.99611 0.458637 0.739765 0.993705 0.848609 0.695428 0.577331 0.489386 0.422832 
24.4403 0.241555 0.25996 0.281327 0.306708 0.340464 0.384225 0.439663 0.511687 0.607548 0.736273 0.898462 0.996395 0.459971 0.741395 0.993332 0.847115 0.693754 0.57575 0.487955 0.421547 
24.4653 0.240766 0.259116 0.28042 0.305728 0.33939 0.383034 0.438338 0.510213 0.60593 0.734605 0.897149 0.996668 0.461308 0.743023 0.992948 0.845616 0.69208 0.574171 0.486526 0.420264 
24.4903 0.23998 0.258274 0.279515 0.304751 0.338319 0.381847 0.437016 0.508741 0.604314 0.732936 0.895831 0.996931 0.462648 0.744651 0.992553 0.844114 0.690407 0.572594 0.4851 0.418985 
24.5153 0.239196 0.257435 0.278613 0.303776 0.33725 0.380663 0.435698 0.507271 0.602699 0.731267 0.894506 0.997183 0.463991 0.746278 0.992148 0.842608 0.688733 0.57102 0.483677 0.417709 
24.5403 0.238415 0.256598 0.277714 0.302805 0.336185 0.379482 0.434382 0.505805 0.601087 0.729598 0.893176 0.997424 0.465337 0.747904 0.991733 0.841098 0.687061 0.569448 0.482257 0.416435 
24.5654 0.237635 0.255764 0.276818 0.301836 0.335123 0.378304 0.433069 0.504342 0.599476 0.727928 0.891839 0.997655 0.466686 0.749529 0.991306 0.839583 0.685388 0.567878 0.48084 0.415165 
24.5904 0.236859 0.254932 0.275924 0.30087 0.334063 0.377129 0.43176 0.502881 0.597868 0.726257 0.890497 0.997875 0.468037 0.751154 0.99087 0.838065 0.683716 0.566311 0.479425 0.413898 
24.6154 0.236085 0.254103 0.275032 0.299907 0.333007 0.375958 0.430453 0.501423 0.596261 0.724586 0.889149 0.998084 0.469392 0.752777 0.990423 0.836544 0.682045 0.564746 0.478014 0.412634 
24.6404 0.235313 0.253277 0.274144 0.298946 0.331953 0.374789 0.42915 0.499968 0.594656 0.722915 0.887795 0.998283 0.470749 0.754399 0.989965 0.835018 0.680374 0.563183 0.476606 0.411373 
24.6654 0.234543 0.252453 0.273258 0.297988 0.330903 0.373623 0.42785 0.498515 0.593053 0.721243 0.886435 0.99847 0.472109 0.756021 0.989497 0.833489 0.678704 0.561622 0.4752 0.410115 
24.6904 0.233776 0.251632 0.272374 0.297034 0.329855 0.37246 0.426552 0.497066 0.591452 0.719571 0.88507 0.998647 0.473472 0.757641 0.989019 0.831956 0.677035 0.560064 0.473798 0.408861 
24.7154 0.233012 0.250813 0.271494 0.296081 0.328811 0.371301 0.425258 0.495619 0.589853 0.717899 0.8837 0.998813 0.474838 0.75926 0.988531 0.830419 0.675366 0.558508 0.472398 0.407609 
24.7405 0.232249 0.249996 0.270616 0.295132 0.327769 0.370144 0.423967 0.494176 0.588257 0.716226 0.882323 0.998968 0.476207 0.760877 0.988032 0.828879 0.673697 0.556955 0.471002 0.40636 
24.7655 0.231489 0.249182 0.26974 0.294186 0.32673 0.368991 0.422679 0.492735 0.586662 0.714554 0.880942 0.999113 0.477579 0.762494 0.987522 0.827336 0.67203 0.555404 0.469608 0.405115 
24.7905 0.230732 0.248371 0.268868 0.293242 0.325694 0.36784 0.421394 0.491297 0.585069 0.712881 0.879554 0.999246 0.478953 0.764109 0.987003 0.825789 0.670363 0.553855 0.468218 0.403872 
24.8155 0.229977 0.247562 0.267997 0.292301 0.324661 0.366693 0.420112 0.489862 0.583479 0.711208 0.878162 0.999369 0.48033 0.765723 0.986473 0.824238 0.668697 0.552309 0.46683 0.402633 
24.8405 0.229224 0.246755 0.26713 0.291362 0.32363 0.365548 0.418834 0.488429 0.58189 0.709535 0.876764 0.99948 0.481711 0.767336 0.985933 0.822685 0.667032 0.550766 0.465445 0.401397 
24.8655 0.228473 0.245951 0.266265 0.290427 0.322603 0.364407 0.417558 0.487 0.580304 0.707862 0.875361 0.999581 0.483094 0.768947 0.985382 0.821128 0.665368 0.549224 0.464064 0.400163 
24.8906 0.227725 0.24515 0.265402 0.289494 0.321579 0.363268 0.416285 0.485574 0.57872 0.706189 0.873953 0.999671 0.484479 0.770556 0.984822 0.819568 0.663704 0.547686 0.462685 0.398933 
24.9156 0.226979 0.244351 0.264543 0.288564 0.320557 0.362133 0.415016 0.48415 0.577138 0.704515 0.87254 0.999751 0.485868 0.772165 0.984251 0.818005 0.662042 0.546149 0.461309 0.397706 
24.9406 0.226236 0.243554 0.263685 0.287636 0.319539 0.361001 0.413749 0.48273 0.575558 0.702843 0.871121 0.999819 0.487259 0.773771 0.98367 0.816438 0.66038 0.544616 0.459937 0.396482 
24.9656 0.225495 0.24276 0.262831 0.286712 0.318523 0.359871 0.412486 0.481312 0.573981 0.70117 0.869698 0.999876 0.488654 0.775376 0.98308 0.814869 0.65872 0.543084 0.458567 0.395261 
24.9906 0.224756 0.241968 0.261979 0.28579 0.31751 0.358745 0.411225 0.479897 0.572405 0.699497 0.868269 0.999923 0.490051 0.77698 0.982479 0.813296 0.65706 0.541555 0.4572 0.394043 
25.0156 0.224019 0.241179 0.261129 0.28487 0.3165 0.357622 0.409968 0.478485 0.570832 0.697824 0.866836 0.999959 0.49145 0.778582 0.981868 0.811721 0.655402 0.540029 0.455837 0.392829 
25.0407 0.223285 0.240392 0.260282 0.283954 0.315493 0.356501 0.408714 0.477076 0.569261 0.696152 0.865398 0.999983 0.492853 0.780182 0.981247 0.810142 0.653744 0.538506 0.454476 0.391617 
25.0657 0.222553 0.239607 0.259438 0.28304 0.314488 0.355384 0.407463 0.47567 0.567693 0.69448 0.863955 0.999997 0.494258 0.78178 0.980616 0.808561 0.652088 0.536984 0.453119 0.390408 
25.0907 0.221823 0.238825 0.258596 0.282129 0.313487 0.35427 0.406215 0.474267 0.566126 0.692808 0.862507 1 0.495667 0.783376 0.979975 0.806977 0.650432 0.535466 0.451764 0.389203 
25.1157 0.221096 0.238046 0.257757 0.28122 0.312488 0.353159 0.40497 0.472867 0.564562 0.691137 0.861054 0.999992 0.497078 0.784971 0.979324 0.805391 0.648778 0.53395 0.450412 0.388 
25.1407 0.22037 0.237268 0.25692 0.280315 0.311492 0.35205 0.403728 0.47147 0.563001 0.689466 0.859597 0.999973 0.498491 0.786564 0.978663 0.803801 0.647125 0.532437 0.449064 0.386801 
25.1657 0.219648 0.236494 0.256086 0.279412 0.310499 0.350945 0.402489 0.470076 0.561441 0.687795 0.858136 0.999943 0.499908 0.788154 0.977993 0.802209 0.645473 0.530926 0.447718 0.385604 
25.1907 0.218927 0.235721 0.255255 0.278511 0.309509 0.349843 0.401253 0.468685 0.559884 0.686125 0.856669 0.999903 0.501327 0.789743 0.977313 0.800614 0.643822 0.529418 0.446376 0.384411 
25.2158 0.218209 0.234951 0.254425 0.277613 0.308522 0.348743 0.400021 0.467296 0.55833 0.684455 0.855199 0.999851 0.502749 0.79133 0.976623 0.799017 0.642173 0.527912 0.445036 0.383221 
25.2408 0.217492 0.234183 0.253599 0.276718 0.307537 0.347647 0.398791 0.465911 0.556777 0.682785 0.853724 0.999789 0.504174 0.792914 0.975923 0.797417 0.640525 0.526409 0.4437 0.382034 
25.2658 0.216779 0.233418 0.252775 0.275826 0.306556 0.346554 0.397565 0.464529 0.555227 0.681117 0.852244 0.999715 0.505601 0.794497 0.975213 0.795815 0.638878 0.524909 0.442367 0.38085 
25.2908 0.216067 0.232655 0.251953 0.274936 0.305577 0.345463 0.396341 0.46315 0.55368 0.679448 0.85076 0.999631 0.507031 0.796077 0.974494 0.794211 0.637233 0.523412 0.441036 0.379668 
25.3158 0.215358 0.231895 0.251134 0.274049 0.304601 0.344376 0.395121 0.461773 0.552135 0.677781 0.849272 0.999536 0.508464 0.797655 0.973765 0.792604 0.635589 0.521917 0.439709 0.37849 
25.3408 0.21465 0.231136 0.250317 0.273164 0.303628 0.343291 0.393903 0.4604 0.550592 0.676114 0.84778 0.99943 0.5099 0.799231 0.973027 0.790994 0.633946 0.520425 0.438385 0.377315 
25.3659 0.213945 0.23038 0.249503 0.272282 0.302657 0.34221 0.392689 0.45903 0.549052 0.674447 0.846284 0.999313 0.511338 0.800804 0.972279 0.789383 0.632305 0.518935 0.437064 0.376144 
