T 18F 19F 20F 21F 23F 24F 25F 26F 27F 18000F 19000F 20000F 21000F 23000F 24000F 25000F 26000F 27000F 
0.40025 0.00588141 0.00843669 0.0122957 0.0173807 0.0226753 0.020072 0.0166304 0.0138045 0.0118019 0.00675414 0.00940909 0.0133732 0.0185686 0.0241002 0.0216235 0.0183139 0.0156254 0.0137655 
0.425266 0.00587319 0.0084313 0.0123011 0.0174103 0.0227252 0.0200926 0.0166274 0.0137896 0.0117818 0.00674991 0.00940814 0.0133835 0.0186036 0.0241566 0.0216512 0.0183186 0.0156188 0.0137544 
0.450281 0.00586496 0.00842588 0.0123064 0.0174399 0.0227753 0.0201132 0.0166244 0.0137746 0.0117617 0.00674568 0.00940719 0.0133937 0.0186386 0.0242133 0.0216789 0.0183233 0.0156122 0.0137434 
0.475297 0.00585672 0.00842043 0.0123117 0.0174695 0.0228256 0.0201337 0.0166213 0.0137596 0.0117417 0.00674148 0.00940623 0.013404 0.0186738 0.0242701 0.0217066 0.018328 0.0156056 0.0137324 
0.500313 0.00584848 0.00841496 0.0123169 0.0174993 0.022876 0.0201543 0.0166181 0.0137446 0.0117216 0.00673729 0.00940527 0.0134142 0.018709 0.0243272 0.0217344 0.0183326 0.015599 0.0137215 
0.525328 0.00584024 0.00840945 0.0123221 0.0175291 0.0229266 0.0201748 0.0166149 0.0137295 0.0117016 0.00673311 0.0094043 0.0134244 0.0187444 0.0243844 0.0217622 0.0183373 0.0155925 0.0137106 
0.550344 0.00583199 0.00840392 0.0123273 0.0175589 0.0229774 0.0201953 0.0166116 0.0137144 0.0116816 0.00672896 0.00940332 0.0134346 0.0187798 0.0244419 0.0217899 0.0183419 0.0155859 0.0136998 
0.57536 0.00582373 0.00839836 0.0123324 0.0175888 0.0230284 0.0202158 0.0166083 0.0136993 0.0116616 0.00672482 0.00940234 0.0134448 0.0188153 0.0244996 0.0218177 0.0183465 0.0155794 0.013689 
0.600375 0.00581547 0.00839276 0.0123374 0.0176187 0.0230795 0.0202363 0.0166049 0.0136842 0.0116416 0.00672069 0.00940135 0.013455 0.0188508 0.0245574 0.0218456 0.018351 0.0155728 0.0136783 
0.625391 0.00580721 0.00838714 0.0123425 0.0176487 0.0231308 0.0202567 0.0166014 0.013669 0.0116216 0.00671658 0.00940036 0.0134651 0.0188865 0.0246155 0.0218734 0.0183556 0.0155663 0.0136677 
0.650407 0.00579894 0.00838149 0.0123474 0.0176787 0.0231822 0.0202771 0.0165978 0.0136538 0.0116016 0.00671249 0.00939936 0.0134753 0.0189222 0.0246738 0.0219012 0.0183601 0.0155598 0.0136571 
0.675422 0.00579067 0.00837581 0.0123524 0.0177088 0.0232338 0.0202975 0.0165942 0.0136385 0.0115816 0.00670842 0.00939836 0.0134854 0.018958 0.0247323 0.021929 0.0183645 0.0155533 0.0136466 
0.700438 0.00578239 0.0083701 0.0123573 0.017739 0.0232856 0.0203178 0.0165905 0.0136233 0.0115617 0.00670436 0.00939735 0.0134955 0.0189939 0.0247909 0.0219569 0.018369 0.0155469 0.0136361 
0.725453 0.00577411 0.00836436 0.0123621 0.0177692 0.0233376 0.0203382 0.0165868 0.013608 0.0115417 0.00670032 0.00939634 0.0135056 0.0190298 0.0248498 0.0219847 0.0183734 0.0155404 0.0136257 
0.750469 0.00576582 0.00835858 0.012367 0.0177994 0.0233897 0.0203584 0.0165829 0.0135926 0.0115218 0.0066963 0.00939532 0.0135157 0.0190659 0.0249089 0.0220126 0.0183778 0.015534 0.0136154 
0.775485 0.00575753 0.00835278 0.0123717 0.0178297 0.023442 0.0203787 0.016579 0.0135773 0.0115019 0.00669229 0.00939429 0.0135257 0.019102 0.0249682 0.0220405 0.0183822 0.0155276 0.0136051 
0.8005 0.00574924 0.00834695 0.0123764 0.01786 0.0234944 0.0203989 0.0165751 0.0135619 0.0114819 0.00668831 0.00939326 0.0135358 0.0191382 0.0250277 0.0220684 0.0183865 0.0155212 0.0135948 
0.825516 0.00574094 0.00834109 0.0123811 0.0178903 0.023547 0.0204191 0.016571 0.0135465 0.011462 0.00668433 0.00939222 0.0135458 0.0191744 0.0250873 0.0220962 0.0183909 0.0155148 0.0135847 
0.850532 0.00573263 0.00833519 0.0123857 0.0179207 0.0235998 0.0204392 0.0165669 0.013531 0.0114421 0.00668038 0.00939118 0.0135558 0.0192107 0.0251472 0.0221241 0.0183952 0.0155084 0.0135746 
0.875547 0.00572432 0.00832927 0.0123903 0.0179512 0.0236528 0.0204593 0.0165627 0.0135155 0.0114222 0.00667645 0.00939013 0.0135658 0.0192471 0.0252073 0.022152 0.0183994 0.0155021 0.0135645 
0.900563 0.005716 0.00832332 0.0123948 0.0179817 0.0237059 0.0204794 0.0165585 0.0135 0.0114024 0.00667253 0.00938908 0.0135757 0.0192836 0.0252676 0.0221799 0.0184037 0.0154957 0.0135546 
0.925578 0.00570768 0.00831733 0.0123993 0.0180122 0.0237591 0.0204994 0.0165542 0.0134844 0.0113825 0.00666863 0.00938802 0.0135857 0.0193202 0.0253281 0.0222078 0.0184079 0.0154894 0.0135446 
0.950594 0.00569936 0.00831131 0.0124037 0.0180428 0.0238126 0.0205194 0.0165498 0.0134689 0.0113626 0.00666475 0.00938695 0.0135956 0.0193568 0.0253888 0.0222357 0.018412 0.0154831 0.0135348 
0.97561 0.00569103 0.00830527 0.0124081 0.0180734 0.0238662 0.0205394 0.0165453 0.0134533 0.0113428 0.00666089 0.00938588 0.0136055 0.0193935 0.0254497 0.0222636 0.0184162 0.0154768 0.013525 
1.00063 0.00568269 0.00829919 0.0124125 0.0181041 0.0239199 0.0205593 0.0165408 0.0134376 0.011323 0.00665704 0.00938481 0.0136154 0.0194303 0.0255108 0.0222915 0.0184203 0.0154705 0.0135153 
1.02564 0.00567435 0.00829308 0.0124167 0.0181347 0.0239738 0.0205791 0.0165362 0.013422 0.0113031 0.00665322 0.00938373 0.0136252 0.0194671 0.025572 0.0223193 0.0184244 0.0154643 0.0135056 
1.05066 0.00566601 0.00828694 0.012421 0.0181655 0.0240279 0.0205989 0.0165315 0.0134063 0.0112833 0.00664941 0.00938264 0.013635 0.019504 0.0256335 0.0223472 0.0184285 0.015458 0.013496 
1.07567 0.00565766 0.00828077 0.0124251 0.0181962 0.0240822 0.0206187 0.0165267 0.0133905 0.0112635 0.00664563 0.00938155 0.0136449 0.0195409 0.0256952 0.0223751 0.0184325 0.0154518 0.0134864 
1.10069 0.00564931 0.00827456 0.0124293 0.018227 0.0241366 0.0206384 0.0165219 0.0133748 0.0112437 0.00664186 0.00938046 0.0136546 0.019578 0.0257571 0.022403 0.0184365 0.0154456 0.013477 
1.1257 0.00564095 0.00826833 0.0124333 0.0182578 0.0241911 0.0206581 0.016517 0.013359 0.0112239 0.00663811 0.00937936 0.0136644 0.0196151 0.0258192 0.0224308 0.0184405 0.0154395 0.0134675 
1.15072 0.00563259 0.00826206 0.0124374 0.0182887 0.0242458 0.0206777 0.016512 0.0133431 0.0112042 0.00663438 0.00937826 0.0136741 0.0196523 0.0258815 0.0224587 0.0184444 0.0154333 0.0134582 
1.17573 0.00562422 0.00825576 0.0124413 0.0183196 0.0243007 0.0206973 0.0165069 0.0133273 0.0111844 0.00663067 0.00937715 0.0136839 0.0196895 0.025944 0.0224866 0.0184484 0.0154272 0.0134489 
1.20075 0.00561585 0.00824943 0.0124452 0.0183505 0.0243558 0.0207168 0.0165018 0.0133114 0.0111646 0.00662698 0.00937603 0.0136935 0.0197268 0.0260066 0.0225144 0.0184522 0.015421 0.0134397 
1.22577 0.00560747 0.00824307 0.0124491 0.0183815 0.024411 0.0207363 0.0164965 0.0132955 0.0111449 0.00662331 0.00937492 0.0137032 0.0197641 0.0260695 0.0225422 0.0184561 0.0154149 0.0134305 
1.25078 0.00559909 0.00823668 0.0124529 0.0184125 0.0244663 0.0207557 0.0164912 0.0132795 0.0111252 0.00661966 0.00937379 0.0137129 0.0198016 0.0261326 0.0225701 0.0184599 0.0154089 0.0134214 
1.2758 0.0055907 0.00823025 0.0124566 0.0184435 0.0245218 0.0207751 0.0164859 0.0132636 0.0111054 0.00661603 0.00937267 0.0137225 0.0198391 0.0261959 0.0225979 0.0184637 0.0154028 0.0134124 
1.30081 0.00558231 0.0082238 0.0124603 0.0184745 0.0245775 0.0207944 0.0164804 0.0132475 0.0110857 0.00661242 0.00937154 0.0137321 0.0198766 0.0262594 0.0226257 0.0184675 0.0153968 0.0134035 
1.32583 0.00557392 0.00821731 0.012464 0.0185056 0.0246333 0.0208136 0.0164749 0.0132315 0.011066 0.00660883 0.0093704 0.0137416 0.0199142 0.026323 0.0226535 0.0184713 0.0153908 0.0133946 
1.35084 0.00556552 0.00821079 0.0124675 0.0185367 0.0246893 0.0208328 0.0164693 0.0132154 0.0110463 0.00660526 0.00936927 0.0137512 0.0199519 0.0263869 0.0226812 0.018475 0.0153848 0.0133857 
1.37586 0.00555711 0.00820423 0.012471 0.0185678 0.0247454 0.0208519 0.0164636 0.0131993 0.0110266 0.00660171 0.00936813 0.0137607 0.0199896 0.026451 0.022709 0.0184787 0.0153788 0.013377 
1.40088 0.0055487 0.00819765 0.0124745 0.018599 0.0248017 0.020871 0.0164579 0.0131832 0.011007 0.00659819 0.00936698 0.0137702 0.0200274 0.0265152 0.0227368 0.0184823 0.0153729 0.0133683 
1.42589 0.00554029 0.00819103 0.0124779 0.0186301 0.0248582 0.02089 0.016452 0.013167 0.0109873 0.00659468 0.00936583 0.0137796 0.0200653 0.0265797 0.0227645 0.0184859 0.0153669 0.0133597 
1.45091 0.00553187 0.00818438 0.0124812 0.0186613 0.0249148 0.020909 0.0164461 0.0131508 0.0109677 0.0065912 0.00936468 0.013789 0.0201032 0.0266443 0.0227922 0.0184895 0.015361 0.0133511 
1.47592 0.00552345 0.0081777 0.0124845 0.0186925 0.0249715 0.0209278 0.0164401 0.0131346 0.010948 0.00658774 0.00936353 0.0137985 0.0201411 0.0267092 0.0228199 0.0184931 0.0153552 0.0133427 
1.50094 0.00551503 0.00817099 0.0124877 0.0187238 0.0250284 0.0209467 0.016434 0.0131184 0.0109284 0.0065843 0.00936237 0.0138078 0.0201792 0.0267742 0.0228476 0.0184966 0.0153493 0.0133342 
1.52595 0.0055066 0.00816425 0.0124909 0.018755 0.0250855 0.0209654 0.0164279 0.0131021 0.0109088 0.00658088 0.00936121 0.0138172 0.0202172 0.0268395 0.0228752 0.0185002 0.0153435 0.0133259 
1.55097 0.00549816 0.00815747 0.012494 0.0187863 0.0251427 0.0209841 0.0164216 0.0130858 0.0108892 0.00657748 0.00936005 0.0138265 0.0202554 0.0269049 0.0229029 0.0185036 0.0153377 0.0133176 
1.57598 0.00548973 0.00815066 0.012497 0.0188176 0.0252001 0.0210027 0.0164153 0.0130694 0.0108696 0.00657411 0.00935888 0.0138358 0.0202936 0.0269706 0.0229305 0.0185071 0.0153319 0.0133094 
1.601 0.00548128 0.00814382 0.0125 0.0188489 0.0252576 0.0210213 0.0164089 0.0130531 0.01085 0.00657076 0.00935771 0.0138451 0.0203318 0.0270364 0.0229581 0.0185105 0.0153262 0.0133013 
1.62602 0.00547284 0.00813695 0.0125029 0.0188802 0.0253152 0.0210397 0.0164024 0.0130367 0.0108304 0.00656743 0.00935654 0.0138543 0.0203701 0.0271024 0.0229857 0.0185139 0.0153205 0.0132932 
1.65103 0.00546439 0.00813004 0.0125058 0.0189116 0.0253731 0.0210582 0.0163959 0.0130202 0.0108108 0.00656413 0.00935537 0.0138635 0.0204085 0.0271686 0.0230132 0.0185173 0.0153148 0.0132852 
1.67605 0.00545593 0.00812311 0.0125086 0.0189429 0.025431 0.0210765 0.0163892 0.0130038 0.0107913 0.00656085 0.0093542 0.0138727 0.0204469 0.027235 0.0230408 0.0185206 0.0153091 0.0132773 
1.70106 0.00544747 0.00811614 0.0125113 0.0189743 0.0254891 0.0210948 0.0163825 0.0129873 0.0107717 0.00655759 0.00935303 0.0138818 0.0204853 0.0273017 0.0230683 0.0185239 0.0153034 0.0132695 
1.72608 0.00543901 0.00810914 0.012514 0.0190057 0.0255474 0.0211129 0.0163757 0.0129708 0.0107522 0.00655436 0.00935185 0.0138909 0.0205238 0.0273685 0.0230958 0.0185272 0.0152978 0.0132617 
1.75109 0.00543055 0.0081021 0.0125166 0.0190371 0.0256058 0.0211311 0.0163688 0.0129542 0.0107327 0.00655115 0.00935067 0.0139 0.0205624 0.0274355 0.0231232 0.0185305 0.0152923 0.013254 
1.77611 0.00542208 0.00809504 0.0125191 0.0190685 0.0256644 0.0211491 0.0163618 0.0129376 0.0107132 0.00654796 0.0093495 0.0139091 0.020601 0.0275026 0.0231507 0.0185337 0.0152867 0.0132464 
1.80113 0.0054136 0.00808794 0.0125216 0.0190999 0.0257231 0.0211671 0.0163548 0.012921 0.0106937 0.0065448 0.00934832 0.0139181 0.0206396 0.02757 0.0231781 0.0185369 0.0152812 0.0132389 
1.82614 0.00540513 0.00808081 0.012524 0.0191314 0.025782 0.021185 0.0163476 0.0129044 0.0106742 0.00654166 0.00934714 0.0139271 0.0206783 0.0276376 0.0232055 0.01854 0.0152757 0.0132314 
1.85116 0.00539665 0.00807365 0.0125263 0.0191628 0.025841 0.0212028 0.0163404 0.0128877 0.0106547 0.00653855 0.00934596 0.0139361 0.0207171 0.0277054 0.0232328 0.0185432 0.0152702 0.013224 
1.87617 0.00538816 0.00806646 0.0125286 0.0191943 0.0259001 0.0212205 0.0163331 0.012871 0.0106352 0.00653546 0.00934478 0.013945 0.0207559 0.0277733 0.0232601 0.0185463 0.0152648 0.0132167 
1.90119 0.00537967 0.00805924 0.0125308 0.0192257 0.0259594 0.0212381 0.0163258 0.0128543 0.0106158 0.0065324 0.0093436 0.0139539 0.0207947 0.0278415 0.0232874 0.0185494 0.0152594 0.0132094 
1.9262 0.00537118 0.00805198 0.0125329 0.0192572 0.0260188 0.0212557 0.0163183 0.0128376 0.0105963 0.00652936 0.00934242 0.0139628 0.0208336 0.0279098 0.0233147 0.0185524 0.015254 0.0132022 
1.95122 0.00536269 0.00804469 0.012535 0.0192886 0.0260784 0.0212732 0.0163107 0.0128208 0.0105769 0.00652635 0.00934124 0.0139716 0.0208725 0.0279784 0.0233419 0.0185555 0.0152487 0.0131952 
1.97624 0.00535419 0.00803737 0.012537 0.0193201 0.0261382 0.0212906 0.0163031 0.012804 0.0105575 0.00652337 0.00934007 0.0139805 0.0209115 0.0280471 0.0233691 0.0185585 0.0152434 0.0131881 
2.00125 0.00534569 0.00803002 0.012539 0.0193516 0.026198 0.0213079 0.0162954 0.0127871 0.0105381 0.00652041 0.00933889 0.0139892 0.0209505 0.028116 0.0233963 0.0185615 0.0152381 0.0131812 
2.02627 0.00533718 0.00802264 0.0125408 0.019383 0.026258 0.0213251 0.0162876 0.0127703 0.0105187 0.00651747 0.00933771 0.013998 0.0209895 0.0281851 0.0234234 0.0185644 0.0152329 0.0131743 
2.05128 0.00532868 0.00801522 0.0125426 0.0194145 0.0263182 0.0213423 0.0162797 0.0127534 0.0104993 0.00651457 0.00933654 0.0140067 0.0210286 0.0282544 0.0234505 0.0185673 0.0152277 0.0131676 
2.0763 0.00532017 0.00800778 0.0125444 0.019446 0.0263785 0.0213593 0.0162718 0.0127365 0.0104799 0.00651169 0.00933537 0.0140154 0.0210678 0.0283239 0.0234776 0.0185702 0.0152225 0.0131609 
2.10131 0.00531165 0.0080003 0.012546 0.0194775 0.0264389 0.0213763 0.0162637 0.0127195 0.0104606 0.00650884 0.0093342 0.014024 0.021107 0.0283936 0.0235046 0.0185731 0.0152174 0.0131543 
2.12633 0.00530314 0.00799279 0.0125476 0.0195089 0.0264995 0.0213932 0.0162556 0.0127026 0.0104412 0.00650601 0.00933303 0.0140327 0.0211462 0.0284635 0.0235316 0.018576 0.0152123 0.0131477 
2.15134 0.00529462 0.00798525 0.0125492 0.0195404 0.0265602 0.02141 0.0162474 0.0126856 0.0104219 0.00650322 0.00933187 0.0140413 0.0211854 0.0285335 0.0235586 0.0185788 0.0152072 0.0131413 
2.17636 0.00528609 0.00797768 0.0125506 0.0195719 0.0266211 0.0214267 0.0162391 0.0126685 0.0104026 0.00650045 0.00933071 0.0140498 0.0212247 0.0286038 0.0235855 0.0185816 0.0152022 0.0131349 
2.20138 0.00527757 0.00797008 0.012552 0.0196033 0.0266821 0.0214433 0.0162307 0.0126515 0.0103833 0.0064977 0.00932955 0.0140583 0.0212641 0.0286742 0.0236124 0.0185844 0.0151972 0.0131286 
2.22639 0.00526904 0.00796244 0.0125533 0.0196348 0.0267432 0.0214598 0.0162222 0.0126344 0.010364 0.00649499 0.00932839 0.0140668 0.0213035 0.0287448 0.0236392 0.0185871 0.0151922 0.0131224 
2.25141 0.00526051 0.00795478 0.0125546 0.0196663 0.0268045 0.0214762 0.0162137 0.0126173 0.0103447 0.00649231 0.00932724 0.0140753 0.0213429 0.0288157 0.0236661 0.0185899 0.0151873 0.0131162 
2.27642 0.00525198 0.00794708 0.0125557 0.0196977 0.0268659 0.0214925 0.0162051 0.0126002 0.0103254 0.00648965 0.00932609 0.0140837 0.0213823 0.0288867 0.0236928 0.0185926 0.0151825 0.0131102 
2.30144 0.00524344 0.00793935 0.0125568 0.0197291 0.0269274 0.0215087 0.0161964 0.012583 0.0103062 0.00648702 0.00932495 0.0140921 0.0214218 0.0289579 0.0237196 0.0185952 0.0151776 0.0131042 
2.32645 0.00523491 0.00793159 0.0125579 0.0197606 0.0269891 0.0215249 0.0161876 0.0125658 0.0102869 0.00648443 0.00932381 0.0141005 0.0214613 0.0290292 0.0237462 0.0185979 0.0151728 0.0130984 
2.35147 0.00522636 0.00792381 0.0125588 0.019792 0.0270509 0.0215409 0.0161787 0.0125486 0.0102677 0.00648186 0.00932267 0.0141088 0.0215008 0.0291008 0.0237729 0.0186005 0.0151681 0.0130926 
2.37649 0.00521782 0.00791599 0.0125597 0.0198234 0.0271129 0.0215568 0.0161697 0.0125314 0.0102485 0.00647932 0.00932154 0.0141171 0.0215404 0.0291726 0.0237995 0.0186032 0.0151634 0.0130868 
2.4015 0.00520928 0.00790814 0.0125605 0.0198548 0.027175 0.0215727 0.0161607 0.0125141 0.0102293 0.00647681 0.00932042 0.0141254 0.02158 0.0292445 0.0238261 0.0186058 0.0151587 0.0130812 
2.42652 0.00520073 0.00790025 0.0125613 0.0198862 0.0272372 0.0215884 0.0161515 0.0124968 0.0102101 0.00647434 0.0093193 0.0141336 0.0216197 0.0293166 0.0238526 0.0186083 0.0151541 0.0130757 
2.45153 0.00519218 0.00789234 0.0125619 0.0199175 0.0272995 0.021604 0.0161423 0.0124795 0.0101909 0.00647189 0.00931819 0.0141418 0.0216593 0.0293889 0.0238791 0.0186109 0.0151495 0.0130702 
2.47655 0.00518363 0.0078844 0.0125625 0.0199489 0.027362 0.0216196 0.016133 0.0124622 0.0101717 0.00646947 0.00931708 0.01415 0.021699 0.0294614 0.0239055 0.0186134 0.015145 0.0130649 
2.50156 0.00517508 0.00787643 0.0125631 0.0199802 0.0274246 0.021635 0.0161236 0.0124448 0.0101526 0.00646709 0.00931599 0.0141581 0.0217388 0.0295341 0.0239319 0.0186159 0.0151405 0.0130596 
2.52658 0.00516652 0.00786843 0.0125635 0.0200115 0.0274874 0.0216503 0.0161142 0.0124274 0.0101334 0.00646473 0.00931489 0.0141662 0.0217785 0.029607 0.0239582 0.0186184 0.015136 0.0130544 
2.55159 0.00515797 0.0078604 0.0125639 0.0200428 0.0275503 0.0216655 0.0161046 0.01241 0.0101143 0.00646241 0.00931381 0.0141743 0.0218183 0.02968 0.0239845 0.0186209 0.0151316 0.0130493 
2.57661 0.00514941 0.00785233 0.0125642 0.0200741 0.0276133 0.0216806 0.016095 0.0123926 0.0100952 0.00646012 0.00931273 0.0141823 0.0218581 0.0297533 0.0240108 0.0186234 0.0151273 0.0130443 
2.60163 0.00514085 0.00784424 0.0125644 0.0201054 0.0276764 0.0216956 0.0160852 0.0123751 0.0100761 0.00645787 0.00931166 0.0141904 0.021898 0.0298267 0.024037 0.0186258 0.015123 0.0130394 
2.62664 0.00513229 0.00783612 0.0125646 0.0201366 0.0277397 0.0217105 0.0160754 0.0123577 0.010057 0.00645564 0.0093106 0.0141983 0.0219379 0.0299003 0.0240632 0.0186282 0.0151187 0.0130346 
2.65166 0.00512372 0.00782797 0.0125646 0.0201678 0.027803 0.0217253 0.0160656 0.0123402 0.010038 0.00645345 0.00930955 0.0142063 0.0219777 0.0299741 0.0240893 0.0186306 0.0151145 0.0130298 
2.67667 0.00511516 0.00781979 0.0125646 0.020199 0.0278666 0.02174 0.0160556 0.0123226 0.0100189 0.00645129 0.0093085 0.0142142 0.0220177 0.0300481 0.0241154 0.018633 0.0151104 0.0130252 
2.70169 0.00510659 0.00781158 0.0125646 0.0202302 0.0279302 0.0217546 0.0160455 0.0123051 0.00999986 0.00644916 0.00930747 0.0142221 0.0220576 0.0301222 0.0241414 0.0186354 0.0151062 0.0130207 
2.7267 0.00509802 0.00780334 0.0125644 0.0202614 0.027994 0.021769 0.0160354 0.0122875 0.00998084 0.00644707 0.00930644 0.0142299 0.0220976 0.0301966 0.0241674 0.0186377 0.0151022 0.0130162 
2.75172 0.00508946 0.00779507 0.0125642 0.0202925 0.0280579 0.0217834 0.0160252 0.0122699 0.00996183 0.00644501 0.00930543 0.0142377 0.0221376 0.0302711 0.0241933 0.0186401 0.0150982 0.0130118 
2.77674 0.00508089 0.00778677 0.0125639 0.0203236 0.0281219 0.0217976 0.0160149 0.0122523 0.00994283 0.00644299 0.00930442 0.0142455 0.0221776 0.0303458 0.0242191 0.0186424 0.0150942 0.0130076 
2.80175 0.00507232 0.00777844 0.0125635 0.0203547 0.028186 0.0218117 0.0160045 0.0122347 0.00992385 0.006441 0.00930343 0.0142532 0.0222176 0.0304207 0.024245 0.0186447 0.0150903 0.0130034 
2.82677 0.00506374 0.00777009 0.012563 0.0203857 0.0282503 0.0218258 0.015994 0.012217 0.00990488 0.00643905 0.00930244 0.0142609 0.0222576 0.0304958 0.0242707 0.018647 0.0150864 0.0129993 
2.85178 0.00505517 0.0077617 0.0125625 0.0204167 0.0283147 0.0218396 0.0159835 0.0121993 0.00988593 0.00643713 0.00930147 0.0142686 0.0222977 0.030571 0.0242965 0.0186493 0.0150826 0.0129953 
2.8768 0.0050466 0.00775329 0.0125619 0.0204477 0.0283792 0.0218534 0.0159728 0.0121816 0.00986699 0.00643524 0.00930051 0.0142763 0.0223378 0.0306464 0.0243221 0.0186515 0.0150789 0.0129914 
2.90181 0.00503803 0.00774485 0.0125612 0.0204786 0.0284438 0.0218671 0.0159621 0.0121639 0.00984807 0.0064334 0.00929956 0.0142839 0.0223779 0.0307221 0.0243477 0.0186538 0.0150752 0.0129877 
2.92683 0.00502945 0.00773638 0.0125605 0.0205096 0.0285086 0.0218806 0.0159513 0.0121461 0.00982916 0.00643158 0.00929863 0.0142915 0.022418 0.0307978 0.0243733 0.018656 0.0150716 0.012984 
2.95184 0.00502088 0.00772788 0.0125596 0.0205404 0.0285734 0.0218941 0.0159404 0.0121284 0.00981027 0.00642981 0.00929771 0.014299 0.0224582 0.0308738 0.0243988 0.0186583 0.015068 0.0129804 
2.97686 0.0050123 0.00771935 0.0125587 0.0205713 0.0286384 0.0219074 0.0159294 0.0121106 0.00979139 0.00642807 0.0092968 0.0143066 0.0224983 0.03095 0.0244243 0.0186605 0.0150645 0.0129769 
3.00188 0.00500372 0.00771079 0.0125577 0.0206021 0.0287035 0.0219205 0.0159184 0.0120928 0.00977253 0.00642637 0.0092959 0.0143141 0.0225385 0.0310263 0.0244497 0.0186627 0.015061 0.0129735 
3.02689 0.00499515 0.00770221 0.0125566 0.0206329 0.0287687 0.0219336 0.0159073 0.0120749 0.00975369 0.0064247 0.00929502 0.0143215 0.0225787 0.0311028 0.024475 0.0186649 0.0150576 0.0129702 
3.05191 0.00498657 0.0076936 0.0125555 0.0206636 0.0288341 0.0219466 0.015896 0.0120571 0.00973486 0.00642308 0.00929415 0.014329 0.0226189 0.0311795 0.0245003 0.0186671 0.0150542 0.012967 
