T 18F 19F 20F 21F 23F 24F 25F 26F 27F 18000F 19000F 20000F 21000F 23000F 24000F 25000F 26000F 27000F 
11.6573 0.00239173 0.00411795 0.00845133 0.0233052 0.04897 0.0178737 0.00926817 0.00603017 0.00450822 0.00242676 0.00415697 0.00849457 0.0233529 0.0490271 0.017936 0.00933573 0.00610325 0.00458703 
11.6823 0.00238435 0.00410586 0.00842957 0.0232725 0.0489732 0.0178342 0.00924214 0.0060119 0.00449409 0.00241896 0.00414442 0.0084723 0.0233196 0.0490297 0.0178957 0.0093089 0.00608411 0.00457196 
11.7073 0.00237698 0.0040938 0.00840784 0.0232397 0.0489759 0.0177947 0.00921615 0.00599367 0.00447999 0.00241118 0.0041319 0.00845006 0.0232862 0.0490318 0.0178555 0.00928213 0.00606503 0.00455694 
11.7323 0.00236964 0.00408176 0.00838613 0.0232067 0.0489782 0.0177552 0.00919022 0.00597549 0.00446594 0.00240343 0.00411942 0.00842786 0.0232527 0.0490333 0.0178153 0.00925541 0.00604601 0.00454198 
11.7573 0.00236232 0.00406976 0.00836445 0.0231736 0.0489799 0.0177157 0.00916434 0.00595736 0.00445193 0.00239571 0.00410697 0.00840568 0.023219 0.0490344 0.0177751 0.00922876 0.00602704 0.00452707 
11.7824 0.00235501 0.00405778 0.00834279 0.0231403 0.0489811 0.0176762 0.0091385 0.00593928 0.00443796 0.00238801 0.00409455 0.00838353 0.0231852 0.049035 0.0177349 0.00920216 0.00600813 0.00451221 
11.8074 0.00234773 0.00404584 0.00832116 0.0231069 0.0489819 0.0176367 0.00911272 0.00592125 0.00442403 0.00238034 0.00408217 0.00836142 0.0231512 0.0490351 0.0176946 0.00917562 0.00598928 0.0044974 
11.8324 0.00234047 0.00403391 0.00829955 0.0230733 0.0489821 0.0175971 0.00908699 0.00590326 0.00441014 0.00237269 0.00406982 0.00833933 0.0231172 0.0490347 0.0176544 0.00914914 0.00597049 0.00448264 
11.8574 0.00233323 0.00402202 0.00827797 0.0230396 0.0489819 0.0175576 0.0090613 0.00588532 0.00439629 0.00236507 0.0040575 0.00831728 0.0230829 0.0490339 0.0176142 0.00912272 0.00595175 0.00446794 
11.8824 0.00232601 0.00401016 0.00825641 0.0230058 0.0489811 0.017518 0.00903567 0.00586742 0.00438249 0.00235747 0.00404522 0.00829526 0.0230486 0.0490325 0.017574 0.00909636 0.00593307 0.00445328 
11.9074 0.0023188 0.00399832 0.00823488 0.0229718 0.0489799 0.0174785 0.00901009 0.00584958 0.00436872 0.0023499 0.00403296 0.00827327 0.0230141 0.0490306 0.0175338 0.00907006 0.00591445 0.00443868 
11.9325 0.00231162 0.00398651 0.00821338 0.0229377 0.0489781 0.0174389 0.00898456 0.00583178 0.004355 0.00234235 0.00402074 0.00825131 0.0229795 0.0490283 0.0174936 0.00904382 0.00589588 0.00442412 
11.9575 0.00230446 0.00397473 0.0081919 0.0229034 0.0489758 0.0173994 0.00895907 0.00581403 0.00434131 0.00233482 0.00400856 0.00822938 0.0229447 0.0490254 0.0174534 0.00901764 0.00587737 0.00440962 
11.9825 0.00229732 0.00396298 0.00817045 0.022869 0.0489731 0.0173598 0.00893364 0.00579632 0.00432767 0.00232732 0.00399641 0.00820749 0.0229099 0.0490221 0.0174132 0.00899151 0.00585892 0.00439517 
12.0075 0.0022902 0.00395126 0.00814903 0.0228345 0.0489698 0.0173203 0.00890826 0.00577867 0.00431407 0.00231985 0.00398429 0.00818563 0.0228749 0.0490182 0.017373 0.00896545 0.00584052 0.00438077 
12.0325 0.0022831 0.00393956 0.00812763 0.0227999 0.0489661 0.0172807 0.00888294 0.00576106 0.0043005 0.0023124 0.0039722 0.0081638 0.0228397 0.0490139 0.0173328 0.00893944 0.00582218 0.00436641 
12.0575 0.00227602 0.00392789 0.00810626 0.0227651 0.0489618 0.0172412 0.00885766 0.00574349 0.00428698 0.00230497 0.00396014 0.008142 0.0228045 0.0490091 0.0172926 0.0089135 0.00580389 0.00435211 
12.0826 0.00226896 0.00391625 0.00808492 0.0227302 0.048957 0.0172016 0.00883243 0.00572598 0.0042735 0.00229757 0.00394812 0.00812023 0.0227691 0.0490037 0.0172525 0.00888761 0.00578566 0.00433786 
12.1076 0.00226192 0.00390464 0.00806361 0.0226951 0.0489518 0.0171621 0.00880726 0.00570851 0.00426006 0.00229019 0.00393613 0.0080985 0.0227336 0.0489979 0.0172123 0.00886178 0.00576748 0.00432365 
12.1326 0.0022549 0.00389305 0.00804232 0.02266 0.048946 0.0171225 0.00878213 0.00569109 0.00424665 0.00228284 0.00392417 0.0080768 0.022698 0.0489916 0.0171722 0.00883601 0.00574936 0.0043095 
12.1576 0.0022479 0.0038815 0.00802106 0.0226247 0.0489397 0.017083 0.00875706 0.00567371 0.00423329 0.0022755 0.00391225 0.00805514 0.0226622 0.0489848 0.017132 0.0088103 0.00573129 0.00429539 
12.1826 0.00224092 0.00386997 0.00799984 0.0225893 0.048933 0.0170434 0.00873204 0.00565638 0.00421997 0.0022682 0.00390035 0.00803351 0.0226264 0.0489775 0.0170919 0.00878465 0.00571328 0.00428133 
12.2076 0.00223396 0.00385847 0.00797864 0.0225537 0.0489257 0.0170039 0.00870707 0.0056391 0.00420668 0.00226091 0.00388849 0.00801191 0.0225904 0.0489697 0.0170518 0.00875906 0.00569533 0.00426732 
12.2326 0.00222702 0.00384699 0.00795747 0.0225181 0.048918 0.0169644 0.00868215 0.00562186 0.00419344 0.00225366 0.00387667 0.00799034 0.0225543 0.0489614 0.0170117 0.00873352 0.00567742 0.00425336 
12.2577 0.0022201 0.00383555 0.00793632 0.0224823 0.0489097 0.0169248 0.00865729 0.00560467 0.00418024 0.00224642 0.00386487 0.00796881 0.0225181 0.0489527 0.0169716 0.00870805 0.00565958 0.00423945 
12.2827 0.0022132 0.00382413 0.00791521 0.0224464 0.0489009 0.0168853 0.00863247 0.00558753 0.00416707 0.00223921 0.0038531 0.00794732 0.0224818 0.0489434 0.0169315 0.00868263 0.00564178 0.00422558 
12.3077 0.00220632 0.00381274 0.00789413 0.0224104 0.0488917 0.0168458 0.00860771 0.00557043 0.00415394 0.00223202 0.00384137 0.00792585 0.0224453 0.0489336 0.0168915 0.00865728 0.00562404 0.00421176 
12.3327 0.00219946 0.00380138 0.00787307 0.0223742 0.0488819 0.0168063 0.008583 0.00555338 0.00414086 0.00222485 0.00382967 0.00790442 0.0224088 0.0489234 0.0168515 0.00863198 0.00560636 0.00419799 
12.3577 0.00219262 0.00379005 0.00785205 0.022338 0.0488717 0.0167668 0.00855834 0.00553637 0.00412781 0.00221771 0.003818 0.00788303 0.0223721 0.0489126 0.0168114 0.00860674 0.00558872 0.00418427 
12.3827 0.0021858 0.00377874 0.00783106 0.0223016 0.0488609 0.0167273 0.00853373 0.00551941 0.0041148 0.00221059 0.00380637 0.00786167 0.0223354 0.0489014 0.0167714 0.00858156 0.00557115 0.00417059 
12.4078 0.00217899 0.00376746 0.0078101 0.0222651 0.0488497 0.0166879 0.00850918 0.0055025 0.00410183 0.00220349 0.00379476 0.00784034 0.0222985 0.0488897 0.0167314 0.00855644 0.00555362 0.00415696 
12.4328 0.00217221 0.00375621 0.00778916 0.0222285 0.0488379 0.0166484 0.00848467 0.00548563 0.0040889 0.00219642 0.00378319 0.00781905 0.0222615 0.0488774 0.0166915 0.00853138 0.00553615 0.00414337 
12.4578 0.00216545 0.00374499 0.00776826 0.0221918 0.0488257 0.016609 0.00846022 0.00546881 0.00407601 0.00218937 0.00377165 0.0077978 0.0222244 0.0488647 0.0166515 0.00850637 0.00551873 0.00412984 
12.4828 0.0021587 0.00373379 0.00774739 0.022155 0.0488129 0.0165696 0.00843583 0.00545204 0.00406315 0.00218234 0.00376014 0.00777658 0.0221872 0.0488515 0.0166116 0.00848143 0.00550136 0.00411634 
12.5078 0.00215198 0.00372263 0.00772655 0.0221181 0.0487997 0.0165302 0.00841148 0.00543531 0.00405034 0.00217534 0.00374866 0.00775539 0.0221499 0.0488378 0.0165717 0.00845654 0.00548405 0.0041029 
12.5328 0.00214527 0.00371149 0.00770574 0.0220811 0.048786 0.0164908 0.00838719 0.00541862 0.00403756 0.00216835 0.00373721 0.00773424 0.0221125 0.0488237 0.0165318 0.00843172 0.00546679 0.0040895 
12.5578 0.00213858 0.00370038 0.00768497 0.022044 0.0487717 0.0164514 0.00836294 0.00540198 0.00402482 0.00216139 0.00372579 0.00771313 0.022075 0.048809 0.0164919 0.00840695 0.00544958 0.00407614 
12.5829 0.00213192 0.00368929 0.00766422 0.0220067 0.048757 0.016412 0.00833876 0.00538539 0.00401212 0.00215446 0.00371441 0.00769205 0.0220374 0.0487938 0.0164521 0.00838224 0.00543242 0.00406284 
12.6079 0.00212527 0.00367824 0.00764351 0.0219694 0.0487418 0.0163727 0.00831462 0.00536884 0.00399946 0.00214754 0.00370305 0.007671 0.0219997 0.0487782 0.0164123 0.00835759 0.00541532 0.00404957 
12.6329 0.00211864 0.00366721 0.00762282 0.021932 0.0487261 0.0163333 0.00829054 0.00535234 0.00398683 0.00214065 0.00369173 0.00765 0.0219619 0.048762 0.0163725 0.00833299 0.00539826 0.00403635 
12.6579 0.00211203 0.00365621 0.00760217 0.0218944 0.0487099 0.016294 0.0082665 0.00533588 0.00397425 0.00213378 0.00368044 0.00762903 0.021924 0.0487454 0.0163327 0.00830846 0.00538126 0.00402318 
12.6829 0.00210544 0.00364524 0.00758156 0.0218568 0.0486932 0.0162547 0.00824253 0.00531947 0.0039617 0.00212693 0.00366918 0.00760809 0.021886 0.0487283 0.0162929 0.00828398 0.00536431 0.00401005 
12.7079 0.00209887 0.00363429 0.00756097 0.0218191 0.0486761 0.0162154 0.0082186 0.00530311 0.00394918 0.0021201 0.00365795 0.00758719 0.021848 0.0487107 0.0162532 0.00825957 0.00534742 0.00399697 
12.733 0.00209231 0.00362337 0.00754042 0.0217812 0.0486584 0.0161762 0.00819473 0.00528678 0.00393671 0.0021133 0.00364675 0.00756633 0.0218098 0.0486927 0.0162135 0.00823521 0.00533057 0.00398393 
12.758 0.00208578 0.00361248 0.0075199 0.0217433 0.0486402 0.016137 0.00817091 0.00527051 0.00392427 0.00210652 0.00363559 0.0075455 0.0217715 0.0486741 0.0161738 0.00821091 0.00531377 0.00397093 
12.783 0.00207927 0.00360162 0.00749941 0.0217053 0.0486216 0.0160977 0.00814714 0.00525427 0.00391187 0.00209976 0.00362445 0.00752471 0.0217332 0.0486551 0.0161342 0.00818667 0.00529703 0.00395798 
12.808 0.00207277 0.00359078 0.00747896 0.0216672 0.0486025 0.0160586 0.00812342 0.00523809 0.00389951 0.00209302 0.00361335 0.00750396 0.0216947 0.0486355 0.0160946 0.00816248 0.00528034 0.00394507 
12.833 0.00206629 0.00357998 0.00745854 0.021629 0.0485829 0.0160194 0.00809976 0.00522195 0.00388719 0.0020863 0.00360227 0.00748324 0.0216562 0.0486155 0.016055 0.00813836 0.00526369 0.00393221 
12.858 0.00205983 0.0035692 0.00743815 0.0215907 0.0485628 0.0159802 0.00807615 0.00520585 0.0038749 0.00207961 0.00359123 0.00746256 0.0216176 0.048595 0.0160154 0.00811429 0.0052471 0.00391939 
12.8831 0.00205339 0.00355844 0.0074178 0.0215523 0.0485422 0.0159411 0.00805259 0.00518979 0.00386265 0.00207293 0.00358021 0.00744192 0.0215789 0.0485741 0.0159759 0.00809028 0.00523056 0.00390661 
12.9081 0.00204697 0.00354772 0.00739748 0.0215138 0.0485211 0.015902 0.00802909 0.00517379 0.00385044 0.00206628 0.00356923 0.00742131 0.0215401 0.0485526 0.0159364 0.00806633 0.00521407 0.00389388 
12.9331 0.00204057 0.00353702 0.00737719 0.0214753 0.0484995 0.015863 0.00800564 0.00515782 0.00383826 0.00205965 0.00355828 0.00740074 0.0215012 0.0485307 0.0158969 0.00804244 0.00519763 0.00388118 
12.9581 0.00203419 0.00352635 0.00735694 0.0214366 0.0484775 0.0158239 0.00798224 0.0051419 0.00382612 0.00205304 0.00354735 0.00738021 0.0214623 0.0485083 0.0158574 0.00801861 0.00518124 0.00386854 
12.9831 0.00202782 0.00351571 0.00733672 0.0213979 0.048455 0.0157849 0.0079589 0.00512603 0.00381401 0.00204645 0.00353646 0.00735972 0.0214232 0.0484854 0.015818 0.00799483 0.00516489 0.00385593 
13.0081 0.00202148 0.00350509 0.00731654 0.0213591 0.048432 0.0157459 0.00793561 0.00511019 0.00380195 0.00203988 0.0035256 0.00733926 0.0213841 0.0484621 0.0157786 0.00797112 0.0051486 0.00384337 
13.0331 0.00201515 0.0034945 0.00729639 0.0213202 0.0484085 0.015707 0.00791237 0.00509441 0.00378992 0.00203334 0.00351477 0.00731884 0.0213449 0.0484382 0.0157393 0.00794746 0.00513236 0.00383085 
13.0582 0.00200884 0.00348394 0.00727627 0.0212812 0.0483846 0.015668 0.00788918 0.00507866 0.00377792 0.00202681 0.00350397 0.00729846 0.0213057 0.0484139 0.0157 0.00792385 0.00511617 0.00381837 
13.0832 0.00200255 0.0034734 0.00725619 0.0212422 0.0483602 0.0156291 0.00786605 0.00506296 0.00376596 0.00202031 0.0034932 0.00727812 0.0212663 0.0483892 0.0156607 0.00790031 0.00510002 0.00380593 
13.1082 0.00199627 0.0034629 0.00723614 0.021203 0.0483353 0.0155903 0.00784297 0.00504731 0.00375404 0.00201383 0.00348245 0.00725781 0.0212269 0.0483639 0.0156215 0.00787683 0.00508393 0.00379353 
13.1332 0.00199002 0.00345242 0.00721613 0.0211638 0.0483099 0.0155514 0.00781994 0.0050317 0.00374216 0.00200736 0.00347174 0.00723755 0.0211874 0.0483382 0.0155822 0.0078534 0.00506788 0.00378118 
13.1582 0.00198378 0.00344197 0.00719616 0.0211245 0.048284 0.0155126 0.00779697 0.00501613 0.00373031 0.00200092 0.00346106 0.00721732 0.0211479 0.048312 0.0155431 0.00783003 0.00505189 0.00376887 
13.1832 0.00197757 0.00343154 0.00717622 0.0210852 0.0482577 0.0154738 0.00777405 0.0050006 0.00371849 0.0019945 0.00345041 0.00719712 0.0211082 0.0482854 0.0155039 0.00780672 0.00503594 0.0037566 
13.2083 0.00197137 0.00342114 0.00715631 0.0210458 0.0482309 0.0154351 0.00775118 0.00498512 0.00370671 0.0019881 0.00343979 0.00717697 0.0210685 0.0482583 0.0154648 0.00778346 0.00502004 0.00374437 
13.2333 0.00196518 0.00341077 0.00713644 0.0210063 0.0482037 0.0153964 0.00772837 0.00496969 0.00369497 0.00198172 0.0034292 0.00715686 0.0210288 0.0482307 0.0154258 0.00776027 0.00500419 0.00373218 
13.2583 0.00195902 0.00340043 0.00711661 0.0209667 0.048176 0.0153577 0.00770561 0.00495429 0.00368326 0.00197536 0.00341863 0.00713678 0.0209889 0.0482026 0.0153867 0.00773713 0.00498839 0.00372003 
13.2833 0.00195287 0.00339011 0.00709681 0.020927 0.0481478 0.015319 0.0076829 0.00493894 0.00367159 0.00196902 0.0034081 0.00711674 0.020949 0.0481741 0.0153477 0.00771405 0.00497263 0.00370792 
13.3083 0.00194675 0.00337982 0.00707704 0.0208873 0.0481191 0.0152804 0.00766024 0.00492363 0.00365996 0.0019627 0.0033976 0.00709674 0.0209091 0.0481452 0.0153088 0.00769102 0.00495692 0.00369586 
13.3333 0.00194064 0.00336955 0.00705731 0.0208476 0.04809 0.0152418 0.00763764 0.00490837 0.00364835 0.00195641 0.00338712 0.00707678 0.020869 0.0481157 0.0152699 0.00766806 0.00494127 0.00368383 
13.3583 0.00193455 0.00335932 0.00703762 0.0208077 0.0480604 0.0152033 0.00761509 0.00489315 0.00363679 0.00195013 0.00337668 0.00705686 0.0208289 0.0480858 0.015231 0.00764515 0.00492566 0.00367185 
13.3834 0.00192847 0.00334911 0.00701797 0.0207678 0.0480303 0.0151648 0.0075926 0.00487797 0.00362526 0.00194387 0.00336626 0.00703697 0.0207888 0.0480555 0.0151921 0.0076223 0.00491009 0.0036599 
13.4084 0.00192242 0.00333893 0.00699835 0.0207278 0.0479998 0.0151263 0.00757016 0.00486283 0.00361376 0.00193763 0.00335588 0.00701713 0.0207486 0.0480247 0.0151533 0.0075995 0.00489458 0.00364799 
13.4334 0.00191638 0.00332877 0.00697876 0.0206878 0.0479689 0.0150879 0.00754777 0.00484774 0.0036023 0.00193141 0.00334552 0.00699732 0.0207083 0.0479934 0.0151146 0.00757677 0.00487911 0.00363613 
13.4584 0.00191036 0.00331864 0.00695922 0.0206477 0.0479374 0.0150495 0.00752543 0.00483269 0.00359088 0.00192521 0.00333519 0.00697756 0.0206679 0.0479617 0.0150759 0.00755409 0.00486369 0.0036243 
13.4834 0.00190436 0.00330854 0.00693971 0.0206076 0.0479056 0.0150111 0.00750315 0.00481768 0.00357948 0.00191904 0.00332489 0.00695783 0.0206275 0.0479295 0.0150372 0.00753147 0.00484831 0.00361251 
13.5084 0.00189837 0.00329846 0.00692023 0.0205674 0.0478732 0.0149728 0.00748092 0.00480272 0.00356813 0.00191288 0.00331463 0.00693814 0.0205871 0.0478969 0.0149986 0.0075089 0.00483298 0.00360077 
13.5335 0.0018924 0.00328841 0.00690079 0.0205271 0.0478405 0.0149345 0.00745874 0.0047878 0.00355681 0.00190674 0.00330438 0.00691849 0.0205466 0.0478639 0.01496 0.00748639 0.0048177 0.00358906 
13.5585 0.00188645 0.00327839 0.00688139 0.0204868 0.0478072 0.0148962 0.00743662 0.00477292 0.00354552 0.00190062 0.00329417 0.00689888 0.020506 0.0478303 0.0149214 0.00746394 0.00480247 0.00357739 
13.5835 0.00188052 0.0032684 0.00686203 0.0204464 0.0477735 0.014858 0.00741455 0.00475808 0.00353426 0.00189452 0.00328399 0.00687931 0.0204654 0.0477964 0.0148829 0.00744155 0.00478728 0.00356576 
13.6085 0.00187461 0.00325843 0.0068427 0.0204059 0.0477394 0.0148199 0.00739253 0.00474328 0.00352305 0.00188844 0.00327384 0.00685978 0.0204248 0.047762 0.0148445 0.00741921 0.00477214 0.00355417 
13.6335 0.00186871 0.00324848 0.00682341 0.0203654 0.0477048 0.0147818 0.00737057 0.00472853 0.00351186 0.00188238 0.00326371 0.00684029 0.020384 0.0477271 0.014806 0.00739693 0.00475704 0.00354261 
13.6585 0.00186283 0.00323857 0.00680416 0.0203249 0.0476698 0.0147437 0.00734866 0.00471382 0.00350071 0.00187634 0.00325362 0.00682083 0.0203433 0.0476918 0.0147677 0.00737471 0.004742 0.0035311 
13.6836 0.00185697 0.00322868 0.00678495 0.0202843 0.0476343 0.0147056 0.0073268 0.00469915 0.00348959 0.00187032 0.00324355 0.00680142 0.0203025 0.0476561 0.0147294 0.00735254 0.00472699 0.00351962 
13.7086 0.00185113 0.00321882 0.00676577 0.0202437 0.0475984 0.0146676 0.00730499 0.00468452 0.00347851 0.00186431 0.00323351 0.00678205 0.0202616 0.0476199 0.0146911 0.00733043 0.00471204 0.00350818 
13.7336 0.0018453 0.00320898 0.00674663 0.020203 0.0475621 0.0146297 0.00728324 0.00466994 0.00346746 0.00185833 0.0032235 0.00676271 0.0202207 0.0475833 0.0146528 0.00730838 0.00469712 0.00349678 
13.7586 0.00183949 0.00319917 0.00672752 0.0201622 0.0475253 0.0145918 0.00726154 0.00465539 0.00345645 0.00185236 0.00321352 0.00674342 0.0201798 0.0475463 0.0146146 0.00728638 0.00468226 0.00348542 
13.7836 0.0018337 0.00318938 0.00670846 0.0201215 0.047488 0.0145539 0.00723989 0.00464089 0.00344547 0.00184642 0.00320356 0.00672417 0.0201388 0.0475088 0.0145765 0.00726444 0.00466744 0.0034741 
13.8086 0.00182792 0.00317963 0.00668943 0.0200806 0.0474504 0.0145161 0.0072183 0.00462643 0.00343452 0.00184049 0.00319364 0.00670495 0.0200977 0.0474709 0.0145384 0.00724256 0.00465266 0.00346281 
13.8336 0.00182216 0.0031699 0.00667044 0.0200397 0.0474123 0.0144783 0.00719676 0.00461201 0.0034236 0.00183459 0.00318374 0.00668578 0.0200567 0.0474326 0.0145004 0.00722073 0.00463793 0.00345156 
13.8587 0.00181642 0.00316019 0.00665148 0.0199988 0.0473738 0.0144405 0.00717527 0.00459763 0.00341272 0.0018287 0.00317387 0.00666664 0.0200155 0.0473938 0.0144624 0.00719896 0.00462325 0.00344035 
13.8837 0.0018107 0.00315051 0.00663257 0.0199579 0.0473348 0.0144028 0.00715384 0.00458329 0.00340187 0.00182283 0.00316403 0.00664755 0.0199744 0.0473546 0.0144244 0.00717724 0.00460861 0.00342917 
13.9087 0.00180499 0.00314086 0.00661369 0.0199169 0.0472954 0.0143652 0.00713246 0.004569 0.00339106 0.00181698 0.00315422 0.00662849 0.0199332 0.047315 0.0143865 0.00715558 0.00459401 0.00341803 
13.9337 0.0017993 0.00313123 0.00659485 0.0198758 0.0472556 0.0143276 0.00711113 0.00455474 0.00338028 0.00181114 0.00314443 0.00660948 0.019892 0.047275 0.0143487 0.00713398 0.00457946 0.00340693 
13.9587 0.00179362 0.00312163 0.00657605 0.0198348 0.0472154 0.01429 0.00708985 0.00454053 0.00336953 0.00180533 0.00313467 0.0065905 0.0198507 0.0472345 0.0143109 0.00711243 0.00456496 0.00339587 
13.9837 0.00178797 0.00311206 0.00655729 0.0197936 0.0471747 0.0142525 0.00706863 0.00452636 0.00335881 0.00179954 0.00312495 0.00657157 0.0198094 0.0471936 0.0142731 0.00709094 0.00455049 0.00338484 
14.0088 0.00178233 0.00310251 0.00653856 0.0197525 0.0471337 0.0142151 0.00704746 0.00451223 0.00334813 0.00179376 0.00311524 0.00655268 0.019768 0.0471523 0.0142354 0.00706951 0.00453608 0.00337385 
14.0338 0.00177671 0.00309299 0.00651988 0.0197113 0.0470922 0.0141777 0.00702634 0.00449814 0.00333748 0.001788 0.00310557 0.00653382 0.0197267 0.0471106 0.0141978 0.00704813 0.0045217 0.00336289 
14.0588 0.0017711 0.00308349 0.00650123 0.0196701 0.0470503 0.0141403 0.00700527 0.00448409 0.00332686 0.00178226 0.00309592 0.00651501 0.0196853 0.0470685 0.0141601 0.0070268 0.00450737 0.00335198 
14.0838 0.00176551 0.00307402 0.00648262 0.0196288 0.0470079 0.014103 0.00698426 0.00447008 0.00331628 0.00177654 0.00308631 0.00649623 0.0196438 0.0470259 0.0141226 0.00700554 0.00449309 0.00334109 
14.1088 0.00175994 0.00306457 0.00646405 0.0195875 0.0469652 0.0140657 0.0069633 0.00445611 0.00330572 0.00177084 0.00307672 0.0064775 0.0196024 0.046983 0.0140851 0.00698433 0.00447885 0.00333025 
14.1338 0.00175438 0.00305515 0.00644551 0.0195462 0.046922 0.0140285 0.00694239 0.00444218 0.0032952 0.00176515 0.00306715 0.00645881 0.0195609 0.0469396 0.0140477 0.00696317 0.00446465 0.00331944 
14.1588 0.00174884 0.00304576 0.00642702 0.0195049 0.0468785 0.0139913 0.00692154 0.00442829 0.00328472 0.00175949 0.00305762 0.00644016 0.0195193 0.0468959 0.0140103 0.00694207 0.00445049 0.00330866 
14.1839 0.00174332 0.00303639 0.00640856 0.0194635 0.0468345 0.0139542 0.00690074 0.00441444 0.00327426 0.00175384 0.00304811 0.00642155 0.0194778 0.0468517 0.0139729 0.00692102 0.00443638 0.00329792 
14.2089 0.00173781 0.00302705 0.00639015 0.0194221 0.0467902 0.0139172 0.00687999 0.00440063 0.00326384 0.00174821 0.00303863 0.00640297 0.0194362 0.0468071 0.0139356 0.00690003 0.00442232 0.00328722 
14.2339 0.00173232 0.00301773 0.00637177 0.0193806 0.0467454 0.0138801 0.00685929 0.00438687 0.00325345 0.00174259 0.00302917 0.00638444 0.0193946 0.0467621 0.0138984 0.0068791 0.00440829 0.00327655 
14.2589 0.00172685 0.00300844 0.00635343 0.0193392 0.0467002 0.0138432 0.00683864 0.00437314 0.00324309 0.001737 0.00301975 0.00636595 0.019353 0.0467168 0.0138612 0.00685822 0.00439431 0.00326592 
14.2839 0.00172139 0.00299918 0.00633513 0.0192977 0.0466546 0.0138063 0.00681805 0.00435945 0.00323276 0.00173142 0.00301035 0.0063475 0.0193114 0.046671 0.0138241 0.00683739 0.00438037 0.00325532 
14.3089 0.00171595 0.00298994 0.00631686 0.0192562 0.0466087 0.0137694 0.00679751 0.0043458 0.00322246 0.00172586 0.00300098 0.0063291 0.0192697 0.0466248 0.013787 0.00681662 0.00436648 0.00324476 
14.334 0.00171053 0.00298072 0.00629864 0.0192147 0.0465623 0.0137326 0.00677702 0.00433219 0.0032122 0.00172032 0.00299163 0.00631073 0.019228 0.0465783 0.01375 0.00679591 0.00435262 0.00323423 
14.359 0.00170512 0.00297153 0.00628045 0.0191731 0.0465155 0.0136958 0.00675658 0.00431862 0.00320196 0.0017148 0.00298231 0.0062924 0.0191863 0.0465313 0.013713 0.00677525 0.00433881 0.00322373 
14.384 0.00169973 0.00296237 0.00626231 0.0191315 0.0464684 0.0136591 0.0067362 0.0043051 0.00319176 0.00170929 0.00297302 0.00627411 0.0191445 0.046484 0.0136761 0.00675464 0.00432504 0.00321327 
14.409 0.00169436 0.00295323 0.0062442 0.0190899 0.0464209 0.0136225 0.00671587 0.00429161 0.00318159 0.0017038 0.00296376 0.00625587 0.0191028 0.0464363 0.0136393 0.00673409 0.00431132 0.00320285 
14.434 0.001689 0.00294412 0.00622613 0.0190483 0.0463729 0.0135859 0.00669559 0.00427816 0.00317146 0.00169833 0.00295452 0.00623766 0.019061 0.0463882 0.0136025 0.0067136 0.00429763 0.00319246 
14.459 0.00168365 0.00293503 0.00620811 0.0190067 0.0463246 0.0135493 0.00667536 0.00426474 0.00316135 0.00169288 0.00294531 0.0062195 0.0190193 0.0463397 0.0135657 0.00669315 0.00428399 0.0031821 
14.4841 0.00167833 0.00292597 0.00619012 0.018965 0.0462759 0.0135129 0.00665518 0.00425137 0.00315127 0.00168744 0.00293613 0.00620137 0.0189775 0.0462908 0.0135291 0.00667277 0.00427039 0.00317178 
14.5091 0.00167302 0.00291693 0.00617217 0.0189234 0.0462269 0.0134764 0.00663506 0.00423804 0.00314123 0.00168202 0.00292697 0.00618329 0.0189356 0.0462416 0.0134924 0.00665244 0.00425683 0.00316149 
14.5341 0.00166772 0.00290792 0.00615426 0.0188817 0.0461774 0.0134401 0.00661499 0.00422474 0.00313121 0.00167662 0.00291784 0.00616524 0.0188938 0.046192 0.0134559 0.00663216 0.00424332 0.00315124 
14.5591 0.00166244 0.00289893 0.00613638 0.01884 0.0461276 0.0134037 0.00659497 0.00421149 0.00312123 0.00167124 0.00290873 0.00614724 0.018852 0.046142 0.0134194 0.00661193 0.00422984 0.00314102 
14.5841 0.00165718 0.00288997 0.00611855 0.0187983 0.0460774 0.0133675 0.006575 0.00419827 0.00311128 0.00166587 0.00289965 0.00612928 0.0188101 0.0460916 0.0133829 0.00659176 0.00421641 0.00313083 
14.6091 0.00165193 0.00288103 0.00610076 0.0187566 0.0460269 0.0133312 0.00655508 0.0041851 0.00310136 0.00166052 0.0028906 0.00611136 0.0187683 0.0460409 0.0133465 0.00657165 0.00420302 0.00312068 
14.6341 0.0016467 0.00287212 0.006083 0.0187149 0.0459759 0.0132951 0.00653522 0.00417196 0.00309146 0.00165519 0.00288158 0.00609348 0.0187264 0.0459898 0.0133102 0.00655159 0.00418966 0.00311056 
14.6592 0.00164148 0.00286323 0.00606529 0.0186731 0.0459246 0.013259 0.0065154 0.00415886 0.0030816 0.00164987 0.00287258 0.00607564 0.0186845 0.0459383 0.0132739 0.00653158 0.00417635 0.00310047 
14.6842 0.00163628 0.00285437 0.00604761 0.0186314 0.045873 0.013223 0.00649564 0.0041458 0.00307177 0.00164457 0.0028636 0.00605785 0.0186426 0.0458865 0.0132377 0.00651163 0.00416309 0.00309042 
14.7092 0.0016311 0.00284553 0.00602998 0.0185896 0.0458209 0.013187 0.00647593 0.00413277 0.00306197 0.00163929 0.00285466 0.00604009 0.0186007 0.0458343 0.0132015 0.00649173 0.00414986 0.0030804 
