K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
8.81764 0.524752 0.539506 0.55644 0.575981 0.598658 0.625133 0.656244 0.693057 0.736868 0.783102 0.829001 0.874368 0.917897 0.956929 0.986825 0.999973 0.984605 0.924087 0.798584 0.592593 0.311164 0.0246509 0.168672 0.501387 0.736042 0.888586 0.969568 0.998593 0.993816 0.96869 0.932151 0.889751 0.844736 0.798845 0.752666 0.706978 0.667875 0.634911 0.606928 0.583014 0.562452 0.544668 0.529204 0.51569 0.503824 0.493361 0.484096 
8.8978 0.521122 0.535822 0.5527 0.572183 0.594799 0.621216 0.652273 0.689041 0.732826 0.779102 0.825147 0.870799 0.914791 0.954521 0.985406 0.999869 0.986104 0.927272 0.803043 0.597157 0.314087 0.0249018 0.170323 0.505583 0.740711 0.892298 0.971665 0.999022 0.992818 0.966591 0.929258 0.886319 0.840963 0.794883 0.748629 0.702951 0.663887 0.630976 0.60305 0.579197 0.558693 0.540966 0.525557 0.512094 0.500276 0.489858 0.480636 
8.97796 0.517512 0.532158 0.548978 0.5684 0.590955 0.61731 0.648309 0.685028 0.728782 0.775092 0.821275 0.867199 0.911643 0.952057 0.983918 0.999688 0.987529 0.930399 0.80748 0.601736 0.317034 0.0251554 0.171991 0.5098 0.745373 0.895963 0.973692 0.999373 0.991748 0.964432 0.926319 0.882854 0.837169 0.790908 0.744587 0.698926 0.659907 0.627051 0.599186 0.575395 0.554952 0.537284 0.52193 0.50852 0.496751 0.486378 0.477198 
9.05812 0.513923 0.528513 0.545275 0.564635 0.587126 0.613416 0.644354 0.681019 0.724737 0.771073 0.817385 0.863571 0.908453 0.949538 0.982362 0.99943 0.988878 0.933469 0.811893 0.606329 0.320006 0.0254117 0.173674 0.51404 0.750025 0.899582 0.975647 0.999646 0.990606 0.962212 0.923333 0.879355 0.833353 0.786922 0.740542 0.694904 0.655933 0.623137 0.595336 0.571609 0.551229 0.533621 0.518324 0.504967 0.493248 0.482922 0.473785 
9.13828 0.510355 0.524889 0.54159 0.560886 0.583311 0.609535 0.640407 0.677015 0.720691 0.767046 0.813479 0.859915 0.905223 0.946965 0.980738 0.999095 0.990151 0.93648 0.816282 0.610934 0.323002 0.0256707 0.175373 0.518301 0.754667 0.903151 0.977531 0.999842 0.989393 0.959934 0.920302 0.875825 0.829517 0.782925 0.736493 0.690884 0.651967 0.619234 0.5915 0.567839 0.547524 0.529978 0.514739 0.501436 0.489767 0.479488 0.470395 
9.21844 0.506808 0.521284 0.537924 0.557155 0.579512 0.605666 0.63647 0.673016 0.716644 0.763013 0.809556 0.856233 0.901954 0.944338 0.979048 0.998684 0.991348 0.939431 0.820646 0.615553 0.326023 0.0259325 0.177088 0.522583 0.759297 0.906671 0.979341 0.99996 0.988109 0.957598 0.917228 0.872264 0.825662 0.778918 0.732442 0.686868 0.648009 0.615343 0.587678 0.564086 0.543838 0.526354 0.511174 0.497926 0.486309 0.476077 0.467028 
9.2986 0.503283 0.517699 0.534276 0.553441 0.575727 0.60181 0.632543 0.669023 0.712598 0.758973 0.805619 0.852525 0.898646 0.94166 0.977292 0.998197 0.992468 0.942321 0.824982 0.620183 0.329069 0.026197 0.17882 0.526887 0.763915 0.91014 0.981078 1 0.986755 0.955204 0.91411 0.868673 0.821788 0.774902 0.72839 0.682856 0.64406 0.611464 0.583871 0.56035 0.540169 0.52275 0.50763 0.494438 0.482873 0.472689 0.463685 
9.37876 0.499778 0.514135 0.530648 0.549744 0.571959 0.597967 0.628626 0.665036 0.708553 0.754927 0.801667 0.848792 0.895301 0.93893 0.97547 0.997635 0.993511 0.945149 0.829291 0.624825 0.33214 0.0264643 0.180567 0.531211 0.76852 0.913558 0.982742 0.999963 0.985331 0.952754 0.91095 0.865054 0.817896 0.770877 0.724336 0.678848 0.640119 0.607597 0.580078 0.55663 0.536519 0.519165 0.504107 0.490972 0.479459 0.469324 0.460365 
9.45892 0.496294 0.510591 0.527038 0.546065 0.568206 0.594138 0.62472 0.661055 0.70451 0.750876 0.797702 0.845035 0.89192 0.93615 0.973585 0.996997 0.994477 0.947914 0.833571 0.629477 0.335235 0.0267345 0.182332 0.535555 0.77311 0.916922 0.984331 0.999848 0.983839 0.950249 0.90775 0.861406 0.813988 0.766845 0.720282 0.674846 0.636188 0.603742 0.576301 0.552928 0.532888 0.515601 0.500604 0.487527 0.476068 0.465982 0.457068 
9.53908 0.492832 0.507067 0.523448 0.542404 0.564469 0.590322 0.620824 0.657082 0.700469 0.746821 0.793724 0.841256 0.888504 0.93332 0.971635 0.996284 0.995366 0.950616 0.83782 0.634139 0.338356 0.0270075 0.184112 0.539919 0.777685 0.920232 0.985845 0.999656 0.982278 0.94769 0.904509 0.857732 0.810064 0.762806 0.716228 0.670849 0.632267 0.5999 0.572539 0.549242 0.529275 0.512056 0.497123 0.484104 0.472698 0.462662 0.453794 
9.61924 0.48939 0.503563 0.519877 0.53876 0.560749 0.586521 0.61694 0.653117 0.69643 0.742763 0.789735 0.837455 0.885054 0.930443 0.969623 0.995497 0.996177 0.953253 0.842038 0.638811 0.341502 0.0272834 0.185909 0.544303 0.782243 0.923487 0.987284 0.999388 0.980651 0.945077 0.90123 0.854032 0.806125 0.758761 0.712175 0.666858 0.628355 0.596072 0.568792 0.545575 0.525681 0.508531 0.493662 0.480702 0.469351 0.459365 0.450544 
9.6994 0.48597 0.50008 0.516325 0.535135 0.557045 0.582733 0.613067 0.649159 0.692395 0.738702 0.785735 0.833633 0.88157 0.927518 0.96755 0.994636 0.99691 0.955824 0.846223 0.643491 0.344672 0.0275622 0.187723 0.548705 0.786784 0.926686 0.988647 0.999043 0.978956 0.942412 0.897913 0.850307 0.802172 0.75471 0.708123 0.662874 0.624455 0.592257 0.565062 0.541924 0.522106 0.505027 0.490222 0.477322 0.466026 0.456091 0.447316 
9.77956 0.482571 0.496617 0.512793 0.531528 0.553357 0.578961 0.609206 0.64521 0.688364 0.734638 0.781725 0.829791 0.878055 0.924547 0.965415 0.993702 0.997566 0.958329 0.850375 0.648179 0.347868 0.027844 0.189554 0.553127 0.791305 0.929827 0.989934 0.998621 0.977196 0.939696 0.894559 0.846558 0.798206 0.750655 0.704074 0.658897 0.620565 0.588456 0.561347 0.538292 0.518551 0.501542 0.486803 0.473964 0.462724 0.45284 0.444111 
9.85972 0.479193 0.493174 0.50928 0.527939 0.549686 0.575203 0.605357 0.64127 0.684338 0.730574 0.777706 0.82593 0.874508 0.921531 0.96322 0.992695 0.998143 0.960767 0.854491 0.652875 0.351089 0.0281288 0.191402 0.557566 0.795807 0.93291 0.991144 0.998124 0.975371 0.936929 0.891169 0.842786 0.794227 0.746597 0.700027 0.654928 0.616686 0.584669 0.557649 0.534677 0.515014 0.498078 0.483405 0.470627 0.459443 0.44961 0.44093 
9.93988 0.475837 0.489752 0.505787 0.524368 0.546033 0.571461 0.601522 0.637339 0.680317 0.726508 0.773679 0.822051 0.870931 0.918471 0.960967 0.991615 0.998642 0.963137 0.858571 0.657577 0.354334 0.0284165 0.193266 0.562023 0.800287 0.935934 0.992278 0.997551 0.973482 0.934113 0.887744 0.838992 0.790237 0.742535 0.695983 0.650966 0.612819 0.580896 0.553966 0.53108 0.511497 0.494633 0.480029 0.467312 0.456184 0.446404 0.43777 
10.02 0.472501 0.486351 0.502314 0.520817 0.542396 0.567733 0.597699 0.633418 0.676301 0.722443 0.769644 0.818154 0.867326 0.915368 0.958654 0.990463 0.999063 0.965439 0.862614 0.662285 0.357605 0.0287073 0.195148 0.566498 0.804745 0.938898 0.993335 0.996903 0.97153 0.931249 0.884286 0.835177 0.786237 0.73847 0.691944 0.647014 0.608964 0.577138 0.550301 0.527502 0.507999 0.49121 0.476673 0.464018 0.452948 0.443219 0.434634 
10.1002 0.469187 0.48297 0.49886 0.517283 0.538777 0.564022 0.593889 0.629508 0.672291 0.718378 0.765602 0.814242 0.863692 0.912223 0.956285 0.989241 0.999406 0.967671 0.866619 0.666997 0.360902 0.0290012 0.197047 0.57099 0.80918 0.941801 0.994315 0.99618 0.969515 0.928337 0.880795 0.831342 0.782226 0.734404 0.687908 0.64307 0.605121 0.573395 0.546652 0.523941 0.50452 0.487806 0.473338 0.460746 0.449733 0.440057 0.43152 
10.1804 0.465894 0.479609 0.495426 0.513769 0.535176 0.560326 0.590093 0.625607 0.668288 0.714314 0.761554 0.810314 0.860031 0.909037 0.953859 0.987948 0.999672 0.969832 0.870583 0.671714 0.364223 0.0292982 0.198964 0.575498 0.81359 0.944641 0.995217 0.995383 0.967438 0.92538 0.877273 0.827488 0.778207 0.730336 0.683877 0.639135 0.601291 0.569667 0.543021 0.520399 0.501061 0.484423 0.470024 0.457495 0.44654 0.436917 0.428428 
10.2605 0.462622 0.47627 0.492012 0.510274 0.531592 0.556646 0.586311 0.621718 0.664292 0.710251 0.7575 0.806372 0.856345 0.90581 0.951378 0.986585 0.999859 0.971923 0.874507 0.676435 0.36757 0.0295983 0.200898 0.580022 0.817975 0.947419 0.996041 0.994512 0.965301 0.922377 0.87372 0.823616 0.774179 0.726268 0.679852 0.63521 0.597474 0.565954 0.539406 0.516876 0.497621 0.48106 0.466731 0.454266 0.443369 0.4338 0.425359 
10.3407 0.459371 0.47295 0.488618 0.506797 0.528025 0.552982 0.582543 0.61784 0.660303 0.706192 0.753442 0.802416 0.852633 0.902545 0.948843 0.985153 0.999968 0.973943 0.878389 0.681157 0.370941 0.0299016 0.202849 0.584561 0.822333 0.950132 0.996788 0.993568 0.963104 0.919329 0.870137 0.819726 0.770144 0.722201 0.675833 0.631295 0.59367 0.562257 0.535809 0.513371 0.494201 0.477717 0.463459 0.451058 0.44022 0.430704 0.422313 
10.4208 0.456141 0.469652 0.485243 0.50334 0.524477 0.549335 0.578789 0.613974 0.656322 0.702135 0.749381 0.798447 0.848897 0.899243 0.946254 0.983652 1 0.97589 0.882228 0.685882 0.374338 0.030208 0.204818 0.589116 0.826663 0.952781 0.997457 0.992551 0.960848 0.916239 0.866526 0.81582 0.766102 0.718134 0.67182 0.627391 0.58988 0.558575 0.532229 0.509885 0.490801 0.474395 0.460208 0.447872 0.437093 0.42763 0.419288 
10.501 0.452932 0.466374 0.481889 0.499902 0.520947 0.545705 0.57505 0.61012 0.65235 0.698081 0.745316 0.794466 0.845138 0.895903 0.943613 0.982084 0.999954 0.977765 0.886022 0.690608 0.37776 0.0305177 0.206805 0.593684 0.830963 0.955364 0.998047 0.991463 0.958534 0.913107 0.862887 0.811899 0.762054 0.714068 0.667814 0.623498 0.586104 0.55491 0.528667 0.506418 0.48742 0.471093 0.456978 0.444707 0.433987 0.424578 0.416285 
10.5812 0.449745 0.463116 0.478555 0.496483 0.517435 0.542091 0.571326 0.606278 0.648387 0.694032 0.741248 0.790475 0.841357 0.892528 0.94092 0.980449 0.999831 0.979567 0.889771 0.695333 0.381207 0.0308307 0.208809 0.598267 0.835234 0.957881 0.99856 0.990302 0.956163 0.909933 0.859221 0.807963 0.758001 0.710005 0.663816 0.619616 0.582341 0.55126 0.525123 0.50297 0.48406 0.467812 0.453769 0.441564 0.430903 0.421548 0.413305 
10.6613 0.446578 0.45988 0.47524 0.493083 0.513941 0.538494 0.567617 0.602449 0.644433 0.689987 0.737179 0.786473 0.837554 0.889117 0.938177 0.978748 0.999631 0.981294 0.893473 0.700058 0.38468 0.0311469 0.210832 0.602863 0.839473 0.96033 0.998995 0.989071 0.953736 0.90672 0.85553 0.804013 0.753944 0.705944 0.659825 0.615745 0.578593 0.547628 0.521596 0.49954 0.480719 0.464551 0.45058 0.438441 0.42784 0.41854 0.410346 
10.7415 0.443433 0.456664 0.471946 0.489703 0.510466 0.534914 0.563923 0.598633 0.640489 0.685948 0.733109 0.782461 0.833732 0.885674 0.935385 0.976981 0.999355 0.982948 0.897128 0.704781 0.388177 0.0314665 0.212872 0.607471 0.843679 0.962712 0.999351 0.987769 0.951254 0.903468 0.851815 0.80005 0.749883 0.701886 0.655843 0.611887 0.57486 0.544011 0.518088 0.49613 0.477398 0.461311 0.447413 0.43534 0.424799 0.415554 0.407409 
10.8216 0.440308 0.453468 0.468672 0.486342 0.507009 0.531352 0.560245 0.59483 0.636555 0.681914 0.729039 0.778441 0.82989 0.882197 0.932544 0.97515 0.999002 0.984527 0.900734 0.709502 0.3917 0.0317894 0.214931 0.612091 0.847852 0.965024 0.99963 0.986398 0.948717 0.900178 0.848075 0.796075 0.745819 0.697833 0.651869 0.608041 0.571142 0.540412 0.514597 0.492739 0.474096 0.458091 0.444267 0.43226 0.42178 0.412589 0.404494 
10.9018 0.437205 0.450293 0.465418 0.483001 0.503571 0.527807 0.556583 0.591041 0.632631 0.677886 0.724968 0.774414 0.82603 0.878689 0.929656 0.973255 0.998573 0.986031 0.90429 0.714219 0.395247 0.0321158 0.217008 0.616723 0.85199 0.967267 0.999831 0.984959 0.946128 0.89685 0.844313 0.79209 0.741752 0.693783 0.647905 0.604208 0.567438 0.536829 0.511125 0.489367 0.470815 0.454892 0.441141 0.429201 0.418781 0.409645 0.4016 
10.982 0.434122 0.447139 0.462185 0.479679 0.500151 0.524279 0.552937 0.587266 0.628719 0.673865 0.720899 0.770379 0.822153 0.875151 0.926722 0.971297 0.998068 0.987459 0.907795 0.718932 0.39882 0.0324455 0.219103 0.621366 0.856092 0.96944 0.999954 0.983451 0.943487 0.893488 0.84053 0.788093 0.737684 0.689739 0.64395 0.600387 0.56375 0.533264 0.507672 0.486015 0.467554 0.451712 0.438036 0.426163 0.415804 0.406723 0.398728 
11.0621 0.43106 0.444005 0.458971 0.476377 0.496751 0.52077 0.549307 0.583505 0.624817 0.669852 0.716831 0.766338 0.818259 0.871583 0.923742 0.969278 0.997488 0.988811 0.911247 0.723639 0.402418 0.0327787 0.221216 0.626019 0.860156 0.971543 1 0.981875 0.940794 0.89009 0.836726 0.784088 0.733615 0.6857 0.640006 0.59658 0.560078 0.529716 0.504236 0.482681 0.464313 0.448554 0.434952 0.423147 0.412848 0.403822 0.395878 
11.1423 0.428019 0.440892 0.455778 0.473094 0.493369 0.517278 0.545694 0.579758 0.620928 0.665846 0.712765 0.762291 0.814349 0.867986 0.920719 0.967197 0.996833 0.990087 0.914647 0.72834 0.40604 0.0331154 0.223348 0.630682 0.864183 0.973573 0.999968 0.980234 0.938052 0.886659 0.832902 0.780073 0.729546 0.681666 0.636071 0.592787 0.556422 0.526185 0.50082 0.479368 0.461091 0.445416 0.431889 0.420151 0.409913 0.400942 0.393048 
11.2224 0.424999 0.437799 0.452604 0.469831 0.490006 0.513804 0.542097 0.576026 0.61705 0.661848 0.708702 0.75824 0.810425 0.864362 0.917652 0.965056 0.996104 0.991287 0.917993 0.733034 0.409687 0.0334557 0.225499 0.635353 0.868169 0.975532 0.99986 0.978526 0.93526 0.883195 0.829059 0.776051 0.725477 0.67764 0.632148 0.589008 0.552781 0.522672 0.497422 0.476073 0.45789 0.442298 0.428846 0.417176 0.406999 0.398084 0.39024 
11.3026 0.422 0.434727 0.449451 0.466588 0.486662 0.510348 0.538517 0.572309 0.613185 0.657859 0.704642 0.754185 0.806487 0.860711 0.914543 0.962856 0.995301 0.99241 0.921283 0.73772 0.413359 0.0337995 0.227668 0.640033 0.872115 0.977418 0.999674 0.976753 0.932421 0.879699 0.825198 0.772021 0.721409 0.67362 0.628236 0.585242 0.549157 0.519176 0.494042 0.472798 0.454708 0.439201 0.425824 0.414222 0.404107 0.395246 0.387452 
11.3828 0.419021 0.431675 0.446318 0.463364 0.483337 0.50691 0.534954 0.568608 0.609332 0.653879 0.700585 0.750126 0.802536 0.857035 0.911393 0.960598 0.994425 0.993455 0.924517 0.742396 0.417056 0.034147 0.229856 0.64472 0.87602 0.979231 0.999412 0.974917 0.929534 0.876173 0.82132 0.767985 0.717343 0.669608 0.624336 0.581491 0.545549 0.515699 0.490682 0.469543 0.451547 0.436124 0.422823 0.411289 0.401235 0.39243 0.384686 
11.4629 0.416062 0.428644 0.443205 0.46016 0.480032 0.503491 0.531408 0.564921 0.605493 0.649908 0.696534 0.746064 0.798572 0.853335 0.908203 0.958282 0.993476 0.994424 0.927695 0.747063 0.420777 0.034498 0.232063 0.649414 0.879881 0.980971 0.999074 0.973017 0.926602 0.872618 0.817427 0.763944 0.713279 0.665603 0.620447 0.577755 0.541958 0.512239 0.48734 0.466307 0.448406 0.433067 0.419842 0.408376 0.398383 0.389634 0.381941 
11.5431 0.413125 0.425633 0.440112 0.456976 0.476745 0.50009 0.527879 0.561251 0.601667 0.645947 0.692487 0.742001 0.794598 0.849611 0.904975 0.95591 0.992454 0.995315 0.930813 0.751718 0.424522 0.0348528 0.234289 0.654114 0.883698 0.982636 0.99866 0.971055 0.923625 0.869033 0.813518 0.759898 0.709218 0.661607 0.616571 0.574034 0.538384 0.508797 0.484017 0.46309 0.445284 0.43003 0.416882 0.405484 0.395553 0.386859 0.379216 
11.6232 0.410207 0.422642 0.43704 0.453811 0.473478 0.496708 0.524368 0.557596 0.597854 0.641997 0.688446 0.737937 0.790613 0.845864 0.901708 0.953483 0.991361 0.996129 0.933873 0.756361 0.428292 0.0352112 0.236533 0.65882 0.88747 0.984227 0.99817 0.969031 0.920604 0.865422 0.809594 0.755847 0.70516 0.65762 0.612707 0.570328 0.534827 0.505374 0.480714 0.459894 0.442183 0.427014 0.413942 0.402612 0.392743 0.384105 0.376512 
11.7034 0.407311 0.419671 0.433987 0.450667 0.47023 0.493344 0.520874 0.553957 0.594056 0.638057 0.684411 0.733872 0.786619 0.842096 0.898405 0.951001 0.990198 0.996865 0.936873 0.760991 0.432086 0.0355735 0.238797 0.66353 0.891196 0.985743 0.997606 0.966946 0.91754 0.861783 0.805658 0.751793 0.701106 0.653642 0.608857 0.566637 0.531286 0.501969 0.477429 0.456717 0.439102 0.424018 0.411022 0.399761 0.389953 0.381371 0.373828 
11.7836 0.404434 0.416721 0.430954 0.447542 0.467002 0.489999 0.517398 0.550335 0.590271 0.634128 0.680382 0.729807 0.782615 0.838307 0.895066 0.948466 0.988964 0.997523 0.939812 0.765606 0.435905 0.0359395 0.24108 0.668243 0.894875 0.987183 0.996966 0.964802 0.914435 0.85812 0.801709 0.747737 0.697057 0.649674 0.605019 0.562962 0.527763 0.498582 0.474164 0.453559 0.43604 0.421043 0.408123 0.396931 0.387184 0.378657 0.371165 
11.8637 0.401578 0.413791 0.427942 0.444437 0.463792 0.486672 0.51394 0.546729 0.586501 0.630211 0.67636 0.725743 0.778604 0.834498 0.891693 0.945878 0.98766 0.998104 0.942688 0.770206 0.439747 0.0363093 0.243382 0.67296 0.898505 0.988548 0.996253 0.962599 0.911288 0.854431 0.797748 0.743678 0.693012 0.645716 0.601196 0.559303 0.524258 0.495213 0.470917 0.450421 0.432999 0.418087 0.405244 0.39412 0.384436 0.375964 0.368522 
11.9439 0.398742 0.410881 0.424949 0.441351 0.460602 0.483365 0.510499 0.54314 0.582746 0.626306 0.672346 0.72168 0.774586 0.830671 0.888285 0.943239 0.986288 0.998607 0.945502 0.77479 0.443613 0.036683 0.245703 0.677679 0.902085 0.989837 0.995466 0.960339 0.908103 0.85072 0.793776 0.739618 0.688974 0.641768 0.597386 0.55566 0.520769 0.491864 0.46769 0.447303 0.429977 0.415152 0.402385 0.39133 0.381707 0.373291 0.365899 
12.024 0.395926 0.407992 0.421977 0.438286 0.457432 0.480076 0.507077 0.539567 0.579006 0.622412 0.66834 0.717619 0.770561 0.826826 0.884845 0.94055 0.984847 0.999033 0.948253 0.779357 0.447503 0.0370606 0.248044 0.6824 0.905615 0.991049 0.994606 0.958021 0.904879 0.846985 0.789794 0.735558 0.684941 0.637832 0.59359 0.552033 0.517299 0.488532 0.464482 0.444205 0.426976 0.412236 0.399547 0.38856 0.378999 0.370638 0.363296 
12.1042 0.39313 0.405122 0.419024 0.43524 0.454281 0.476806 0.503673 0.536012 0.575281 0.618532 0.664342 0.71356 0.766531 0.822964 0.881374 0.937811 0.983339 0.999381 0.950939 0.783905 0.451416 0.0374422 0.250404 0.687121 0.909093 0.992185 0.993674 0.955648 0.901617 0.843229 0.785804 0.731498 0.680915 0.633906 0.589809 0.548423 0.513846 0.48522 0.461294 0.441126 0.423994 0.409341 0.396728 0.38581 0.37631 0.368005 0.360713 
12.1844 0.390355 0.402272 0.416092 0.432214 0.451149 0.473555 0.500287 0.532473 0.571572 0.614664 0.660353 0.709505 0.762495 0.819086 0.877872 0.935025 0.981765 0.999651 0.95356 0.788434 0.455353 0.0378278 0.252783 0.691842 0.912519 0.993245 0.99267 0.953219 0.898319 0.839452 0.781804 0.727438 0.676897 0.629993 0.586042 0.544829 0.510412 0.481926 0.458125 0.438066 0.421032 0.406465 0.39393 0.383081 0.373642 0.365392 0.35815 
12.2645 0.387599 0.399442 0.413179 0.429207 0.448037 0.470324 0.49692 0.528952 0.567878 0.610809 0.656374 0.705454 0.758456 0.815193 0.874341 0.93219 0.980124 0.999845 0.956115 0.792941 0.459313 0.0382173 0.255182 0.696562 0.915891 0.994227 0.991594 0.950737 0.894985 0.835656 0.777797 0.723379 0.672886 0.626091 0.582291 0.541252 0.506995 0.478651 0.454975 0.435027 0.41809 0.40361 0.391151 0.380371 0.370994 0.362799 0.355607 
12.3447 0.384863 0.396632 0.410286 0.426221 0.444945 0.467111 0.493571 0.525449 0.564201 0.606968 0.652404 0.701407 0.754413 0.811286 0.870781 0.92931 0.978419 0.999961 0.958602 0.797428 0.463296 0.038611 0.257601 0.70128 0.919208 0.995133 0.990448 0.948202 0.891617 0.831841 0.773784 0.719323 0.668883 0.622202 0.578554 0.537692 0.503597 0.475395 0.451844 0.432007 0.415168 0.400774 0.388392 0.37768 0.368365 0.360226 0.353083 
12.4248 0.382147 0.393842 0.407412 0.423254 0.441871 0.463917 0.49024 0.521963 0.560539 0.603141 0.648445 0.697364 0.750367 0.807365 0.867193 0.926385 0.976649 1 0.961023 0.801891 0.467302 0.0390087 0.260039 0.705996 0.922469 0.995961 0.989232 0.945615 0.888216 0.828008 0.769764 0.715268 0.664888 0.618325 0.574833 0.53415 0.500216 0.472158 0.448733 0.429007 0.412265 0.397958 0.385653 0.37501 0.365756 0.357672 0.350579 
12.505 0.37945 0.391072 0.404559 0.420306 0.438818 0.460743 0.486928 0.518495 0.556894 0.599328 0.644496 0.693328 0.746319 0.803432 0.863579 0.923415 0.974816 0.999963 0.963375 0.806331 0.47133 0.0394107 0.262497 0.710707 0.925674 0.996712 0.987946 0.942978 0.884783 0.824158 0.765739 0.711217 0.660903 0.614462 0.571128 0.530624 0.496855 0.46894 0.445641 0.426026 0.409383 0.395162 0.382934 0.372359 0.363166 0.355137 0.348094 
12.5852 0.376773 0.388321 0.401725 0.417378 0.435783 0.457587 0.483635 0.515044 0.553265 0.595529 0.640558 0.689297 0.74227 0.799488 0.85994 0.920402 0.972921 0.999849 0.965659 0.810745 0.475381 0.0398168 0.264975 0.715414 0.928821 0.997386 0.986592 0.94029 0.881319 0.820293 0.761709 0.70717 0.656927 0.610611 0.567439 0.527116 0.493511 0.465741 0.442569 0.423065 0.406519 0.392385 0.380234 0.369728 0.360596 0.352622 0.345629 
12.6653 0.374116 0.38559 0.398911 0.41447 0.432769 0.454451 0.480361 0.511612 0.549653 0.591745 0.636631 0.685272 0.73822 0.795532 0.856276 0.917348 0.970964 0.999659 0.967873 0.815134 0.479454 0.0402271 0.267472 0.720116 0.93191 0.997982 0.985171 0.937553 0.877824 0.816412 0.757676 0.703127 0.652961 0.606775 0.563765 0.523626 0.490186 0.462561 0.439515 0.420123 0.403676 0.389629 0.377554 0.367116 0.358046 0.350126 0.343182 
12.7455 0.371478 0.382878 0.396116 0.411581 0.429773 0.451334 0.477105 0.508197 0.546058 0.587975 0.632716 0.681255 0.73417 0.791567 0.852589 0.914252 0.968946 0.999393 0.970016 0.819495 0.483549 0.0406417 0.26999 0.724811 0.934939 0.998501 0.983682 0.934769 0.8743 0.812517 0.753639 0.699089 0.649005 0.602952 0.560109 0.520154 0.48688 0.4594 0.436482 0.417201 0.400852 0.386891 0.374894 0.364524 0.355514 0.34765 0.340755 
12.8257 0.368859 0.380186 0.393341 0.408712 0.426797 0.448237 0.473868 0.504801 0.54248 0.584221 0.628814 0.677244 0.730121 0.787593 0.84888 0.911116 0.966869 0.999052 0.972089 0.823828 0.487666 0.0410606 0.272527 0.729498 0.937908 0.998943 0.982127 0.931938 0.870748 0.808608 0.7496 0.695056 0.645059 0.599144 0.556468 0.516699 0.483592 0.456258 0.433467 0.414298 0.398047 0.384173 0.372252 0.361951 0.353002 0.345192 0.338346 
12.9058 0.36626 0.377513 0.390585 0.405863 0.423841 0.445158 0.47065 0.501423 0.538919 0.580483 0.624923 0.673242 0.726073 0.78361 0.845148 0.907942 0.964733 0.998636 0.974091 0.828132 0.491804 0.0414839 0.275084 0.734178 0.940815 0.999308 0.980506 0.929062 0.867169 0.804687 0.745559 0.691028 0.641125 0.59535 0.552845 0.513262 0.480323 0.453135 0.430472 0.411415 0.395262 0.381475 0.36963 0.359397 0.350509 0.342753 0.335957 
12.986 0.36368 0.37486 0.387849 0.403032 0.420904 0.442099 0.467451 0.498064 0.535376 0.57676 0.621046 0.669248 0.722027 0.77962 0.841397 0.90473 0.962539 0.998145 0.976021 0.832405 0.495963 0.0419116 0.277661 0.738848 0.94366 0.999596 0.978821 0.926141 0.863564 0.800755 0.741518 0.687008 0.637203 0.591571 0.549238 0.509843 0.477073 0.450032 0.427497 0.408551 0.392497 0.378795 0.367028 0.356862 0.348035 0.340333 0.333586 
13.0661 0.361119 0.372225 0.385131 0.400221 0.417986 0.439059 0.464271 0.494723 0.53185 0.573052 0.617181 0.665263 0.717983 0.775623 0.837625 0.901481 0.960288 0.99758 0.977878 0.836647 0.500144 0.0423438 0.280258 0.743508 0.946443 0.999807 0.977072 0.923176 0.859934 0.796812 0.737476 0.682994 0.633292 0.587807 0.545648 0.506443 0.473842 0.446947 0.424541 0.405707 0.38975 0.376135 0.364444 0.354346 0.345579 0.337932 0.331233 
13.1463 0.358577 0.36961 0.382434 0.39743 0.415088 0.436039 0.46111 0.4914 0.528342 0.569361 0.61333 0.661287 0.713942 0.77162 0.833835 0.898197 0.957981 0.996942 0.979663 0.840856 0.504344 0.0427804 0.282875 0.748157 0.949161 0.999942 0.975259 0.920168 0.856279 0.792859 0.733434 0.678987 0.629393 0.584059 0.542076 0.503061 0.470629 0.443882 0.421604 0.402882 0.387023 0.373495 0.361879 0.351849 0.343143 0.33555 0.328899 
13.2265 0.356053 0.367014 0.379755 0.394658 0.412208 0.433037 0.457968 0.488096 0.524852 0.565687 0.609493 0.657321 0.709905 0.767612 0.830027 0.894878 0.95562 0.99623 0.981374 0.845031 0.508565 0.0432216 0.285512 0.752794 0.951815 1 0.973385 0.91712 0.852602 0.788896 0.729393 0.674989 0.625507 0.580325 0.538521 0.499697 0.467435 0.440836 0.418686 0.400076 0.384316 0.370873 0.359334 0.349371 0.340725 0.333185 0.326583 
13.3066 0.353549 0.364437 0.377095 0.391904 0.409349 0.430055 0.454845 0.484811 0.521379 0.562028 0.605669 0.653365 0.705872 0.7636 0.826202 0.891525 0.953204 0.995446 0.983012 0.849171 0.512807 0.0436674 0.288169 0.757417 0.954404 0.999982 0.97145 0.914031 0.848902 0.784926 0.725353 0.670998 0.621633 0.576608 0.534983 0.496352 0.464261 0.43781 0.415788 0.397289 0.381627 0.36827 0.356807 0.346912 0.338325 0.33084 0.324286 
