K 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
9.13828 0.999095 0.99899 0.990151 0.970212 0.93648 0.886091 0.816282 0.724873 0.610934 0.475638 0.323002 0.124409 0.0256707 0.0433355 0.175373 0.370254 0.518301 0.647477 0.754667 0.839433 
9.21844 0.998684 0.999348 0.991348 0.97229 0.939431 0.889836 0.820646 0.729565 0.615553 0.479702 0.326023 0.125644 0.0259325 0.0437752 0.177088 0.373636 0.522583 0.652165 0.759297 0.843635 
9.2986 0.998197 0.999627 0.992468 0.974296 0.942321 0.893535 0.824982 0.734251 0.620183 0.483788 0.329069 0.126891 0.026197 0.0442196 0.17882 0.377042 0.526887 0.65686 0.763915 0.847805 
9.37876 0.997635 0.999829 0.993511 0.97623 0.945149 0.897188 0.829291 0.738929 0.624825 0.487898 0.33214 0.128149 0.0264643 0.0446686 0.180567 0.380475 0.531211 0.661562 0.76852 0.851941 
9.45892 0.996997 0.999954 0.994477 0.978092 0.947914 0.900792 0.833571 0.7436 0.629477 0.492031 0.335235 0.129421 0.0267345 0.0451223 0.182332 0.383933 0.535555 0.666269 0.77311 0.856042 
9.53908 0.996284 1 0.995366 0.979881 0.950616 0.904347 0.83782 0.748261 0.634139 0.496187 0.338356 0.130704 0.0270075 0.0455807 0.184112 0.387416 0.539919 0.67098 0.777685 0.860106 
9.61924 0.995497 0.999969 0.996177 0.981596 0.953253 0.907852 0.842038 0.752911 0.638811 0.500365 0.341502 0.132 0.0272834 0.0460439 0.185909 0.390925 0.544303 0.675696 0.782243 0.864133 
9.6994 0.994636 0.99986 0.99691 0.983237 0.955824 0.911305 0.846223 0.757551 0.643491 0.504565 0.344672 0.133309 0.0275622 0.046512 0.187723 0.394459 0.548705 0.680415 0.786784 0.868121 
9.77956 0.993702 0.999675 0.997566 0.984804 0.958329 0.914706 0.850375 0.762178 0.648179 0.508787 0.347868 0.13463 0.027844 0.0469849 0.189554 0.398019 0.553127 0.685136 0.791305 0.87207 
9.85972 0.992695 0.999412 0.998143 0.986295 0.960767 0.918053 0.854491 0.766792 0.652875 0.513031 0.351089 0.135965 0.0281288 0.0474627 0.191402 0.401604 0.557566 0.689858 0.795807 0.875977 
9.93988 0.991615 0.999073 0.998642 0.987711 0.963137 0.921345 0.858571 0.771391 0.657577 0.517296 0.354334 0.137312 0.0284165 0.0479455 0.193266 0.405214 0.562023 0.694582 0.800287 0.879842 
10.02 0.990463 0.998658 0.999063 0.989051 0.965439 0.924582 0.862614 0.775975 0.662285 0.521582 0.357605 0.138672 0.0287073 0.0484334 0.195148 0.408849 0.566498 0.699304 0.804745 0.883664 
10.1002 0.989241 0.998166 0.999406 0.990315 0.967671 0.927762 0.866619 0.780543 0.666997 0.525889 0.360902 0.140045 0.0290012 0.0489263 0.197047 0.41251 0.57099 0.704026 0.80918 0.887441 
10.1804 0.987948 0.9976 0.999672 0.991502 0.969832 0.930884 0.870583 0.785092 0.671714 0.530216 0.364223 0.141432 0.0292982 0.0494243 0.198964 0.416196 0.575498 0.708746 0.81359 0.891173 
10.2605 0.986585 0.996957 0.999859 0.992612 0.971923 0.933948 0.874507 0.789623 0.676435 0.534562 0.36757 0.142832 0.0295983 0.0499275 0.200898 0.419907 0.580022 0.713462 0.817975 0.894858 
10.3407 0.985153 0.996241 0.999968 0.993645 0.973943 0.936951 0.878389 0.794134 0.681157 0.538929 0.370941 0.144245 0.0299016 0.0504359 0.202849 0.423642 0.584561 0.718175 0.822333 0.898495 
10.4208 0.983652 0.99545 1 0.994601 0.97589 0.939894 0.882228 0.798623 0.685882 0.543314 0.374338 0.145672 0.030208 0.0509496 0.204818 0.427403 0.589116 0.722883 0.826663 0.902083 
10.501 0.982084 0.994585 0.999954 0.995479 0.977765 0.942775 0.886022 0.803091 0.690608 0.547719 0.37776 0.147112 0.0305177 0.0514686 0.206805 0.431188 0.593684 0.727586 0.830963 0.905621 
10.5812 0.980449 0.993647 0.999831 0.99628 0.979567 0.945594 0.889771 0.807536 0.695333 0.552141 0.381207 0.148566 0.0308307 0.051993 0.208809 0.434998 0.598267 0.732281 0.835234 0.909107 
10.6613 0.978748 0.992636 0.999631 0.997002 0.981294 0.948349 0.893473 0.811956 0.700058 0.556582 0.38468 0.150034 0.0311469 0.0525228 0.210832 0.438832 0.602863 0.736969 0.839473 0.912541 
10.7415 0.976981 0.991553 0.999355 0.997647 0.982948 0.95104 0.897128 0.81635 0.704781 0.56104 0.388177 0.151515 0.0314665 0.053058 0.212872 0.442691 0.607471 0.741648 0.843679 0.915922 
10.8216 0.97515 0.990399 0.999002 0.998214 0.984527 0.953666 0.900734 0.820718 0.709502 0.565515 0.3917 0.153011 0.0317894 0.0535988 0.214931 0.446574 0.612091 0.746318 0.847852 0.919249 
10.9018 0.973255 0.989174 0.998573 0.998702 0.986031 0.956226 0.90429 0.825058 0.714219 0.570006 0.395247 0.154521 0.0321158 0.0541452 0.217008 0.450481 0.616723 0.750977 0.85199 0.92252 
10.982 0.971297 0.987878 0.998068 0.999113 0.987459 0.958719 0.907795 0.829369 0.718932 0.574514 0.39882 0.156045 0.0324455 0.0546972 0.219103 0.454412 0.621366 0.755624 0.856092 0.925734 
11.0621 0.969278 0.986514 0.997488 0.999446 0.988811 0.961144 0.911247 0.83365 0.723639 0.579037 0.402418 0.157583 0.0327787 0.0552549 0.221216 0.458366 0.626019 0.760259 0.860156 0.928892 
11.1423 0.967197 0.98508 0.996833 0.999701 0.990087 0.963501 0.914647 0.8379 0.72834 0.583576 0.40604 0.159136 0.0331154 0.0558183 0.223348 0.462345 0.630682 0.764879 0.864183 0.93199 
11.2224 0.965056 0.983579 0.996104 0.999878 0.991287 0.965789 0.917993 0.842117 0.733034 0.588129 0.409687 0.160703 0.0334557 0.0563875 0.225499 0.466346 0.635353 0.769485 0.868169 0.935029 
11.3026 0.962856 0.98201 0.995301 0.999978 0.99241 0.968007 0.921283 0.846301 0.73772 0.592696 0.413359 0.162284 0.0337995 0.0569626 0.227668 0.470371 0.640033 0.774075 0.872115 0.938008 
11.3828 0.960598 0.980374 0.994425 1 0.993455 0.970155 0.924517 0.85045 0.742396 0.597277 0.417056 0.163881 0.034147 0.0575436 0.229856 0.474418 0.64472 0.778649 0.87602 0.940926 
11.4629 0.958282 0.978673 0.993476 0.999945 0.994424 0.972232 0.927695 0.854563 0.747063 0.60187 0.420777 0.165492 0.034498 0.0581305 0.232063 0.478489 0.649414 0.783204 0.879881 0.943781 
11.5431 0.95591 0.976907 0.992454 0.999813 0.995315 0.974237 0.930813 0.858639 0.751718 0.606476 0.424522 0.167117 0.0348528 0.0587235 0.234289 0.482582 0.654114 0.78774 0.883698 0.946574 
11.6232 0.953483 0.975077 0.991361 0.999605 0.996129 0.97617 0.933873 0.862677 0.756361 0.611094 0.428292 0.168758 0.0352112 0.0593225 0.236533 0.486697 0.65882 0.792256 0.88747 0.949302 
11.7034 0.951001 0.973184 0.990198 0.99932 0.996865 0.97803 0.936873 0.866676 0.760991 0.615722 0.432086 0.170414 0.0355735 0.0599277 0.238797 0.490834 0.66353 0.796751 0.891196 0.951966 
11.7836 0.948466 0.971229 0.988964 0.99896 0.997523 0.979817 0.939812 0.870634 0.765606 0.620362 0.435905 0.172085 0.0359395 0.0605391 0.24108 0.494993 0.668243 0.801223 0.894875 0.954564 
11.8637 0.945878 0.969212 0.98766 0.998523 0.998104 0.98153 0.942688 0.874551 0.770206 0.625011 0.439747 0.173771 0.0363093 0.0611567 0.243382 0.499174 0.67296 0.805672 0.898505 0.957096 
11.9439 0.943239 0.967134 0.986288 0.998012 0.998607 0.983169 0.945502 0.878425 0.77479 0.62967 0.443613 0.175473 0.036683 0.0617806 0.245703 0.503376 0.677679 0.810096 0.902085 0.959561 
12.024 0.94055 0.964997 0.984847 0.997426 0.999033 0.984734 0.948253 0.882256 0.779357 0.634337 0.447503 0.17719 0.0370606 0.0624109 0.248044 0.507598 0.6824 0.814495 0.905615 0.961958 
12.1042 0.937811 0.962802 0.983339 0.996765 0.999381 0.986223 0.950939 0.886041 0.783905 0.639012 0.451416 0.178922 0.0374422 0.0630476 0.250404 0.511842 0.687121 0.818867 0.909093 0.964286 
12.1844 0.935025 0.960548 0.981765 0.996031 0.999651 0.987637 0.95356 0.889781 0.788434 0.643694 0.455353 0.18067 0.0378278 0.0636908 0.252783 0.516106 0.691842 0.823211 0.912519 0.966545 
12.2645 0.93219 0.958238 0.980124 0.995224 0.999845 0.988975 0.956115 0.893473 0.792941 0.648383 0.459313 0.182434 0.0382173 0.0643406 0.255182 0.520389 0.696562 0.827526 0.915891 0.968734 
12.3447 0.92931 0.955872 0.978419 0.994344 0.999961 0.990238 0.958602 0.897117 0.797428 0.653078 0.463296 0.184214 0.038611 0.064997 0.257601 0.524692 0.70128 0.831811 0.919208 0.970853 
12.4248 0.926385 0.953451 0.976649 0.993391 1 0.991424 0.961023 0.900713 0.801891 0.657777 0.467302 0.186009 0.0390087 0.06566 0.260039 0.529015 0.705996 0.836064 0.922469 0.972901 
12.505 0.923415 0.950977 0.974816 0.992368 0.999963 0.992534 0.963375 0.904257 0.806331 0.662481 0.47133 0.18782 0.0394107 0.0663298 0.262497 0.533357 0.710707 0.840285 0.925674 0.974877 
12.5852 0.920402 0.948449 0.972921 0.991273 0.999849 0.993567 0.965659 0.907751 0.810745 0.667189 0.475381 0.189648 0.0398168 0.0670063 0.264975 0.537717 0.715414 0.844473 0.928821 0.976781 
12.6653 0.917348 0.94587 0.970964 0.990108 0.999659 0.994523 0.967873 0.911192 0.815134 0.671899 0.479454 0.191491 0.0402271 0.0676898 0.267472 0.542095 0.720116 0.848626 0.93191 0.978612 
12.7455 0.914252 0.94324 0.968946 0.988874 0.999393 0.995403 0.970016 0.91458 0.819495 0.676612 0.483549 0.193351 0.0406417 0.0683801 0.26999 0.546491 0.724811 0.852743 0.934939 0.98037 
12.8257 0.911116 0.940561 0.966869 0.98757 0.999052 0.996205 0.972089 0.917913 0.823828 0.681326 0.487666 0.195227 0.0410606 0.0690775 0.272527 0.550905 0.729498 0.856823 0.937908 0.982054 
12.9058 0.907942 0.937832 0.964733 0.986199 0.998636 0.996931 0.974091 0.921192 0.828132 0.68604 0.491804 0.197119 0.0414839 0.0697818 0.275084 0.555335 0.734178 0.860866 0.940815 0.983665 
12.986 0.90473 0.935056 0.962539 0.98476 0.998145 0.997579 0.976021 0.924413 0.832405 0.690753 0.495963 0.199028 0.0419116 0.0704933 0.277661 0.559782 0.738848 0.864869 0.94366 0.985201 
13.0661 0.901481 0.932234 0.960288 0.983255 0.99758 0.998151 0.977878 0.927578 0.836647 0.695466 0.500144 0.200953 0.0423438 0.071212 0.280258 0.564245 0.743508 0.868832 0.946443 0.986662 
13.1463 0.898197 0.929365 0.957981 0.981684 0.996942 0.998645 0.979663 0.930684 0.840856 0.700176 0.504344 0.202895 0.0427804 0.071938 0.282875 0.568723 0.748157 0.872753 0.949161 0.988048 
13.2265 0.894878 0.926453 0.95562 0.980047 0.99623 0.999062 0.981374 0.933732 0.845031 0.704883 0.508565 0.204853 0.0432216 0.0726712 0.285512 0.573217 0.752794 0.876633 0.951815 0.989359 
13.3066 0.891525 0.923496 0.953204 0.978347 0.995446 0.999403 0.983012 0.936719 0.849171 0.709587 0.512807 0.206828 0.0436674 0.0734119 0.288169 0.577725 0.757417 0.880468 0.954404 0.990594 
13.3868 0.88814 0.920498 0.950735 0.976583 0.99459 0.999667 0.984575 0.939646 0.853274 0.714285 0.517067 0.20882 0.0441178 0.0741599 0.290846 0.582247 0.762026 0.884259 0.956927 0.991754 
13.4669 0.884723 0.917458 0.948215 0.974757 0.993662 0.999854 0.986065 0.94251 0.857341 0.718978 0.521347 0.210829 0.0445729 0.0749155 0.293544 0.586783 0.76662 0.888005 0.959382 0.992837 
13.5471 0.881276 0.914377 0.945643 0.972869 0.992664 0.999965 0.987479 0.945313 0.86137 0.723665 0.525646 0.212855 0.0450327 0.0756787 0.296261 0.591332 0.771198 0.891704 0.961771 0.993844 
13.6273 0.8778 0.911258 0.943021 0.970921 0.991595 1 0.988819 0.948052 0.865359 0.728344 0.529964 0.214898 0.0454973 0.0764495 0.298998 0.595893 0.775759 0.895355 0.964091 0.994775 
13.7074 0.874295 0.9081 0.940351 0.968912 0.990457 0.999959 0.990083 0.950727 0.869308 0.733014 0.5343 0.216958 0.0459667 0.0772281 0.301756 0.600466 0.780301 0.898957 0.966343 0.99563 
13.7876 0.870762 0.904905 0.937633 0.966845 0.98925 0.999843 0.991272 0.953337 0.873215 0.737675 0.538654 0.219035 0.046441 0.0780144 0.304533 0.605051 0.784824 0.90251 0.968525 0.996408 
13.8677 0.867203 0.901674 0.934867 0.96472 0.987974 0.999651 0.992385 0.955881 0.877079 0.742326 0.543025 0.22113 0.0469202 0.0788086 0.307331 0.609646 0.789327 0.906011 0.970637 0.99711 
13.9479 0.863619 0.898407 0.932057 0.962538 0.986632 0.999385 0.993423 0.958359 0.8809 0.746966 0.547414 0.223242 0.0474044 0.0796108 0.310148 0.614252 0.793808 0.909461 0.972679 0.997736 
14.0281 0.860011 0.895107 0.929201 0.9603 0.985223 0.999045 0.994384 0.96077 0.884676 0.751593 0.551819 0.225371 0.0478936 0.0804209 0.312986 0.618867 0.798267 0.912858 0.97465 0.998285 
14.1082 0.856379 0.891774 0.926301 0.958007 0.983748 0.99863 0.99527 0.963114 0.888407 0.756207 0.55624 0.227517 0.0483878 0.0812391 0.315843 0.623491 0.802702 0.916201 0.976549 0.998757 
14.1884 0.852724 0.888409 0.923359 0.95566 0.982207 0.998142 0.996079 0.965389 0.89209 0.760807 0.560677 0.229681 0.0488872 0.0820655 0.318721 0.628124 0.807112 0.91949 0.978376 0.999154 
14.2685 0.849048 0.885013 0.920376 0.953259 0.980603 0.99758 0.996812 0.967595 0.895726 0.765391 0.56513 0.231862 0.0493917 0.0829001 0.321618 0.632764 0.811497 0.922723 0.980131 0.999474 
14.3487 0.845351 0.881587 0.917352 0.950807 0.978935 0.996947 0.997469 0.969732 0.899313 0.769959 0.569597 0.234061 0.0499015 0.0837429 0.324536 0.637411 0.815855 0.925899 0.981814 0.999719 
14.4289 0.841635 0.878132 0.914288 0.948304 0.977205 0.996241 0.998051 0.971799 0.90285 0.77451 0.574079 0.236277 0.0504165 0.0845941 0.327473 0.642065 0.820186 0.929018 0.983423 0.999888 
14.509 0.8379 0.874649 0.911186 0.94575 0.975413 0.995463 0.998556 0.973795 0.906336 0.779043 0.578574 0.238512 0.0509369 0.0854538 0.33043 0.646724 0.824487 0.932079 0.984958 0.999982 
14.5892 0.834148 0.871139 0.908046 0.943148 0.97356 0.994615 0.998985 0.975721 0.90977 0.783556 0.583083 0.240763 0.0514626 0.086322 0.333407 0.651388 0.828759 0.93508 0.98642 1 
14.6693 0.830378 0.867604 0.90487 0.940497 0.971647 0.993697 0.999339 0.977575 0.913151 0.78805 0.587605 0.243033 0.0519938 0.0871987 0.336403 0.656056 0.832999 0.938021 0.987808 0.999944 
14.7495 0.826593 0.864043 0.901659 0.937799 0.969675 0.992708 0.999617 0.979357 0.916479 0.792521 0.592139 0.24532 0.0525305 0.0880841 0.339419 0.660727 0.837207 0.940902 0.989121 0.999813 
14.8297 0.822792 0.860459 0.898414 0.935056 0.967645 0.991651 0.99982 0.981066 0.919752 0.796971 0.596684 0.247625 0.0530727 0.0889782 0.342455 0.665402 0.841382 0.94372 0.99036 0.999607 
14.9098 0.818977 0.856852 0.895135 0.932268 0.965557 0.990526 0.999947 0.982704 0.92297 0.801396 0.601241 0.249948 0.0536204 0.0898812 0.34551 0.670078 0.845523 0.946477 0.991524 0.999328 
14.99 0.815149 0.853223 0.891824 0.929435 0.963414 0.989333 1 0.984268 0.926131 0.805798 0.605809 0.252289 0.0541739 0.090793 0.348584 0.674755 0.849629 0.94917 0.992614 0.998976 
15.0701 0.811309 0.849572 0.888481 0.92656 0.961215 0.988073 0.999978 0.985759 0.929234 0.810173 0.610387 0.254647 0.054733 0.0917138 0.351678 0.679433 0.853698 0.951799 0.993628 0.998551 
15.1503 0.807457 0.845902 0.885109 0.923643 0.958962 0.986746 0.999882 0.987176 0.93228 0.814522 0.614974 0.257023 0.0552979 0.0926436 0.35479 0.68411 0.857729 0.954364 0.994567 0.998053 
15.2305 0.803594 0.842213 0.881708 0.920685 0.956655 0.985355 0.999712 0.98852 0.935266 0.818844 0.61957 0.259418 0.0558687 0.0935826 0.357922 0.688787 0.861722 0.956863 0.995432 0.997483 
15.3106 0.799721 0.838505 0.878278 0.917688 0.954297 0.983899 0.999469 0.989789 0.938192 0.823137 0.624174 0.26183 0.0564453 0.0945307 0.361073 0.693461 0.865676 0.959296 0.996221 0.996842 
15.3908 0.795839 0.83478 0.874821 0.914652 0.951886 0.982379 0.999152 0.990985 0.941058 0.8274 0.628785 0.26426 0.0570278 0.0954881 0.364243 0.698132 0.869589 0.961663 0.996935 0.99613 
15.4709 0.791949 0.831039 0.871338 0.911578 0.949426 0.980795 0.998763 0.992106 0.943863 0.831632 0.633404 0.266708 0.0576163 0.0964548 0.367431 0.7028 0.87346 0.963962 0.997574 0.995347 
15.5511 0.788051 0.827282 0.86783 0.908468 0.946916 0.97915 0.998301 0.993153 0.946605 0.835832 0.638029 0.269174 0.0582109 0.0974309 0.370638 0.707463 0.877289 0.966194 0.998138 0.994495 
15.6313 0.784147 0.82351 0.864297 0.905322 0.944358 0.977444 0.997768 0.994125 0.949284 0.839999 0.642659 0.271658 0.0588116 0.0984166 0.373863 0.71212 0.881073 0.968358 0.998627 0.993573 
15.7114 0.780236 0.819725 0.860741 0.902142 0.941752 0.975677 0.997164 0.995022 0.9519 0.844132 0.647294 0.27416 0.0594185 0.0994118 0.377106 0.716772 0.884814 0.970453 0.999042 0.992584 
15.7916 0.77632 0.815927 0.857164 0.898928 0.9391 0.97385 0.996489 0.995845 0.954451 0.84823 0.651933 0.276679 0.0600315 0.100417 0.380368 0.721416 0.888508 0.972478 0.999382 0.991526 
15.8717 0.772399 0.812116 0.853564 0.895681 0.936403 0.971965 0.995744 0.996594 0.956937 0.852293 0.656576 0.279217 0.0606509 0.101431 0.383647 0.726052 0.892156 0.974434 0.999647 0.990401 
15.9519 0.768475 0.808295 0.849945 0.892403 0.933662 0.970022 0.994929 0.997267 0.959358 0.856318 0.661222 0.281772 0.0612767 0.102456 0.386945 0.73068 0.895756 0.976319 0.999839 0.98921 
16.0321 0.764547 0.804463 0.846305 0.889095 0.930877 0.968022 0.994045 0.997867 0.961713 0.860304 0.665869 0.284345 0.0619088 0.10349 0.39026 0.735297 0.899308 0.978134 0.999956 0.987953 
16.1122 0.760617 0.800622 0.842648 0.885757 0.92805 0.965966 0.993094 0.998392 0.964 0.864252 0.670518 0.286936 0.0625475 0.104534 0.393592 0.739903 0.90281 0.979878 1 0.986632 
16.1924 0.756685 0.796771 0.838972 0.882391 0.925182 0.963856 0.992074 0.998843 0.966221 0.868159 0.675167 0.289545 0.0631927 0.105589 0.396941 0.744498 0.906261 0.98155 0.999971 0.985246 
16.2725 0.752752 0.792913 0.83528 0.878997 0.922274 0.961691 0.990988 0.999219 0.968373 0.872026 0.679816 0.292172 0.0638444 0.106653 0.400308 0.749081 0.909661 0.983151 0.999868 0.983796 
16.3527 0.748818 0.789047 0.831573 0.875577 0.919327 0.959473 0.989835 0.999522 0.970458 0.87585 0.684464 0.294816 0.0645029 0.107728 0.403691 0.753649 0.913009 0.98468 0.999694 0.982285 
16.4329 0.744885 0.785175 0.82785 0.872132 0.916342 0.957203 0.988617 0.999751 0.972473 0.87963 0.68911 0.297478 0.0651681 0.108813 0.407091 0.758203 0.916303 0.986137 0.999447 0.980711 
16.513 0.740952 0.781297 0.824113 0.868662 0.91332 0.954882 0.987335 0.999907 0.974419 0.883367 0.693753 0.300158 0.0658401 0.109909 0.410507 0.762742 0.919544 0.987522 0.999128 0.979077 
16.5932 0.737021 0.777414 0.820363 0.865168 0.910261 0.952511 0.985988 0.99999 0.976296 0.887058 0.698393 0.302855 0.066519 0.111014 0.413939 0.767264 0.922729 0.988833 0.998738 0.977382 
16.6733 0.733092 0.773527 0.8166 0.861652 0.907168 0.950091 0.984578 1 0.978103 0.890704 0.703028 0.30557 0.0672048 0.112131 0.417387 0.771768 0.925859 0.990073 0.998277 0.975628 
16.7535 0.729165 0.769636 0.812826 0.858114 0.90404 0.947622 0.983106 0.999938 0.979839 0.894302 0.707658 0.308302 0.0678976 0.113258 0.420851 0.776255 0.928931 0.991239 0.997746 0.973816 
16.8337 0.725241 0.765743 0.809041 0.854555 0.90088 0.945107 0.981572 0.999803 0.981504 0.897852 0.712282 0.311051 0.0685974 0.114396 0.42433 0.780722 0.931947 0.992332 0.997146 0.971947 
16.9138 0.721322 0.761847 0.805247 0.850977 0.897688 0.942545 0.979978 0.999597 0.983099 0.901353 0.7169 0.313818 0.0693044 0.115544 0.427824 0.785168 0.934904 0.993352 0.996476 0.970021 
16.994 0.717406 0.75795 0.801443 0.847379 0.894465 0.939938 0.978323 0.999319 0.984622 0.904804 0.721509 0.316602 0.0700186 0.116704 0.431333 0.789593 0.937803 0.9943 0.995737 0.96804 
17.0741 0.713495 0.754051 0.79763 0.843764 0.891212 0.937287 0.97661 0.998971 0.986073 0.908205 0.72611 0.319403 0.0707401 0.117874 0.434856 0.793996 0.940642 0.995174 0.994931 0.966004 
17.1543 0.70959 0.750153 0.793811 0.840132 0.887929 0.934593 0.974838 0.998552 0.987453 0.911553 0.730701 0.322221 0.071469 0.119055 0.438394 0.798375 0.94342 0.995975 0.994057 0.963914 
17.2345 0.70569 0.746254 0.789984 0.836483 0.884619 0.931857 0.973009 0.998064 0.988761 0.91485 0.735282 0.325056 0.0722052 0.120248 0.441945 0.80273 0.946137 0.996703 0.993117 0.961771 
17.3146 0.701797 0.742357 0.786151 0.83282 0.881282 0.92908 0.971124 0.997506 0.989997 0.918093 0.739852 0.327908 0.0729489 0.121451 0.44551 0.80706 0.948792 0.997358 0.99211 0.959577 
17.3948 0.69791 0.738461 0.782313 0.829141 0.877919 0.926263 0.969183 0.99688 0.991161 0.921281 0.74441 0.330776 0.0737002 0.122666 0.449088 0.811364 0.951386 0.99794 0.991038 0.957332 
17.4749 0.694031 0.734568 0.77847 0.82545 0.874531 0.923406 0.967188 0.996185 0.992253 0.924415 0.748954 0.333661 0.0744592 0.123893 0.452679 0.81564 0.953916 0.99845 0.989902 0.955037 
17.5551 0.69016 0.730677 0.774623 0.821745 0.871119 0.920512 0.965139 0.995423 0.993273 0.927493 0.753484 0.336563 0.0752258 0.125131 0.456283 0.819888 0.956382 0.998887 0.988701 0.952693 
17.6353 0.686297 0.72679 0.770774 0.818029 0.867684 0.917581 0.963037 0.994593 0.99422 0.930514 0.757999 0.339481 0.0760002 0.12638 0.459899 0.824106 0.958784 0.999251 0.987438 0.950301 
17.7154 0.682442 0.722906 0.766921 0.814301 0.864226 0.914614 0.960884 0.993698 0.995095 0.933478 0.762499 0.342415 0.0767824 0.127641 0.463526 0.828294 0.961122 0.999544 0.986112 0.947862 
17.7956 0.678596 0.719027 0.763067 0.810563 0.860747 0.911611 0.95868 0.992737 0.995897 0.936384 0.766981 0.345365 0.0775726 0.128914 0.467165 0.832451 0.963394 0.999765 0.984724 0.945378 
17.8758 0.67476 0.715153 0.759211 0.806816 0.857248 0.908575 0.956426 0.991711 0.996628 0.939231 0.771446 0.348331 0.0783708 0.130198 0.470816 0.836576 0.9656 0.999914 0.983276 0.942848 
17.9559 0.670934 0.711285 0.755355 0.80306 0.85373 0.905506 0.954123 0.99062 0.997286 0.942018 0.775892 0.351312 0.0791771 0.131494 0.474476 0.840667 0.96774 0.999993 0.981767 0.940275 
18.0361 0.667118 0.707422 0.751499 0.799296 0.850193 0.902405 0.951773 0.989466 0.997873 0.944746 0.780318 0.35431 0.0799915 0.132802 0.478147 0.844724 0.969814 1 0.9802 0.937658 
18.1162 0.663313 0.703566 0.747643 0.795525 0.846638 0.899273 0.949376 0.98825 0.998388 0.947412 0.784724 0.357322 0.0808141 0.134123 0.481828 0.848746 0.97182 0.999937 0.978574 0.935 
18.1964 0.659519 0.699716 0.743789 0.791747 0.843067 0.89611 0.946932 0.986971 0.998831 0.950018 0.789108 0.36035 0.0816451 0.135455 0.485519 0.852732 0.973759 0.999804 0.976891 0.932301 
18.2766 0.655736 0.695874 0.739937 0.787964 0.839479 0.892919 0.944444 0.985631 0.999202 0.952561 0.79347 0.363393 0.0824844 0.136799 0.489218 0.856681 0.97563 0.999601 0.975151 0.929562 
18.3567 0.651965 0.69204 0.736087 0.784175 0.835877 0.8897 0.941912 0.98423 0.999503 0.955041 0.797808 0.366451 0.0833322 0.138156 0.492926 0.860591 0.977433 0.999329 0.973355 0.926784 
18.4369 0.648206 0.688214 0.73224 0.780383 0.832261 0.886454 0.939337 0.98277 0.999733 0.957459 0.802121 0.369523 0.0841886 0.139525 0.496642 0.864462 0.979168 0.998988 0.971505 0.923968 
18.517 0.64446 0.684397 0.728397 0.776587 0.828631 0.883182 0.93672 0.981251 0.999892 0.959812 0.806409 0.37261 0.0850535 0.140907 0.500365 0.868294 0.980834 0.998579 0.969601 0.921115 
18.5972 0.640726 0.680589 0.724557 0.772787 0.824989 0.879884 0.934062 0.979674 0.999981 0.962102 0.810671 0.375711 0.0859272 0.142301 0.504096 0.872084 0.982431 0.998102 0.967643 0.918226 
18.6774 0.637005 0.676791 0.720723 0.768986 0.821335 0.876562 0.931365 0.97804 1 0.964327 0.814905 0.378826 0.0868097 0.143708 0.507833 0.875833 0.983958 0.997558 0.965634 0.915302 
18.7575 0.633298 0.673003 0.716893 0.765183 0.81767 0.873217 0.928628 0.97635 0.99995 0.966487 0.819111 0.381955 0.087701 0.145127 0.511577 0.879539 0.985417 0.996947 0.963574 0.912345 
18.8377 0.629604 0.669225 0.713069 0.761379 0.813995 0.86985 0.925854 0.974604 0.99983 0.968581 0.823288 0.385098 0.0886013 0.146559 0.515326 0.883201 0.986806 0.99627 0.961463 0.909354 
18.9178 0.625924 0.665457 0.709252 0.757575 0.810311 0.866461 0.923042 0.972804 0.999642 0.970609 0.827435 0.388253 0.0895106 0.148004 0.519081 0.886819 0.988125 0.995528 0.959303 0.906332 
18.998 0.622258 0.661701 0.705441 0.753771 0.806618 0.863052 0.920195 0.97095 0.999385 0.972571 0.83155 0.391422 0.090429 0.149462 0.52284 0.890391 0.989374 0.994722 0.957095 0.903278 
19.0782 0.618607 0.657956 0.701637 0.749968 0.802918 0.859624 0.917313 0.969043 0.999061 0.974467 0.835633 0.394604 0.0913566 0.150932 0.526603 0.893917 0.990554 0.993851 0.95484 0.900195 
19.1583 0.614971 0.654223 0.69784 0.746166 0.799211 0.856176 0.914396 0.967085 0.99867 0.976295 0.839683 0.397798 0.0922935 0.152416 0.530371 0.897396 0.991664 0.992916 0.952538 0.897083 
19.2385 0.611349 0.650502 0.694052 0.742367 0.795497 0.852711 0.911447 0.965075 0.998212 0.978056 0.8437 0.401004 0.0932398 0.153913 0.534141 0.900827 0.992704 0.991919 0.950191 0.893942 
19.3186 0.607743 0.646794 0.690272 0.73857 0.791778 0.849229 0.908466 0.963016 0.997688 0.97975 0.847681 0.404223 0.0941956 0.155423 0.537913 0.904209 0.993674 0.99086 0.9478 0.890775 
19.3988 0.604151 0.643098 0.686501 0.734776 0.788053 0.84573 0.905454 0.960908 0.997098 0.981376 0.851626 0.407453 0.0951609 0.156947 0.541688 0.907542 0.994574 0.989739 0.945365 0.887581 
