T 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0 0.000159973 0.000163548 0.000167162 0.000170816 0.000174509 0.000178242 0.000182014 0.000185826 0.000189677 0.000193568 0.000197498 0.000201468 0.000205477 0.000209526 0.000213614 0.000217741 0.000221909 0.000226115 0.000230362 0.000234647 0.000238972 0.000243337 0.000247741 0.000252185 0.000256668 0.000261191 0.000265753 0.000270355 0.000274996 0.000279677 0.000284397 0.000289157 0.000293956 0.000298795 0.000303673 0.00030859 0.000313548 0.000318544 0.000323581 0.000328656 0.000333771 0.000338926 0.00034412 0.000349354 0.000354627 0.00035994 0.000365292 
0.0250156 0.000151724 0.000155114 0.000158542 0.000162007 0.00016551 0.00016905 0.000172628 0.000176243 0.000179896 0.000183586 0.000187313 0.000191078 0.000194881 0.000198721 0.000202598 0.000206513 0.000210465 0.000214455 0.000218482 0.000222547 0.000226649 0.000230789 0.000234966 0.00023918 0.000243432 0.000247722 0.000252049 0.000256413 0.000260815 0.000265254 0.000269731 0.000274245 0.000278797 0.000283386 0.000288013 0.000292677 0.000297378 0.000302117 0.000306894 0.000311708 0.000316559 0.000321448 0.000326374 0.000331338 0.000336339 0.000341378 0.000346454 
0.0500313 0.000153536 0.000156966 0.000160435 0.000163942 0.000167486 0.000171069 0.000174689 0.000178348 0.000182044 0.000185778 0.00018955 0.00019336 0.000197208 0.000201094 0.000205017 0.000208979 0.000212978 0.000217016 0.000221091 0.000225204 0.000229356 0.000233545 0.000237772 0.000242036 0.000246339 0.00025068 0.000255059 0.000259475 0.000263929 0.000268422 0.000272952 0.00027752 0.000282126 0.00028677 0.000291452 0.000296172 0.00030093 0.000305725 0.000310559 0.00031543 0.00032034 0.000325287 0.000330272 0.000335295 0.000340356 0.000345455 0.000350592 
0.0750469 0.000147871 0.000151175 0.000154516 0.000157894 0.000161307 0.000164758 0.000168245 0.000171768 0.000175328 0.000178924 0.000182557 0.000186226 0.000189932 0.000193675 0.000197454 0.000201269 0.000205121 0.000209009 0.000212934 0.000216896 0.000220894 0.000224928 0.000228999 0.000233107 0.000237251 0.000241432 0.000245649 0.000249902 0.000254192 0.000258519 0.000262882 0.000267282 0.000271718 0.00027619 0.0002807 0.000285245 0.000289827 0.000294446 0.000299101 0.000303793 0.000308521 0.000313286 0.000318087 0.000322925 0.000327799 0.00033271 0.000337657 
0.100063 0.000151651 0.000155039 0.000158466 0.000161929 0.00016543 0.000168969 0.000172545 0.000176158 0.000179809 0.000183497 0.000187223 0.000190986 0.000194787 0.000198625 0.0002025 0.000206413 0.000210364 0.000214352 0.000218377 0.00022244 0.00022654 0.000230677 0.000234853 0.000239065 0.000243315 0.000247602 0.000251927 0.00025629 0.000260689 0.000265126 0.000269601 0.000274113 0.000278663 0.00028325 0.000287874 0.000292536 0.000297235 0.000301972 0.000306746 0.000311558 0.000316407 0.000321293 0.000326217 0.000331179 0.000336178 0.000341214 0.000346288 
0.125078 0.000152656 0.000156068 0.000159517 0.000163003 0.000166527 0.000170089 0.000173689 0.000177326 0.000181002 0.000184714 0.000188465 0.000192253 0.000196079 0.000199942 0.000203843 0.000207782 0.000211759 0.000215773 0.000219825 0.000223915 0.000228042 0.000232207 0.00023641 0.000240651 0.000244929 0.000249245 0.000253598 0.000257989 0.000262418 0.000266885 0.000271389 0.000275931 0.000280511 0.000285128 0.000289783 0.000294476 0.000299207 0.000303975 0.000308781 0.000313624 0.000318505 0.000323424 0.000328381 0.000333375 0.000338407 0.000343477 0.000348584 
0.150094 0.000149371 0.000152708 0.000156083 0.000159495 0.000162943 0.000166428 0.000169951 0.00017351 0.000177106 0.000180738 0.000184408 0.000188115 0.000191858 0.000195639 0.000199456 0.00020331 0.000207201 0.000211129 0.000215094 0.000219095 0.000223134 0.000227209 0.000231322 0.000235471 0.000239657 0.00024388 0.00024814 0.000252436 0.00025677 0.00026114 0.000265548 0.000269992 0.000274473 0.000278991 0.000283546 0.000288138 0.000292766 0.000297432 0.000302134 0.000306874 0.00031165 0.000316463 0.000321313 0.0003262 0.000331123 0.000336084 0.000341081 
0.175109 0.000150258 0.000153616 0.000157011 0.000160442 0.000163911 0.000167417 0.00017096 0.000174541 0.000178158 0.000181812 0.000185504 0.000189233 0.000192998 0.000196801 0.000200641 0.000204518 0.000208432 0.000212384 0.000216372 0.000220397 0.00022446 0.000228559 0.000232696 0.00023687 0.000241081 0.000245329 0.000249614 0.000253936 0.000258296 0.000262692 0.000267126 0.000271596 0.000276104 0.000280649 0.000285231 0.00028985 0.000294506 0.000299199 0.00030393 0.000308697 0.000313502 0.000318343 0.000323222 0.000328138 0.000333091 0.000338081 0.000343108 
0.200125 0.000142579 0.000145765 0.000148987 0.000152243 0.000155535 0.000158862 0.000162224 0.000165621 0.000169053 0.000172521 0.000176024 0.000179562 0.000183135 0.000186744 0.000190388 0.000194066 0.000197781 0.00020153 0.000205314 0.000209134 0.000212989 0.000216879 0.000220805 0.000224765 0.000228761 0.000232792 0.000236858 0.000240959 0.000245096 0.000249268 0.000253475 0.000257717 0.000261994 0.000266307 0.000270655 0.000275038 0.000279456 0.000283909 0.000288398 0.000292922 0.000297481 0.000302075 0.000306704 0.000311369 0.000316069 0.000320804 0.000325574 
0.225141 0.000153466 0.000156895 0.000160362 0.000163867 0.00016741 0.000170991 0.00017461 0.000178267 0.000181961 0.000185694 0.000189464 0.000193272 0.000197118 0.000201002 0.000204924 0.000208884 0.000212882 0.000216917 0.000220991 0.000225102 0.000229251 0.000233439 0.000237664 0.000241927 0.000246227 0.000250566 0.000254943 0.000259357 0.00026381 0.0002683 0.000272828 0.000277394 0.000281998 0.00028664 0.00029132 0.000296037 0.000300793 0.000305586 0.000310418 0.000315287 0.000320194 0.000325139 0.000330122 0.000335143 0.000340201 0.000345298 0.000350433 
