T 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0 0.000109083 0.00011152 0.000113985 0.000116476 0.000118994 0.00012154 0.000124112 0.000126711 0.000129337 0.00013199 0.00013467 0.000137377 0.000140111 0.000142871 0.000145659 0.000148474 0.000151315 0.000154184 0.000157079 0.000160002 0.000162951 0.000165927 0.00016893 0.00017196 0.000175017 0.000178101 0.000181212 0.00018435 0.000187515 0.000190706 0.000193925 0.00019717 0.000200443 0.000203742 0.000207069 0.000210422 0.000213802 0.000217209 0.000220643 0.000224104 0.000227592 0.000231107 0.000234649 0.000238218 0.000241814 0.000245436 0.000249086 
0.0250156 0.000103005 0.000105307 0.000107634 0.000109987 0.000112365 0.000114768 0.000117197 0.000119651 0.000122131 0.000124636 0.000127167 0.000129723 0.000132305 0.000134911 0.000137544 0.000140202 0.000142885 0.000145594 0.000148328 0.000151087 0.000153872 0.000156682 0.000159518 0.00016238 0.000165266 0.000168178 0.000171116 0.000174079 0.000177067 0.000180081 0.000183121 0.000186185 0.000189275 0.000192391 0.000195532 0.000198698 0.00020189 0.000205108 0.00020835 0.000211619 0.000214912 0.000218231 0.000221576 0.000224946 0.000228341 0.000231762 0.000235208 
0.0500313 0.000105443 0.000107799 0.000110181 0.000112589 0.000115024 0.000117484 0.00011997 0.000122483 0.000125021 0.000127586 0.000130176 0.000132793 0.000135435 0.000138104 0.000140798 0.000143519 0.000146266 0.000149039 0.000151837 0.000154662 0.000157513 0.00016039 0.000163293 0.000166222 0.000169177 0.000172158 0.000175165 0.000178198 0.000181257 0.000184342 0.000187454 0.000190591 0.000193754 0.000196943 0.000200159 0.0002034 0.000206668 0.000209961 0.000213281 0.000216626 0.000219998 0.000223395 0.000226819 0.000230269 0.000233744 0.000237246 0.000240774 
0.0750469 9.97029e-05 0.000101931 0.000104183 0.000106461 0.000108762 0.000111089 0.00011344 0.000115815 0.000118216 0.000120641 0.00012309 0.000125564 0.000128063 0.000130586 0.000133134 0.000135707 0.000138304 0.000140926 0.000143572 0.000146243 0.000148939 0.000151659 0.000154404 0.000157174 0.000159968 0.000162787 0.00016563 0.000168498 0.000171391 0.000174308 0.00017725 0.000180216 0.000183207 0.000186223 0.000189263 0.000192328 0.000195418 0.000198532 0.000201671 0.000204834 0.000208022 0.000211235 0.000214472 0.000217734 0.00022102 0.000224332 0.000227667 
0.100063 0.000104678 0.000107017 0.000109382 0.000111773 0.00011419 0.000116632 0.000119101 0.000121595 0.000124115 0.000126661 0.000129232 0.00013183 0.000134453 0.000137103 0.000139778 0.000142479 0.000145206 0.000147958 0.000150737 0.000153541 0.000156371 0.000159227 0.000162109 0.000165017 0.000167951 0.00017091 0.000173895 0.000176906 0.000179943 0.000183006 0.000186095 0.000189209 0.00019235 0.000195516 0.000198708 0.000201926 0.00020517 0.000208439 0.000211735 0.000215056 0.000218403 0.000221776 0.000225175 0.000228599 0.00023205 0.000235526 0.000239028 
0.125078 0.000105066 0.000107414 0.000109788 0.000112188 0.000114613 0.000117065 0.000119542 0.000122046 0.000124575 0.00012713 0.000129712 0.000132319 0.000134952 0.000137611 0.000140296 0.000143007 0.000145744 0.000148507 0.000151296 0.00015411 0.000156951 0.000159818 0.00016271 0.000165629 0.000168573 0.000171544 0.00017454 0.000177562 0.000180611 0.000183685 0.000186785 0.000189911 0.000193063 0.000196241 0.000199445 0.000202675 0.00020593 0.000209212 0.00021252 0.000215853 0.000219213 0.000222598 0.00022601 0.000229447 0.00023291 0.0002364 0.000239915 
0.150094 9.99416e-05 0.000102175 0.000104433 0.000106715 0.000109023 0.000111355 0.000113711 0.000116093 0.000118499 0.000120929 0.000123385 0.000125865 0.000128369 0.000130899 0.000133453 0.000136032 0.000138635 0.000141263 0.000143916 0.000146593 0.000149295 0.000152022 0.000154774 0.00015755 0.000160351 0.000163176 0.000166026 0.000168901 0.000171801 0.000174725 0.000177674 0.000180647 0.000183646 0.000186669 0.000189716 0.000192788 0.000195885 0.000199007 0.000202153 0.000205324 0.00020852 0.00021174 0.000214985 0.000218255 0.000221549 0.000224868 0.000228212 
0.175109 0.000101899 0.000104176 0.000106478 0.000108805 0.000111158 0.000113535 0.000115938 0.000118366 0.000120819 0.000123298 0.000125801 0.00012833 0.000130883 0.000133462 0.000136066 0.000138696 0.00014135 0.00014403 0.000146734 0.000149464 0.000152219 0.000155 0.000157805 0.000160635 0.000163491 0.000166372 0.000169278 0.000172209 0.000175165 0.000178147 0.000181154 0.000184185 0.000187242 0.000190324 0.000193432 0.000196564 0.000199722 0.000202905 0.000206112 0.000209346 0.000212604 0.000215887 0.000219196 0.00022253 0.000225888 0.000229272 0.000232682 
0.200125 9.73307e-05 9.95057e-05 0.000101705 0.000103928 0.000106175 0.000108446 0.000110741 0.00011306 0.000115403 0.00011777 0.000120161 0.000122577 0.000125016 0.000127479 0.000129967 0.000132478 0.000135013 0.000137573 0.000140156 0.000142764 0.000145395 0.000148051 0.00015073 0.000153434 0.000156162 0.000158913 0.000161689 0.000164489 0.000167313 0.000170161 0.000173032 0.000175928 0.000178848 0.000181792 0.00018476 0.000187752 0.000190768 0.000193808 0.000196872 0.000199961 0.000203073 0.000206209 0.000209369 0.000212554 0.000215762 0.000218994 0.000222251 
0.225141 0.000105801 0.000108165 0.000110555 0.000112972 0.000115414 0.000117883 0.000120378 0.000122899 0.000125446 0.000128019 0.000130618 0.000133244 0.000135895 0.000138573 0.000141277 0.000144006 0.000146763 0.000149545 0.000152353 0.000155187 0.000158048 0.000160935 0.000163847 0.000166786 0.000169751 0.000172742 0.00017576 0.000178803 0.000181873 0.000184968 0.00018809 0.000191238 0.000194412 0.000197612 0.000200838 0.000204091 0.000207369 0.000210674 0.000214005 0.000217362 0.000220745 0.000224154 0.000227589 0.00023105 0.000234538 0.000238052 0.000241591 
