T 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0 0.000171846 0.000175686 0.000179569 0.000183493 0.000187461 0.000191471 0.000195523 0.000199617 0.000203754 0.000207934 0.000212156 0.00021642 0.000220727 0.000225076 0.000229468 0.000233902 0.000238378 0.000242897 0.000247458 0.000252062 0.000256708 0.000261397 0.000266128 0.000270902 0.000275718 0.000280576 0.000285477 0.00029042 0.000295406 0.000300434 0.000305504 0.000310617 0.000315773 0.00032097 0.000326211 0.000331493 0.000336818 0.000342186 0.000347596 0.000353048 0.000358543 0.00036408 0.00036966 0.000375282 0.000380947 0.000386654 0.000392403 
0.0250156 0.000163105 0.000166749 0.000170434 0.00017416 0.000177925 0.000181731 0.000185577 0.000189463 0.00019339 0.000197357 0.000201364 0.000205411 0.000209499 0.000213627 0.000217795 0.000222004 0.000226252 0.000230541 0.000234871 0.00023924 0.00024365 0.0002481 0.000252591 0.000257122 0.000261692 0.000266304 0.000270955 0.000275647 0.000280379 0.000285151 0.000289964 0.000294817 0.00029971 0.000304643 0.000309617 0.000314631 0.000319685 0.00032478 0.000329915 0.00033509 0.000340305 0.000345561 0.000350856 0.000356193 0.000361569 0.000366986 0.000372443 
0.0500313 0.000167357 0.000171097 0.000174878 0.0001787 0.000182564 0.000186469 0.000190415 0.000194403 0.000198432 0.000202502 0.000206614 0.000210766 0.000214961 0.000219196 0.000223473 0.000227791 0.000232151 0.000236552 0.000240994 0.000245478 0.000250002 0.000254569 0.000259176 0.000263825 0.000268515 0.000273246 0.000278019 0.000282833 0.000287689 0.000292585 0.000297523 0.000302503 0.000307524 0.000312586 0.000317689 0.000322834 0.00032802 0.000333247 0.000338516 0.000343826 0.000349177 0.000354569 0.000360003 0.000365479 0.000370995 0.000376553 0.000382152 
0.0750469 0.00015997 0.000163544 0.000167159 0.000170812 0.000174505 0.000178238 0.00018201 0.000185822 0.000189673 0.000193563 0.000197494 0.000201463 0.000205472 0.000209521 0.000213609 0.000217737 0.000221904 0.00022611 0.000230356 0.000234642 0.000238967 0.000243332 0.000247736 0.000252179 0.000256663 0.000261185 0.000265747 0.000270349 0.00027499 0.000279671 0.000284391 0.00028915 0.000293949 0.000298788 0.000303666 0.000308584 0.000313541 0.000318537 0.000323573 0.000328649 0.000333764 0.000338919 0.000344113 0.000349346 0.000354619 0.000359932 0.000365284 
0.100063 0.000163736 0.000167395 0.000171094 0.000174834 0.000178614 0.000182435 0.000186296 0.000190197 0.000194139 0.000198121 0.000202144 0.000206207 0.00021031 0.000214454 0.000218639 0.000222863 0.000227129 0.000231434 0.00023578 0.000240167 0.000244594 0.000249061 0.000253569 0.000258117 0.000262706 0.000267335 0.000272005 0.000276715 0.000281465 0.000286256 0.000291087 0.000295959 0.000300871 0.000305823 0.000310816 0.00031585 0.000320923 0.000326038 0.000331192 0.000336387 0.000341623 0.000346899 0.000352215 0.000357572 0.000362969 0.000368407 0.000373885 
0.125078 0.000165928 0.000169635 0.000173384 0.000177174 0.000181005 0.000184876 0.000188789 0.000192742 0.000196737 0.000200773 0.000204849 0.000208967 0.000213125 0.000217324 0.000221565 0.000225846 0.000230168 0.000234532 0.000238936 0.000243381 0.000247867 0.000252395 0.000256963 0.000261572 0.000266222 0.000270913 0.000275645 0.000280418 0.000285232 0.000290087 0.000294983 0.000299919 0.000304897 0.000309916 0.000314976 0.000320077 0.000325218 0.000330401 0.000335625 0.000340889 0.000346195 0.000351541 0.000356929 0.000362357 0.000367827 0.000373337 0.000378889 
0.150094 0.000163334 0.000166984 0.000170674 0.000174405 0.000178175 0.000181987 0.000185838 0.00018973 0.000193662 0.000197634 0.000201647 0.0002057 0.000209794 0.000213927 0.000218102 0.000222316 0.000226571 0.000230866 0.000235201 0.000239577 0.000243993 0.000248449 0.000252946 0.000257483 0.000262061 0.000266678 0.000271336 0.000276035 0.000280774 0.000285553 0.000290372 0.000295232 0.000300132 0.000305072 0.000310053 0.000315074 0.000320135 0.000325237 0.000330379 0.000335561 0.000340784 0.000346047 0.00035135 0.000356694 0.000362078 0.000367502 0.000372967 
0.175109 0.000163738 0.000167397 0.000171096 0.000174836 0.000178616 0.000182437 0.000186298 0.000190199 0.000194141 0.000198123 0.000202146 0.000206209 0.000210312 0.000214456 0.000218641 0.000222866 0.000227131 0.000231437 0.000235783 0.000240169 0.000244596 0.000249064 0.000253572 0.00025812 0.000262709 0.000267338 0.000272007 0.000276717 0.000281468 0.000286259 0.00029109 0.000295962 0.000300874 0.000305826 0.000310819 0.000315853 0.000320927 0.000326041 0.000331196 0.000336391 0.000341626 0.000346902 0.000352219 0.000357576 0.000362973 0.000368411 0.000373889 
0.200125 0.000154291 0.000157739 0.000161225 0.000164749 0.000168311 0.000171911 0.000175549 0.000179225 0.00018294 0.000186692 0.000190483 0.000194311 0.000198178 0.000202083 0.000206026 0.000210007 0.000214026 0.000218084 0.000222179 0.000226313 0.000230484 0.000234694 0.000238942 0.000243227 0.000247551 0.000251913 0.000256314 0.000260752 0.000265228 0.000269743 0.000274295 0.000278886 0.000283515 0.000288181 0.000292886 0.000297629 0.00030241 0.00030723 0.000312087 0.000316982 0.000321916 0.000326887 0.000331897 0.000336945 0.000342031 0.000347155 0.000352317 
0.225141 0.000165023 0.000168711 0.000172439 0.000176208 0.000180018 0.000183869 0.00018776 0.000191692 0.000195665 0.000199678 0.000203733 0.000207828 0.000211963 0.00021614 0.000220357 0.000224615 0.000228914 0.000233253 0.000237634 0.000242055 0.000246516 0.000251019 0.000255562 0.000260146 0.000264771 0.000269436 0.000274142 0.000278889 0.000283677 0.000288506 0.000293375 0.000298285 0.000303235 0.000308227 0.000313259 0.000318332 0.000323446 0.0003286 0.000333795 0.000339031 0.000344308 0.000349625 0.000354984 0.000360382 0.000365822 0.000371303 0.000376824 
0.250156 0.000159718 0.000163287 0.000166895 0.000170543 0.00017423 0.000177957 0.000181723 0.000185529 0.000189374 0.000193258 0.000197182 0.000201146 0.000205149 0.000209191 0.000213272 0.000217394 0.000221554 0.000225754 0.000229994 0.000234272 0.000238591 0.000242948 0.000247346 0.000251782 0.000256258 0.000260774 0.000265329 0.000269923 0.000274557 0.00027923 0.000283943 0.000288695 0.000293486 0.000298317 0.000303188 0.000308098 0.000313047 0.000318035 0.000323064 0.000328131 0.000333238 0.000338385 0.000343571 0.000348796 0.000354061 0.000359365 0.000364709 
0.275172 0.000155985 0.00015947 0.000162994 0.000166557 0.000170158 0.000173798 0.000177476 0.000181193 0.000184948 0.000188741 0.000192574 0.000196444 0.000200354 0.000204301 0.000208288 0.000212312 0.000216376 0.000220478 0.000224618 0.000228797 0.000233014 0.00023727 0.000241564 0.000245897 0.000250269 0.000254679 0.000259127 0.000263614 0.00026814 0.000272704 0.000277306 0.000281947 0.000286627 0.000291345 0.000296101 0.000300896 0.00030573 0.000310602 0.000315513 0.000320462 0.000325449 0.000330476 0.00033554 0.000340644 0.000345785 0.000350965 0.000356184 
0.300188 0.00015662 0.00016012 0.000163658 0.000167235 0.000170851 0.000174505 0.000178198 0.00018193 0.000185701 0.00018951 0.000193358 0.000197244 0.000201169 0.000205133 0.000209136 0.000213177 0.000217257 0.000221375 0.000225532 0.000229728 0.000233963 0.000238236 0.000242548 0.000246898 0.000251288 0.000255716 0.000260182 0.000264687 0.000269231 0.000273814 0.000278435 0.000283095 0.000287794 0.000292531 0.000297307 0.000302121 0.000306975 0.000311867 0.000316797 0.000321767 0.000326775 0.000331821 0.000336907 0.000342031 0.000347193 0.000352394 0.000357634 
0.325203 0.000158518 0.000162061 0.000165642 0.000169262 0.000172922 0.000176621 0.000180359 0.000184136 0.000187952 0.000191807 0.000195702 0.000199635 0.000203608 0.00020762 0.000211671 0.000215761 0.00021989 0.000224059 0.000228267 0.000232513 0.000236799 0.000241124 0.000245488 0.000249892 0.000254334 0.000258816 0.000263336 0.000267896 0.000272495 0.000277133 0.000281811 0.000286527 0.000291282 0.000296077 0.000300911 0.000305784 0.000310696 0.000315647 0.000320638 0.000325667 0.000330736 0.000335844 0.000340991 0.000346177 0.000351402 0.000356666 0.00036197 
0.350219 0.000149148 0.000152481 0.000155851 0.000159257 0.0001627 0.000166181 0.000169698 0.000173251 0.000176842 0.000180469 0.000184134 0.000187835 0.000191573 0.000195347 0.000199159 0.000203007 0.000206893 0.000210815 0.000214773 0.000218769 0.000222802 0.000226871 0.000230977 0.00023512 0.0002393 0.000243517 0.00024777 0.000252061 0.000256388 0.000260752 0.000265152 0.00026959 0.000274065 0.000278576 0.000283124 0.000287709 0.000292331 0.000296989 0.000301685 0.000306417 0.000311186 0.000315992 0.000320834 0.000325714 0.00033063 0.000335584 0.000340574 
