T 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0 0.000141058 0.00014421 0.000147397 0.000150619 0.000153875 0.000157166 0.000160493 0.000163854 0.00016725 0.00017068 0.000174146 0.000177646 0.000181181 0.000184751 0.000188356 0.000191996 0.00019567 0.000199379 0.000203124 0.000206902 0.000210716 0.000214565 0.000218448 0.000222367 0.00022632 0.000230308 0.00023433 0.000238388 0.00024248 0.000246608 0.00025077 0.000254967 0.000259198 0.000263465 0.000267766 0.000272103 0.000276474 0.00028088 0.00028532 0.000289796 0.000294306 0.000298851 0.000303431 0.000308046 0.000312696 0.00031738 0.0003221 
0.0250156 0.000133907 0.000136899 0.000139924 0.000142983 0.000146074 0.000149199 0.000152356 0.000155547 0.000158771 0.000162027 0.000165317 0.00016864 0.000171996 0.000175385 0.000178807 0.000182262 0.00018575 0.000189272 0.000192826 0.000196413 0.000200034 0.000203687 0.000207374 0.000211093 0.000214846 0.000218632 0.000222451 0.000226303 0.000230188 0.000234106 0.000238057 0.000242041 0.000246058 0.000250108 0.000254192 0.000258308 0.000262457 0.00026664 0.000270856 0.000275104 0.000279386 0.000283701 0.000288049 0.000292429 0.000296843 0.00030129 0.000305771 
0.0500313 0.000135724 0.000138757 0.000141823 0.000144923 0.000148057 0.000151224 0.000154424 0.000157658 0.000160925 0.000164226 0.000167561 0.000170929 0.00017433 0.000177765 0.000181234 0.000184736 0.000188271 0.00019184 0.000195443 0.000199079 0.000202749 0.000206452 0.000210188 0.000213958 0.000217762 0.000221599 0.00022547 0.000229374 0.000233312 0.000237283 0.000241288 0.000245326 0.000249398 0.000253503 0.000257641 0.000261814 0.00026602 0.000270259 0.000274532 0.000278838 0.000283178 0.000287551 0.000291958 0.000296398 0.000300872 0.00030538 0.00030992 
0.0750469 0.000129614 0.00013251 0.000135438 0.000138399 0.000141391 0.000144415 0.000147472 0.00015056 0.00015368 0.000156833 0.000160017 0.000163233 0.000166482 0.000169762 0.000173074 0.000176419 0.000179795 0.000183203 0.000186644 0.000190116 0.000193621 0.000197157 0.000200725 0.000204326 0.000207958 0.000211623 0.000215319 0.000219047 0.000222808 0.0002266 0.000230425 0.000234281 0.000238169 0.00024209 0.000246042 0.000250027 0.000254043 0.000258091 0.000262172 0.000266284 0.000270429 0.000274605 0.000278814 0.000283054 0.000287327 0.000291631 0.000295967 
0.100063 0.00013469 0.0001377 0.000140743 0.000143819 0.000146928 0.000150071 0.000153247 0.000156456 0.000159699 0.000162975 0.000166284 0.000169626 0.000173002 0.00017641 0.000179852 0.000183328 0.000186836 0.000190378 0.000193953 0.000197562 0.000201203 0.000204878 0.000208586 0.000212328 0.000216102 0.00021991 0.000223751 0.000227626 0.000231533 0.000235474 0.000239448 0.000243456 0.000247497 0.000251571 0.000255678 0.000259818 0.000263992 0.000268199 0.000272439 0.000276713 0.000281019 0.000285359 0.000289733 0.000294139 0.000298579 0.000303052 0.000307558 
0.125078 0.000134708 0.000137718 0.000140761 0.000143838 0.000146948 0.000150091 0.000153267 0.000156477 0.00015972 0.000162996 0.000166306 0.000169648 0.000173024 0.000176434 0.000179876 0.000183352 0.000186861 0.000190403 0.000193979 0.000197588 0.00020123 0.000204905 0.000208614 0.000212356 0.000216131 0.000219939 0.000223781 0.000227656 0.000231564 0.000235505 0.00023948 0.000243488 0.000247529 0.000251604 0.000255711 0.000259852 0.000264027 0.000268234 0.000272475 0.000276749 0.000281056 0.000285397 0.000289771 0.000294178 0.000298618 0.000303092 0.000307599 
0.150094 0.000129924 0.000132827 0.000135763 0.00013873 0.000141729 0.000144761 0.000147825 0.00015092 0.000154048 0.000157208 0.0001604 0.000163624 0.00016688 0.000170168 0.000173489 0.000176841 0.000180225 0.000183642 0.000187091 0.000190571 0.000194084 0.000197629 0.000201206 0.000204815 0.000208456 0.000212129 0.000215834 0.000219572 0.000223341 0.000227142 0.000230976 0.000234842 0.000238739 0.000242669 0.000246631 0.000250625 0.000254651 0.000258709 0.000262799 0.000266922 0.000271076 0.000275262 0.000279481 0.000283732 0.000288014 0.000292329 0.000296676 
0.175109 0.000131585 0.000134525 0.000137498 0.000140504 0.000143541 0.000146612 0.000149715 0.00015285 0.000156018 0.000159218 0.000162451 0.000165716 0.000169014 0.000172344 0.000175707 0.000179102 0.00018253 0.00018599 0.000189483 0.000193008 0.000196565 0.000200156 0.000203778 0.000207433 0.000211121 0.000214841 0.000218594 0.000222379 0.000226196 0.000230046 0.000233929 0.000237844 0.000241792 0.000245772 0.000249784 0.000253829 0.000257907 0.000262017 0.000266159 0.000270334 0.000274542 0.000278782 0.000283054 0.000287359 0.000291697 0.000296066 0.000300469 
0.200125 0.000124685 0.000127471 0.000130288 0.000133136 0.000136014 0.000138923 0.000141863 0.000144834 0.000147836 0.000150868 0.000153932 0.000157026 0.000160151 0.000163306 0.000166493 0.00016971 0.000172958 0.000176236 0.000179546 0.000182886 0.000186257 0.000189659 0.000193092 0.000196555 0.00020005 0.000203575 0.000207131 0.000210717 0.000214335 0.000217983 0.000221662 0.000225371 0.000229112 0.000232883 0.000236685 0.000240518 0.000244382 0.000248276 0.000252202 0.000256158 0.000260145 0.000264162 0.000268211 0.00027229 0.0002764 0.000280541 0.000284712 
0.225141 0.00013572 0.000138753 0.000141819 0.000144919 0.000148052 0.000151219 0.000154419 0.000157653 0.00016092 0.000164221 0.000167555 0.000170923 0.000174325 0.000177759 0.000181228 0.00018473 0.000188265 0.000191834 0.000195437 0.000199073 0.000202742 0.000206445 0.000210181 0.000213951 0.000217755 0.000221592 0.000225462 0.000229367 0.000233304 0.000237275 0.00024128 0.000245318 0.000249389 0.000253495 0.000257633 0.000261805 0.000266011 0.00027025 0.000274523 0.000278829 0.000283169 0.000287542 0.000291948 0.000296389 0.000300862 0.00030537 0.00030991 
