T 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0 0.000135633 0.000138663 0.000141728 0.000144826 0.000147957 0.000151122 0.00015432 0.000157552 0.000160817 0.000164116 0.000167448 0.000170813 0.000174213 0.000177645 0.000181112 0.000184611 0.000188144 0.000191711 0.000195311 0.000198945 0.000202612 0.000206312 0.000210046 0.000213814 0.000217615 0.00022145 0.000225318 0.000229219 0.000233154 0.000237123 0.000241125 0.00024516 0.000249229 0.000253332 0.000257468 0.000261637 0.00026584 0.000270077 0.000274346 0.00027865 0.000282987 0.000287357 0.000291761 0.000296198 0.000300669 0.000305174 0.000309711 
0.0250156 0.000128757 0.000131634 0.000134543 0.000137483 0.000140456 0.00014346 0.000146496 0.000149564 0.000152664 0.000155796 0.000158959 0.000162154 0.000165381 0.000168639 0.00017193 0.000175252 0.000178606 0.000181992 0.00018541 0.000188859 0.00019234 0.000195853 0.000199398 0.000202974 0.000206583 0.000210223 0.000213895 0.000217599 0.000221334 0.000225102 0.000228901 0.000232732 0.000236594 0.000240489 0.000244415 0.000248373 0.000252363 0.000256385 0.000260438 0.000264523 0.00026864 0.000272789 0.00027697 0.000281182 0.000285426 0.000289702 0.00029401 
0.0500313 0.000130504 0.00013342 0.000136369 0.000139349 0.000142362 0.000145407 0.000148485 0.000151594 0.000154736 0.00015791 0.000161116 0.000164355 0.000167625 0.000170928 0.000174263 0.000177631 0.00018103 0.000184462 0.000187926 0.000191422 0.000194951 0.000198511 0.000202104 0.000205729 0.000209387 0.000213076 0.000216798 0.000220552 0.000224338 0.000228157 0.000232007 0.00023589 0.000239805 0.000243753 0.000247732 0.000251744 0.000255788 0.000259864 0.000263973 0.000268113 0.000272286 0.000276491 0.000280729 0.000284998 0.0002893 0.000293634 0.000298 
0.0750469 0.000124629 0.000127414 0.000130229 0.000133076 0.000135953 0.000138861 0.0001418 0.000144769 0.00014777 0.000150801 0.000153863 0.000156955 0.000160079 0.000163233 0.000166418 0.000169633 0.00017288 0.000176157 0.000179465 0.000182804 0.000186174 0.000189574 0.000193005 0.000196467 0.00019996 0.000203483 0.000207037 0.000210622 0.000214238 0.000217885 0.000221562 0.00022527 0.000229009 0.000232779 0.000236579 0.00024041 0.000244272 0.000248165 0.000252088 0.000256043 0.000260028 0.000264043 0.00026809 0.000272167 0.000276276 0.000280414 0.000284584 
0.100063 0.000130092 0.000132999 0.000135938 0.000138909 0.000141912 0.000144948 0.000148015 0.000151115 0.000154247 0.000157411 0.000160607 0.000163835 0.000167095 0.000170388 0.000173712 0.000177069 0.000180458 0.000183879 0.000187332 0.000190817 0.000194334 0.000197884 0.000201465 0.000205079 0.000208725 0.000212403 0.000216113 0.000219855 0.000223629 0.000227435 0.000231274 0.000235145 0.000239047 0.000242982 0.000246949 0.000250948 0.00025498 0.000259043 0.000263138 0.000267266 0.000271426 0.000275617 0.000279841 0.000284098 0.000288386 0.000292706 0.000297059 
0.125078 0.000130075 0.000132981 0.00013592 0.000138891 0.000141894 0.000144929 0.000147996 0.000151095 0.000154227 0.00015739 0.000160586 0.000163814 0.000167073 0.000170365 0.00017369 0.000177046 0.000180434 0.000183855 0.000187307 0.000190792 0.000194309 0.000197858 0.000201439 0.000205052 0.000208697 0.000212375 0.000216084 0.000219826 0.0002236 0.000227406 0.000231244 0.000235114 0.000239016 0.00024295 0.000246917 0.000250915 0.000254946 0.000259009 0.000263104 0.000267231 0.00027139 0.000275581 0.000279805 0.00028406 0.000288348 0.000292668 0.00029702 
0.150094 0.000124927 0.000127719 0.000130541 0.000133394 0.000136278 0.000139193 0.000142139 0.000145116 0.000148123 0.000151162 0.000154231 0.000157331 0.000160462 0.000163623 0.000166816 0.000170039 0.000173294 0.000176579 0.000179895 0.000183242 0.000186619 0.000190028 0.000193467 0.000196937 0.000200438 0.00020397 0.000207533 0.000211127 0.000214751 0.000218406 0.000222092 0.000225809 0.000229557 0.000233336 0.000237145 0.000240986 0.000244857 0.000248759 0.000252692 0.000256655 0.00026065 0.000264675 0.000268732 0.000272819 0.000276937 0.000281086 0.000285265 
0.175109 0.000126524 0.000129351 0.00013221 0.0001351 0.000138021 0.000140973 0.000143956 0.000146971 0.000150017 0.000153094 0.000156203 0.000159342 0.000162513 0.000165715 0.000168949 0.000172213 0.000175509 0.000178836 0.000182195 0.000185584 0.000189005 0.000192457 0.000195941 0.000199455 0.000203001 0.000206578 0.000210186 0.000213826 0.000217497 0.000221199 0.000224932 0.000228696 0.000232492 0.000236319 0.000240177 0.000244067 0.000247987 0.000251939 0.000255922 0.000259937 0.000263982 0.000268059 0.000272167 0.000276307 0.000280477 0.000284679 0.000288912 
0.200125 0.000121031 0.000123736 0.00012647 0.000129235 0.000132029 0.000134853 0.000137707 0.000140591 0.000143504 0.000146448 0.000149421 0.000152425 0.000155458 0.000158521 0.000161614 0.000164737 0.00016789 0.000171073 0.000174285 0.000177528 0.0001808 0.000184102 0.000187434 0.000190796 0.000194188 0.00019761 0.000201061 0.000204543 0.000208054 0.000211596 0.000215167 0.000218768 0.000222399 0.00022606 0.00022975 0.000233471 0.000237221 0.000241002 0.000244812 0.000248652 0.000252522 0.000256422 0.000260352 0.000264312 0.000268301 0.000272321 0.00027637 
0.225141 0.0001305 0.000133416 0.000136364 0.000139345 0.000142358 0.000145403 0.00014848 0.000151589 0.000154731 0.000157905 0.000161111 0.000164349 0.00016762 0.000170923 0.000174258 0.000177625 0.000181024 0.000184456 0.00018792 0.000191416 0.000194944 0.000198505 0.000202098 0.000205723 0.00020938 0.000213069 0.000216791 0.000220545 0.000224331 0.000228149 0.000232 0.000235883 0.000239797 0.000243745 0.000247724 0.000251736 0.00025578 0.000259856 0.000263964 0.000268105 0.000272277 0.000276482 0.00028072 0.000284989 0.000289291 0.000293625 0.000297991 
