T 18F 19F 20F 21F 22.2F 23F 24F 25F 26F 27F 18000F 19000F 20000F 21000F 22200F 23000F 24000F 25000F 26000F 27000F 
29.9437 0.000212377 0.000375645 0.000820737 0.00284002 0.739052 0.00873212 0.00185398 0.000864141 0.000541035 0.000396749 8.56178e-05 0.000151437 0.000330871 0.00114492 0.29794 0.00352025 0.000747413 0.000348369 0.000218113 0.000159946 
29.9687 0.000217237 0.000384244 0.000839533 0.00290511 0.760032 0.0089326 0.00189645 0.000883926 0.000553418 0.000405826 8.34637e-05 0.000147628 0.000322552 0.00111615 0.292007 0.00343193 0.000728625 0.000339608 0.000212626 0.000155921 
29.9937 0.000217677 0.000385025 0.000841247 0.0029111 0.765664 0.00895134 0.00190034 0.000885726 0.000554541 0.000406646 8.41486e-05 0.000148841 0.000325204 0.00112536 0.295985 0.00346035 0.000734621 0.000342399 0.000214372 0.0001572 
30.0188 0.000213513 0.000377664 0.000825172 0.00285553 0.755051 0.00878078 0.00186404 0.000868796 0.000543937 0.000398867 8.47286e-05 0.000149868 0.000327452 0.00113315 0.299625 0.00348446 0.000739702 0.000344763 0.00021585 0.000158283 
30.0438 0.000218401 0.000386311 0.000844074 0.002921 0.776473 0.00898242 0.00190675 0.000888693 0.000556389 0.000407995 8.56659e-05 0.000151527 0.00033108 0.00114573 0.304563 0.00352326 0.000747902 0.000348582 0.000218239 0.000160033 
30.0688 0.000213436 0.000377534 0.000824903 0.00285471 0.762887 0.00877889 0.00186345 0.000868504 0.000543745 0.00039872 8.2855e-05 0.000146556 0.000320222 0.00110818 0.296147 0.0034079 0.000723379 0.000337148 0.000211079 0.000154781 
30.0938 0.000211413 0.000373958 0.000817097 0.00282775 0.759695 0.00869629 0.00184583 0.000860281 0.000538592 0.000394938 8.31965e-05 0.000147162 0.000321547 0.00111278 0.298958 0.00342219 0.000726377 0.000338542 0.00021195 0.000155419 
30.1188 0.000212352 0.000375623 0.000820742 0.00284042 0.767146 0.00873556 0.00185407 0.000864114 0.000540987 0.000396692 8.14674e-05 0.000144104 0.00031487 0.0010897 0.294308 0.00335131 0.000711298 0.00033151 0.000207545 0.000152188 
30.1438 0.000212185 0.000375329 0.000820107 0.00283827 0.770628 0.00872928 0.00185265 0.000863441 0.000540562 0.000396376 8.20788e-05 0.000145187 0.000317238 0.00109792 0.298098 0.0033767 0.000716652 0.000334002 0.000209104 0.000153329 
30.1689 0.00021169 0.000374456 0.000818208 0.00283175 0.772925 0.00870954 0.00184837 0.000861438 0.000539303 0.00039545 8.37264e-05 0.000148103 0.000323612 0.00111999 0.305701 0.00344473 0.000731054 0.00034071 0.000213302 0.000156407 
30.1939 0.000216044 0.000382161 0.000835051 0.0028901 0.793018 0.0088893 0.00188643 0.000879166 0.000550397 0.000403582 8.34964e-05 0.000147697 0.000322728 0.00111696 0.306483 0.0034355 0.000729062 0.000339778 0.000212717 0.000155976 
30.2189 0.000217093 0.00038402 0.00083912 0.00290424 0.801101 0.00893308 0.00189564 0.000883445 0.000553072 0.00040554 8.1586e-05 0.000144319 0.00031535 0.00109144 0.301061 0.00335714 0.000712399 0.000332008 0.000207851 0.000152407 
30.2439 0.00021105 0.000373333 0.000815777 0.0028235 0.782934 0.00868504 0.00184291 0.000858865 0.000537679 0.00039425 8.19084e-05 0.00014489 0.000316601 0.00109579 0.303854 0.00337064 0.00071523 0.000333324 0.000208673 0.000153009 
30.2689 0.000205819 0.000364083 0.000795571 0.00275361 0.767574 0.00847037 0.00179728 0.000837587 0.000524354 0.000384477 8.11303e-05 0.000143515 0.000313599 0.00108542 0.302563 0.00333885 0.000708452 0.000330161 0.000206691 0.000151554 
30.2939 0.000210319 0.000372047 0.000812979 0.00281392 0.788507 0.00865617 0.00183662 0.000855911 0.000535821 0.000392882 8.02499e-05 0.000141959 0.000310201 0.00107368 0.300863 0.00330285 0.00070078 0.000326583 0.000204449 0.000149909 
30.3189 0.000206962 0.000366111 0.000800017 0.0027691 0.780021 0.0085186 0.00180734 0.00084226 0.000527271 0.000386609 7.91136e-05 0.00013995 0.000305814 0.00105851 0.29817 0.00325631 0.000690873 0.000321962 0.000201555 0.000147786 
30.344 0.000211699 0.000374493 0.00081834 0.00283258 0.802083 0.00871415 0.00184875 0.000861547 0.00053934 0.000395456 8.10432e-05 0.000143364 0.000313278 0.00108437 0.307054 0.00333596 0.000707739 0.000329819 0.000206472 0.00015139 
30.369 0.000203976 0.000360834 0.000788499 0.00272934 0.776894 0.00839682 0.00178134 0.000830126 0.000519666 0.000381028 7.99294e-05 0.000141395 0.000308978 0.0010695 0.30443 0.00329034 0.000698029 0.00032529 0.000203635 0.000149309 
30.394 0.000203646 0.000360254 0.000787238 0.00272502 0.77972 0.00838382 0.0017785 0.000828794 0.000518828 0.00038041 7.88237e-05 0.00013944 0.000304709 0.00105475 0.301798 0.00324504 0.000688389 0.000320794 0.000200819 0.000147243 
30.419 0.000206461 0.000365236 0.000798133 0.00276278 0.794651 0.00850027 0.00180313 0.000840259 0.000526001 0.000385667 7.80472e-05 0.000138068 0.000301712 0.00104439 0.300395 0.00321329 0.000681623 0.000317638 0.000198841 0.000145792 
30.444 0.000203178 0.000359431 0.000785455 0.00271894 0.786119 0.00836568 0.0017745 0.000826909 0.00051764 0.000379533 7.71827e-05 0.000136539 0.000298375 0.00103286 0.298627 0.00317791 0.000674087 0.000314123 0.000196639 0.000144176 
30.469 0.000205507 0.000363554 0.000794471 0.0027502 0.799296 0.00846213 0.00179488 0.000836397 0.000523575 0.000383882 8.03287e-05 0.000142106 0.000310542 0.00107499 0.312428 0.00330766 0.000701579 0.00032693 0.000204655 0.000150052 
30.4941 0.000201309 0.00035613 0.000778254 0.00269411 0.787064 0.00828981 0.00175825 0.000819319 0.00051288 0.000376037 7.71232e-05 0.000136436 0.000298155 0.00103213 0.30153 0.00317588 0.000673598 0.000313888 0.000196489 0.000144064 
30.5191 0.000203243 0.000359554 0.000785744 0.00272008 0.798778 0.00837 0.00177518 0.0008272 0.00051781 0.000379649 8.19099e-05 0.000144906 0.000316666 0.00109623 0.321918 0.00337322 0.000715421 0.000333374 0.000208685 0.000153005 
30.5441 0.000201854 0.0003571 0.000780388 0.00270159 0.79746 0.00831336 0.00176309 0.000821558 0.000514274 0.000377053 7.93806e-05 0.000140432 0.000306892 0.00106242 0.313606 0.00326928 0.000693345 0.000323083 0.000202242 0.000148279 
30.5691 0.000201014 0.000355617 0.000777153 0.00269044 0.798279 0.0082793 0.00175579 0.000818149 0.000512135 0.000375482 7.81806e-05 0.00013831 0.000302258 0.00104639 0.310474 0.00322006 0.000682879 0.000318203 0.000199185 0.000146037 
30.5941 0.000199382 0.000352733 0.000770857 0.00266869 0.795919 0.00821263 0.00174158 0.000811517 0.00050798 0.000372433 7.5795e-05 0.000134091 0.00029304 0.0010145 0.302567 0.00312201 0.000662056 0.000308497 0.000193108 0.00014158 
30.6191 0.000198741 0.000351602 0.000768391 0.0026602 0.797482 0.00818676 0.00173602 0.000808917 0.000506348 0.000371234 7.41384e-05 0.000131161 0.00028664 0.000992356 0.297491 0.00305398 0.000647601 0.000301758 0.000188888 0.000138485 
30.6442 0.000197875 0.000350073 0.000765057 0.0026487 0.798128 0.00815163 0.00172849 0.000805403 0.000504145 0.000369615 7.92657e-05 0.000140233 0.000306468 0.00106102 0.319716 0.00326539 0.000692403 0.000322631 0.000201952 0.000148062 
30.6692 0.000201162 0.00035589 0.000777778 0.00269278 0.815589 0.00828756 0.00175724 0.000818791 0.000512521 0.000375753 7.31794e-05 0.000129467 0.000282941 0.000979584 0.296696 0.00301486 0.000639251 0.000297861 0.000186446 0.000136693 
30.6942 0.000196806 0.000348186 0.000760947 0.00263456 0.802055 0.00810861 0.00171922 0.000801068 0.000501423 0.000367615 7.45498e-05 0.000131892 0.000288244 0.000997962 0.303815 0.00307151 0.000651237 0.000303443 0.000189938 0.000139252 
30.7192 0.000193374 0.000342117 0.00074769 0.0025887 0.79214 0.00796772 0.00168928 0.000787109 0.000492682 0.000361203 7.44689e-05 0.00013175 0.000287937 0.000996913 0.305054 0.00306838 0.000650545 0.000303117 0.000189733 0.0001391 
30.7442 0.000193742 0.000342771 0.000749125 0.00259372 0.797741 0.00798339 0.00169253 0.000788616 0.000493621 0.000361889 7.65766e-05 0.00013548 0.000296091 0.00102516 0.315305 0.00315542 0.000668971 0.0003117 0.000195104 0.000143037 
30.7692 0.000192298 0.000340218 0.000743552 0.00257446 0.795871 0.00792437 0.00167995 0.000782746 0.000489943 0.000359189 7.68092e-05 0.000135893 0.000296995 0.00102831 0.317892 0.0031652 0.000671018 0.00031265 0.000195697 0.000143471 
30.7942 0.000196151 0.000347038 0.000758463 0.00262613 0.815992 0.00808365 0.00171365 0.000798438 0.000499761 0.000366385 7.50709e-05 0.000132818 0.000290278 0.00100507 0.312295 0.00309376 0.000655846 0.000305578 0.000191269 0.000140223 
30.8193 0.000192235 0.000340113 0.000743336 0.0025738 0.803812 0.0079228 0.00167948 0.00078251 0.000489788 0.00035907 7.45094e-05 0.000131826 0.000288112 0.000997586 0.311551 0.00307082 0.000650955 0.000303296 0.000189839 0.000139174 
30.8443 0.000195164 0.000345298 0.000754674 0.0026131 0.820243 0.00804401 0.00170511 0.000794442 0.000497252 0.00036454 7.28557e-05 0.000128901 0.000281722 0.000975476 0.306199 0.00300285 0.000636521 0.000296568 0.000185626 0.000136084 
30.8693 0.000193023 0.000341512 0.000746405 0.00258451 0.815396 0.00795624 0.00168643 0.000785734 0.000491798 0.000360538 7.38029e-05 0.000130578 0.000285389 0.000988191 0.311768 0.00304208 0.000644811 0.000300427 0.00018804 0.000137853 
30.8943 0.000193177 0.000341788 0.000747015 0.00258666 0.82022 0.0079631 0.00168782 0.000786372 0.000492193 0.000360825 7.39485e-05 0.000130836 0.000285957 0.000990172 0.313979 0.00304827 0.000646096 0.000301023 0.000188412 0.000138124 
30.9193 0.00018558 0.000328348 0.000717646 0.00248501 0.791982 0.00765037 0.00162147 0.000755452 0.000472837 0.000346632 7.31967e-05 0.000129507 0.000283054 0.000980138 0.312374 0.00301746 0.000639542 0.000297966 0.000186497 0.00013672 
30.9443 0.00019024 0.000336596 0.00073568 0.0025475 0.816009 0.00784298 0.00166223 0.000774433 0.000484713 0.000355336 7.43975e-05 0.000131633 0.000287702 0.000996249 0.319116 0.00306715 0.000650047 0.000302858 0.000189557 0.000138962 
30.9694 0.000189417 0.000335142 0.000732508 0.00253655 0.816611 0.00780951 0.00165507 0.00077109 0.000482617 0.000353797 7.4296e-05 0.000131454 0.000287315 0.000994921 0.320302 0.00306315 0.000649174 0.000302448 0.000189299 0.000138772 
30.9944 0.000187756 0.000332207 0.000726098 0.0025144 0.813564 0.00774152 0.0016406 0.000764339 0.000478388 0.000350694 7.41404e-05 0.00013118 0.000286718 0.000992869 0.321255 0.00305692 0.000647829 0.000301818 0.000188904 0.000138481 
31.0194 0.000186765 0.000330455 0.000722275 0.0025012 0.813372 0.00770109 0.00163197 0.000760311 0.000475863 0.00034884 7.10248e-05 0.000125669 0.000274673 0.000951177 0.309316 0.00292864 0.000620619 0.000289138 0.000180966 0.000132661 
31.0444 0.0001884 0.00033335 0.00072861 0.00252317 0.824649 0.00776898 0.00164629 0.000766976 0.000480031 0.000351893 6.98819e-05 0.000123647 0.000270257 0.000935899 0.30588 0.00288168 0.000610644 0.000284489 0.000178054 0.000130525 
31.0694 0.000188072 0.000332772 0.000727352 0.00251886 0.827375 0.00775591 0.00164345 0.000765649 0.000479197 0.000351279 7.21841e-05 0.000127722 0.000279165 0.000966763 0.317555 0.0029768 0.000630775 0.000293864 0.000183921 0.000134825 
31.0944 0.000188387 0.000333332 0.000728582 0.00252315 0.832944 0.00776936 0.00164624 0.00076694 0.000480001 0.000351865 6.85619e-05 0.000121314 0.000265161 0.00091828 0.303142 0.00282759 0.000599135 0.000279121 0.000174693 0.000128059 
31.1194 0.000189638 0.000335549 0.000733434 0.00254 0.842704 0.00782143 0.00165721 0.000772043 0.000483191 0.000354202 7.35659e-05 0.000130169 0.000284518 0.000985331 0.326907 0.00303414 0.000642876 0.000299496 0.000187443 0.000137405 
31.1445 0.000184206 0.000325939 0.000712435 0.00246731 0.822683 0.00759782 0.00160977 0.000749935 0.000469351 0.000344053 6.93253e-05 0.000122666 0.000268122 0.000928563 0.309613 0.00285941 0.000605832 0.000282236 0.000176639 0.000129484 
31.1695 0.000181196 0.000320617 0.000700808 0.00242708 0.813309 0.00747414 0.00158351 0.000737693 0.000461685 0.000338432 7.09522e-05 0.000125546 0.000274419 0.000950383 0.318471 0.00292668 0.000620062 0.000288862 0.000180785 0.000132522 
31.1945 0.000186745 0.000330438 0.00072228 0.00250148 0.84242 0.00770347 0.00163204 0.000760292 0.000475826 0.000348794 7.07057e-05 0.000125111 0.00027347 0.000947111 0.318957 0.00291669 0.000617921 0.000287862 0.000180158 0.000132061 
31.2195 0.000181235 0.000320691 0.00070098 0.00242775 0.821659 0.00747661 0.00158391 0.000737868 0.000461788 0.000338501 6.87957e-05 0.000121732 0.000266086 0.000921554 0.311895 0.00283806 0.000601241 0.000280089 0.000175291 0.000128493 
31.2445 0.000179942 0.000318404 0.000695987 0.0024105 0.819872 0.00742367 0.00157264 0.000732609 0.000458493 0.000336084 6.97397e-05 0.000123403 0.000269742 0.000934229 0.317755 0.00287717 0.000609504 0.000283936 0.000177697 0.000130256 
31.2695 0.000183164 0.000324109 0.000708462 0.00245374 0.838721 0.00755705 0.00160084 0.000745737 0.000466706 0.000342101 6.81331e-05 0.000120561 0.000263532 0.000912735 0.311985 0.00281105 0.000595475 0.000277398 0.000173604 0.000127254 
31.2946 0.000185385 0.000328042 0.000717065 0.00248357 0.853122 0.00764913 0.00162029 0.00075479 0.000472367 0.000346249 6.99613e-05 0.000123797 0.000270608 0.000937256 0.321953 0.00288664 0.000611467 0.000284844 0.000178263 0.000130669 
31.3196 0.000179481 0.000317597 0.00069424 0.00240455 0.830063 0.00740595 0.00156872 0.00073076 0.000457325 0.00033522 7.1088e-05 0.000125792 0.00027497 0.000952378 0.328765 0.00293329 0.000621326 0.000289435 0.000181135 0.000132772 
31.3446 0.000183084 0.000323975 0.000708187 0.0024529 0.850931 0.00755505 0.00160024 0.000745438 0.000466508 0.000341948 6.92277e-05 0.000122501 0.000267779 0.000927484 0.321752 0.0028567 0.00060508 0.000281864 0.000176395 0.000129297 
31.3696 0.000184389 0.000326286 0.000713244 0.00247045 0.861243 0.0076093 0.00161168 0.000750758 0.000469833 0.000344383 6.87929e-05 0.000121732 0.000266101 0.000921687 0.321316 0.00283891 0.000601292 0.000280097 0.000175288 0.000128485 
31.3946 0.000178154 0.000315256 0.000689138 0.00238699 0.836242 0.00735243 0.00155721 0.000725381 0.000453948 0.000332737 7.15289e-05 0.000126575 0.000276689 0.000958373 0.33575 0.00295199 0.000625219 0.00029124 0.00018226 0.000133594 
31.4196 0.00017729 0.000313729 0.000685806 0.00237548 0.836298 0.00731717 0.00154969 0.00072187 0.000451748 0.000331122 7.00402e-05 0.000123942 0.000270934 0.000938455 0.330387 0.00289071 0.000612219 0.000285182 0.000178468 0.000130813 
31.4447 0.000180431 0.000319289 0.000697967 0.00241764 0.855313 0.00744722 0.00157718 0.000734667 0.000459753 0.000336987 6.80702e-05 0.000120456 0.000263318 0.000912086 0.322678 0.00280956 0.000595011 0.000277163 0.000173448 0.000127133 
31.4697 0.000179363 0.000317403 0.000693849 0.00240341 0.85444 0.00740357 0.00156788 0.000730329 0.000457035 0.000334992 7.02023e-05 0.00012423 0.000271569 0.000940683 0.334424 0.00289772 0.000613661 0.000285848 0.000178882 0.000131115 
31.4947 0.000177842 0.000314714 0.000687976 0.0023831 0.85136 0.00734119 0.00155462 0.000724144 0.000453161 0.00033215 6.74853e-05 0.000119423 0.000261063 0.000904304 0.323062 0.00278573 0.000589923 0.000274788 0.000171959 0.00012604 
31.5197 0.000174737 0.000309221 0.000675974 0.00234156 0.840601 0.0072134 0.0015275 0.000711508 0.00044525 0.000326349 6.92174e-05 0.000122489 0.000267768 0.000927542 0.33298 0.00285738 0.000605077 0.000281844 0.000176374 0.000129275 
31.5447 0.000175395 0.000310387 0.000678528 0.00235044 0.847898 0.00724094 0.00153328 0.000714193 0.000446927 0.000327576 7.03262e-05 0.000124452 0.000272062 0.000942428 0.339972 0.00290331 0.000614782 0.000286362 0.0001792 0.000131345 
31.5697 0.000175374 0.000310352 0.000678457 0.00235023 0.851944 0.00724047 0.00153313 0.000714116 0.000446875 0.000327536 6.75994e-05 0.000119628 0.000261517 0.000905913 0.328388 0.00279089 0.000590956 0.000275262 0.000172252 0.000126252 
31.5947 0.000172662 0.000305555 0.000667976 0.00231395 0.842865 0.00712889 0.00150945 0.000703081 0.000439966 0.000322469 6.81321e-05 0.000120571 0.000263582 0.000913079 0.332592 0.00281304 0.000595625 0.000277434 0.00017361 0.000127246 
31.6198 0.000172908 0.000305993 0.000668939 0.00231732 0.848181 0.00713944 0.00151163 0.000704091 0.000440595 0.000322928 6.7041e-05 0.000118641 0.000259365 0.000898484 0.328861 0.00276814 0.000586099 0.000272994 0.00017083 0.000125208 
31.6448 0.000172332 0.000304975 0.000666719 0.00230966 0.849466 0.00711602 0.00150663 0.000701752 0.000439128 0.00032185 6.76887e-05 0.000119789 0.000261874 0.00090719 0.333654 0.00279503 0.000591773 0.000275635 0.000172481 0.000126417 
31.6698 0.000170954 0.000302539 0.000661398 0.00229126 0.846767 0.0070595 0.00149461 0.000696148 0.000435618 0.000319275 6.83302e-05 0.000120925 0.00026436 0.000915814 0.338451 0.00282167 0.000597393 0.00027825 0.000174116 0.000127614 
31.6948 0.000170457 0.000301663 0.000659488 0.00228468 0.848401 0.00703937 0.0014903 0.000694134 0.000434355 0.000318347 6.738e-05 0.000119244 0.000260688 0.000903106 0.335363 0.00278258 0.000589098 0.000274384 0.000171696 0.000125839 
31.7198 0.000168619 0.000298412 0.000652386 0.0022601 0.843314 0.00696383 0.00147426 0.000686657 0.000429672 0.000314913 6.6005e-05 0.000116812 0.000255372 0.000884703 0.33011 0.00272594 0.000577088 0.000268788 0.000168193 0.000123271 
31.7448 0.000171466 0.000303453 0.000663412 0.00229833 0.861696 0.00708178 0.00149918 0.000698258 0.000436929 0.000320229 6.74438e-05 0.000119359 0.000260943 0.000904013 0.338934 0.00278551 0.000589679 0.000274649 0.00017186 0.000125957 
31.7699 0.000170451 0.000301658 0.000659493 0.00228479 0.860723 0.00704021 0.00149033 0.000694131 0.000434343 0.000318331 6.40003e-05 0.000113265 0.000247624 0.000857882 0.323181 0.00264343 0.000559583 0.00026063 0.000163086 0.000119526 
31.7949 0.000171522 0.000303556 0.000663647 0.00229921 0.870301 0.00708482 0.00149972 0.0006985 0.000437073 0.00032033 6.46064e-05 0.000114339 0.000249972 0.00086603 0.327811 0.0026686 0.000564893 0.0002631 0.000164631 0.000120657 
31.8199 0.000173531 0.000307114 0.000671432 0.00232621 0.884728 0.00716819 0.00151733 0.000706691 0.000442196 0.000324082 6.47448e-05 0.000114585 0.000250512 0.00086791 0.330092 0.00267445 0.000566114 0.000263667 0.000164984 0.000120915 
31.8449 0.000169991 0.000300851 0.000657744 0.00227882 0.870835 0.00702232 0.0014864 0.000692282 0.000433176 0.000317469 6.5927e-05 0.000116678 0.00025509 0.000883783 0.337731 0.00272343 0.000576463 0.000268484 0.000167997 0.000123123 
31.8699 0.000171047 0.000302722 0.000661839 0.00229304 0.880438 0.0070663 0.00149566 0.000696589 0.000435868 0.000319439 6.68752e-05 0.000118357 0.000258763 0.000896521 0.344229 0.00276274 0.000584766 0.000272349 0.000170414 0.000124893 
31.8949 0.000167069 0.000295684 0.000646458 0.00223978 0.864072 0.00690232 0.00146091 0.000680397 0.000425733 0.000312009 6.44223e-05 0.000114016 0.000249275 0.000863662 0.333187 0.00266154 0.000563328 0.000262362 0.000164164 0.000120312 
31.9199 0.000166598 0.000294853 0.000644645 0.00223353 0.865745 0.00688321 0.00145682 0.000678485 0.000424534 0.000311128 6.31769e-05 0.000111813 0.00024446 0.000846991 0.328305 0.00261023 0.00055245 0.000257294 0.000160991 0.000117985 
31.945 0.000165789 0.000293422 0.000641522 0.00222274 0.86564 0.00685011 0.00144977 0.000675197 0.000422473 0.000309615 6.23583e-05 0.000110365 0.000241296 0.000836039 0.325593 0.00257654 0.000545302 0.000253962 0.000158905 0.000116456 
31.97 0.000167088 0.000295725 0.000646561 0.00224022 0.876571 0.00690416 0.00146116 0.000680497 0.000425786 0.000312041 6.40604e-05 0.000113379 0.000247886 0.000858883 0.33607 0.002647 0.000560197 0.000260897 0.000163243 0.000119634 
31.995 0.000165031 0.000292086 0.00063861 0.0022127 0.869884 0.00681949 0.0014432 0.000672126 0.000420545 0.000308198 6.57072e-05 0.000116294 0.000254262 0.000880987 0.346344 0.00271518 0.000574609 0.000267607 0.00016744 0.000122709 
32.02 0.000162604 0.000287794 0.000629237 0.00218027 0.861265 0.0067197 0.00142203 0.000662256 0.000414363 0.000303662 6.43418e-05 0.000113879 0.000248987 0.000862724 0.340799 0.00265896 0.000562691 0.000262052 0.000163962 0.000120158 
32.045 0.000163835 0.00028998 0.000634026 0.00219691 0.872037 0.00677114 0.00143286 0.00066729 0.000417505 0.000305959 6.30509e-05 0.000111597 0.000244001 0.000845465 0.335597 0.00260583 0.000551427 0.000256802 0.000160674 0.000117746 
32.07 0.000162133 0.000286972 0.000627462 0.00217421 0.867195 0.00670134 0.00141804 0.000660376 0.000413171 0.000302777 6.38343e-05 0.000112986 0.000247042 0.000856018 0.341428 0.00263842 0.000558304 0.00026 0.000162672 0.000119208 
32.0951 0.000164616 0.000291374 0.000637097 0.00220764 0.884773 0.00680454 0.00143983 0.000670509 0.000419504 0.000307411 6.49765e-05 0.000115009 0.000251471 0.000871384 0.349232 0.00268584 0.000568319 0.00026466 0.000165584 0.00012134 
32.1201 0.00016418 0.000290606 0.00063543 0.0022019 0.886721 0.00678703 0.00143607 0.000668749 0.000418395 0.000306592 6.23144e-05 0.0001103 0.000241177 0.000835731 0.336554 0.00257601 0.000545059 0.000253823 0.000158802 0.000116367 
32.1451 0.000157525 0.000278833 0.000609699 0.00211278 0.854916 0.00651248 0.00137793 0.000641662 0.000401441 0.000294163 6.21422e-05 0.000109997 0.00024052 0.000833469 0.337255 0.0025691 0.000543578 0.000253129 0.000158364 0.000116045 
32.1701 0.000160231 0.000283628 0.000620193 0.00214919 0.873815 0.00662487 0.00140166 0.000652701 0.000408339 0.000299212 6.22891e-05 0.000110259 0.000241097 0.000835486 0.339691 0.00257538 0.000544887 0.000253734 0.00015874 0.000116318 
32.1951 0.000162095 0.000286933 0.000627432 0.00217432 0.888259 0.00670249 0.00141803 0.000660314 0.000413095 0.00030269 6.066e-05 0.000107377 0.0002348 0.000813681 0.332407 0.00250823 0.00053066 0.000247105 0.00015459 0.000113274 
32.2201 0.000158805 0.000281115 0.000614719 0.0021303 0.874431 0.00656696 0.00138931 0.000646928 0.000404713 0.000296543 6.17863e-05 0.000109373 0.000239168 0.000828836 0.340214 0.002555 0.000540537 0.0002517 0.000157462 0.000115376 
32.2452 0.000161737 0.00028631 0.000626091 0.00216976 0.894867 0.00668873 0.00141502 0.00065889 0.000412189 0.000302015 6.30267e-05 0.000111571 0.000243979 0.000845523 0.348717 0.0026065 0.000551414 0.00025676 0.000160624 0.000117691 
32.2702 0.000161792 0.000286412 0.000626326 0.00217061 0.899475 0.00669153 0.00141556 0.000659131 0.000412332 0.000302114 6.05403e-05 0.000107172 0.000234362 0.000812212 0.336571 0.00250388 0.000529684 0.000246638 0.000154289 0.000113047 
32.2952 0.000156766 0.000277521 0.000606893 0.00210331 0.875717 0.00648419 0.00137165 0.000638675 0.000399528 0.000292726 6.04576e-05 0.000107027 0.000234051 0.000811149 0.337724 0.00250065 0.000528984 0.000246308 0.00015408 0.000112891 
32.3202 0.000154976 0.000274358 0.000599985 0.00207941 0.869865 0.00641066 0.00135605 0.0006314 0.00039497 0.000289381 6.11171e-05 0.000108197 0.000236613 0.000820044 0.343043 0.00252813 0.000534779 0.000249002 0.000155762 0.000114122 
32.3452 0.000152182 0.000269417 0.000589191 0.00204204 0.858266 0.00629559 0.00133167 0.000620034 0.000387853 0.000284161 6.08454e-05 0.000107718 0.000235569 0.000816443 0.34315 0.00251709 0.000532425 0.000247901 0.000155071 0.000113613 
32.3702 0.000152999 0.000270868 0.000592373 0.00205311 0.866986 0.00632986 0.00133887 0.000623378 0.000389938 0.000285683 6.14321e-05 0.000108759 0.00023785 0.000824362 0.348111 0.00254156 0.000537583 0.000250299 0.000156568 0.000114708 
32.3952 0.000156393 0.000276881 0.000605536 0.00209876 0.890435 0.00647078 0.00136863 0.000637224 0.000398591 0.000292017 5.99353e-05 0.000106111 0.000232063 0.000804321 0.341246 0.00247983 0.000524508 0.000244207 0.000152755 0.000111912 
32.4203 0.000157605 0.000279033 0.000610251 0.00211515 0.901599 0.00652144 0.0013793 0.00064218 0.000401684 0.000294277 6.17235e-05 0.000109279 0.000238995 0.000828364 0.353096 0.00255402 0.000540181 0.0002515 0.000157313 0.000115249 
32.4453 0.000154229 0.000273062 0.000597203 0.00206996 0.88647 0.00638226 0.00134982 0.000628444 0.000393085 0.000287971 6.18347e-05 0.000109478 0.000239435 0.000829903 0.355409 0.00255882 0.000541178 0.00025196 0.000157598 0.000115456 
32.4703 0.000155953 0.00027612 0.000603901 0.00209322 0.900619 0.00645412 0.00136497 0.000635487 0.000397483 0.000291188 6.00234e-05 0.000106273 0.000232429 0.000805637 0.34663 0.00248405 0.000525348 0.000244586 0.000152983 0.000112072 
32.4953 0.000152638 0.000270255 0.000591084 0.00204883 0.885633 0.00631739 0.00133601 0.000621994 0.000389036 0.000284994 5.97183e-05 0.000105735 0.000231256 0.000801587 0.346496 0.00247162 0.000522702 0.00024335 0.000152207 0.000111502 
32.5203 0.000153863 0.000272429 0.000595851 0.00206539 0.896946 0.0063686 0.00134679 0.000627004 0.000392163 0.000287279 6.00433e-05 0.000106312 0.000232523 0.000805994 0.350022 0.00248526 0.000525569 0.00024468 0.000153037 0.000112107 
32.5453 0.000152714 0.0002704 0.000591422 0.00205008 0.894431 0.00632152 0.0013368 0.000622339 0.000389238 0.000285131 5.62197e-05 9.9544e-05 0.000217724 0.000754709 0.329272 0.00232718 0.000492122 0.000229105 0.000143292 0.000104967 
32.5704 0.00015342 0.000271654 0.000594175 0.00205966 0.902775 0.00635121 0.00134303 0.00062523 0.000391039 0.000286445 5.98344e-05 0.000105946 0.000231731 0.000803278 0.352086 0.002477 0.000523787 0.000243843 0.000152507 0.000111715 
32.5954 0.000151218 0.000267761 0.00058567 0.00203022 0.893983 0.00626054 0.00132381 0.000616275 0.000385431 0.000282331 5.80969e-05 0.000102872 0.00022501 0.000779995 0.343461 0.00240525 0.000508599 0.000236768 0.00014808 0.00010847 
32.6204 0.000150005 0.000265618 0.000580992 0.00201404 0.89095 0.00621079 0.00131325 0.000611347 0.000382342 0.000280063 5.61132e-05 9.93611e-05 0.000217335 0.000753403 0.333282 0.0023233 0.000491255 0.00022869 0.000143025 0.000104765 
32.6454 0.000154333 0.000273287 0.000597778 0.00207227 0.920928 0.00639049 0.0013512 0.000629004 0.000393378 0.000288141 6.01329e-05 0.000106481 0.000232912 0.000807418 0.358821 0.00248992 0.000526469 0.000245079 0.000153272 0.000112269 
32.6704 0.000150361 0.000266259 0.000582416 0.00201905 0.901398 0.0062265 0.00131649 0.000612834 0.000383258 0.000280723 5.91974e-05 0.000104826 0.000229297 0.0007949 0.35488 0.00245137 0.000518301 0.000241273 0.000150889 0.000110521 
