T 18F 19F 20F 21F 21.5F 22F 22.2F 22.24F 22.3F 22.4F 22.5F 23F 24F 25F 26F 27F 18000F 19000F 20000F 21000F 21500F 22000F 22200F 22240F 22300F 22400F 22500F 23000F 24000F 25000F 26000F 27000F 
11.4572 0.000980625 0.00168626 0.00345048 0.00942448 0.0177284 0.0308617 0.0339468 0.0341301 0.0341012 0.0332754 0.0316287 0.0195705 0.00727561 0.00379128 0.00247124 0.00184913 0.00664024 0.0113562 0.0231301 0.0629697 0.118336 0.205898 0.226468 0.227691 0.227499 0.221995 0.211019 0.130637 0.0486867 0.0254734 0.0166893 0.0125587 
11.4822 0.000977604 0.00168134 0.00344171 0.0094119 0.0177333 0.0309449 0.0340549 0.0342393 0.0342089 0.0333733 0.0317101 0.0195733 0.00725987 0.00378071 0.00246377 0.00184334 0.00661889 0.011322 0.0230701 0.0628842 0.118367 0.206451 0.227187 0.228417 0.228215 0.222646 0.211559 0.130655 0.0485796 0.0254006 0.016637 0.0125174 
11.5072 0.000974592 0.00167643 0.00343294 0.00939925 0.017738 0.0310283 0.0341634 0.0343488 0.0343169 0.0334714 0.0317917 0.019576 0.00724412 0.00377016 0.00245633 0.00183757 0.0065976 0.0112879 0.0230101 0.0627982 0.118396 0.207005 0.227909 0.229145 0.228933 0.223298 0.212101 0.130671 0.0484725 0.0253279 0.0165848 0.0124762 
11.5322 0.000971588 0.00167152 0.00342418 0.00938654 0.0177426 0.0311118 0.0342723 0.0344586 0.0344252 0.0335697 0.0318733 0.0195785 0.00722836 0.00375963 0.0024489 0.00183181 0.00657639 0.0112539 0.0229503 0.0627119 0.118425 0.20756 0.228633 0.229876 0.229654 0.223952 0.212644 0.130685 0.0483653 0.0252554 0.0165329 0.0124351 
11.5572 0.000968592 0.00166663 0.00341543 0.00937377 0.0177469 0.0311955 0.0343815 0.0345689 0.0345339 0.0336683 0.031955 0.0195808 0.00721259 0.00374912 0.0024415 0.00182607 0.00655524 0.01122 0.0228905 0.0626251 0.118453 0.208116 0.229359 0.230609 0.230376 0.224607 0.213187 0.130699 0.0482581 0.0251831 0.016481 0.0123942 
11.5822 0.000965605 0.00166175 0.0034067 0.00936094 0.0177511 0.0312793 0.0344911 0.0346795 0.0346429 0.0337672 0.0320369 0.0195829 0.00719682 0.00373863 0.00243411 0.00182035 0.00653417 0.0111862 0.0228308 0.062538 0.118479 0.208673 0.230088 0.231344 0.231102 0.225265 0.21373 0.130711 0.0481509 0.0251109 0.0164294 0.0123535 
11.6073 0.000962626 0.00165688 0.00339796 0.00934804 0.0177551 0.0313633 0.0346011 0.0347904 0.0347523 0.0338663 0.0321188 0.0195848 0.00718105 0.00372815 0.00242675 0.00181465 0.00651316 0.0111525 0.0227712 0.0624505 0.118504 0.209231 0.230819 0.232082 0.231829 0.225924 0.214275 0.130721 0.0480437 0.0250389 0.0163779 0.0123129 
11.6323 0.000959656 0.00165203 0.00338924 0.00933509 0.017759 0.0314474 0.0347114 0.0349018 0.0348621 0.0339657 0.0322008 0.0195865 0.00716526 0.0037177 0.0024194 0.00180896 0.00649222 0.0111188 0.0227116 0.0623626 0.118528 0.20979 0.231553 0.232823 0.232559 0.226584 0.21482 0.130731 0.0479365 0.024967 0.0163265 0.0122724 
11.6573 0.000956693 0.00164718 0.00338053 0.00932207 0.0177626 0.0315316 0.034822 0.0350135 0.0349721 0.0340653 0.032283 0.019588 0.00714948 0.00370727 0.00241207 0.00180329 0.00647135 0.0110853 0.0226522 0.0622743 0.118551 0.21035 0.232289 0.233566 0.233291 0.227246 0.215366 0.130739 0.0478292 0.0248953 0.0162753 0.0122321 
11.6823 0.000953739 0.00164234 0.00337183 0.009309 0.0177661 0.031616 0.0349331 0.0351255 0.0350826 0.0341651 0.0323652 0.0195893 0.00713368 0.00369685 0.00240476 0.00179763 0.00645055 0.0110518 0.0225928 0.0621856 0.118572 0.210911 0.233027 0.234311 0.234025 0.22791 0.215912 0.130746 0.047722 0.0248237 0.0162243 0.0121919 
11.7073 0.000950793 0.00163752 0.00336314 0.00929587 0.0177694 0.0317005 0.0350444 0.035238 0.0351933 0.0342652 0.0324476 0.0195904 0.00711789 0.00368646 0.00239747 0.001792 0.00642982 0.0110184 0.0225335 0.0620966 0.118593 0.211473 0.233768 0.235059 0.234762 0.228576 0.21646 0.130751 0.0476147 0.0247523 0.0161734 0.0121518 
11.7323 0.000947856 0.00163271 0.00335445 0.00928267 0.0177725 0.0317851 0.0351562 0.0353508 0.0353045 0.0343655 0.03253 0.0195913 0.00710209 0.00367609 0.0023902 0.00178638 0.00640916 0.0109851 0.0224743 0.0620071 0.118612 0.212035 0.234512 0.23581 0.235501 0.229243 0.217007 0.130756 0.0475075 0.0246811 0.0161227 0.0121119 
11.7573 0.000944926 0.0016279 0.00334578 0.00926942 0.0177755 0.0318699 0.0352683 0.035464 0.035416 0.0344661 0.0326125 0.019592 0.00708628 0.00366573 0.00238295 0.00178077 0.00638856 0.0109519 0.0224151 0.0619174 0.11863 0.212599 0.235258 0.236563 0.236243 0.229912 0.217556 0.130758 0.0474002 0.02461 0.0160721 0.0120722 
11.7824 0.000942005 0.00162311 0.00333712 0.00925611 0.0177782 0.0319548 0.0353808 0.0355775 0.0355278 0.034567 0.0326951 0.0195925 0.00707047 0.0036554 0.00237571 0.00177518 0.00636803 0.0109188 0.0223561 0.0618272 0.118647 0.213164 0.236006 0.237318 0.236987 0.230583 0.218105 0.13076 0.0472929 0.0245391 0.0160217 0.0120326 
11.8074 0.000939092 0.00161833 0.00332846 0.00924274 0.0177808 0.0320399 0.0354937 0.0356915 0.03564 0.034668 0.0327778 0.0195928 0.00705466 0.00364509 0.0023685 0.00176961 0.00634757 0.0108858 0.0222971 0.0617367 0.118663 0.213729 0.236757 0.238076 0.237733 0.231255 0.218655 0.13076 0.0471857 0.0244683 0.0159714 0.0119931 
11.8324 0.000936187 0.00161357 0.00331982 0.00922932 0.0177832 0.0321251 0.0356069 0.0358058 0.0357525 0.0347694 0.0328607 0.0195929 0.00703885 0.00363479 0.0023613 0.00176406 0.00632718 0.0108528 0.0222382 0.0616458 0.118677 0.214295 0.23751 0.238837 0.238482 0.231929 0.219205 0.130759 0.0470784 0.0243977 0.0159213 0.0119537 
11.8574 0.000933291 0.00160881 0.00331119 0.00921584 0.0177854 0.0322104 0.0357205 0.0359205 0.0358655 0.034871 0.0329435 0.0195927 0.00702303 0.00362452 0.00235413 0.00175852 0.00630685 0.01082 0.0221794 0.0615545 0.118691 0.214863 0.238266 0.2396 0.239233 0.232604 0.219756 0.130757 0.0469712 0.0243273 0.0158713 0.0119145 
11.8824 0.000930402 0.00160406 0.00330257 0.00920231 0.0177875 0.0322958 0.0358345 0.0360356 0.0359787 0.0349728 0.0330265 0.0195924 0.00700722 0.00361427 0.00234697 0.00175299 0.00628659 0.0107872 0.0221207 0.0614629 0.118703 0.215431 0.239024 0.240365 0.239987 0.233282 0.220308 0.130753 0.0468639 0.024257 0.0158215 0.0118754 
11.9074 0.000927522 0.00159933 0.00329395 0.00918871 0.0177893 0.0323814 0.0359488 0.036151 0.0360924 0.0350748 0.0331096 0.0195919 0.0069914 0.00360403 0.00233983 0.00174749 0.00626639 0.0107546 0.022062 0.0613709 0.118714 0.216 0.239785 0.241133 0.240743 0.233961 0.22086 0.130748 0.0467567 0.0241868 0.0157719 0.0118365 
11.9325 0.000924649 0.00159461 0.00328535 0.00917507 0.017791 0.0324671 0.0360635 0.0362669 0.0362063 0.0351772 0.0331928 0.0195912 0.00697558 0.00359382 0.00233271 0.001742 0.00624626 0.010722 0.0220035 0.0612786 0.118723 0.21657 0.240548 0.241904 0.241501 0.234641 0.221413 0.130742 0.0466495 0.0241169 0.0157224 0.0117977 
11.9575 0.000921785 0.00158989 0.00327676 0.00916137 0.0177925 0.032553 0.0361786 0.0363831 0.0363207 0.0352797 0.033276 0.0195903 0.00695976 0.00358363 0.00232561 0.00173653 0.00622619 0.0106895 0.021945 0.061186 0.118732 0.217141 0.241314 0.242677 0.242262 0.235324 0.221967 0.130734 0.0465423 0.024047 0.015673 0.011759 
11.9825 0.000918929 0.00158519 0.00326818 0.00914761 0.0177938 0.0326389 0.0362941 0.0364997 0.0364354 0.0353825 0.0333593 0.0195892 0.00694393 0.00357346 0.00231853 0.00173107 0.0062062 0.0106571 0.0218866 0.061093 0.118739 0.217712 0.242082 0.243453 0.243025 0.236007 0.222521 0.130725 0.0464351 0.0239774 0.0156238 0.0117205 
12.0075 0.000916081 0.0015805 0.00325961 0.00913381 0.0177949 0.032725 0.0364099 0.0366167 0.0365505 0.0354856 0.0334428 0.0195879 0.00692811 0.00356331 0.00231147 0.00172563 0.00618626 0.0106248 0.0218283 0.0609996 0.118746 0.218285 0.242853 0.244232 0.243791 0.236693 0.223075 0.130715 0.0463279 0.0239079 0.0155747 0.011682 
12.0325 0.000913241 0.00157582 0.00325105 0.00911995 0.0177959 0.0328113 0.0365261 0.0367341 0.0366659 0.0355889 0.0335262 0.0195864 0.00691229 0.00355317 0.00230442 0.0017202 0.00616639 0.0105925 0.0217701 0.060906 0.118751 0.218858 0.243626 0.245013 0.244559 0.23738 0.22363 0.130704 0.0462208 0.0238385 0.0155258 0.0116438 
12.0575 0.000910409 0.00157116 0.0032425 0.00910603 0.0177966 0.0328976 0.0366427 0.0368518 0.0367817 0.0356925 0.0336098 0.0195847 0.00689646 0.00354306 0.0022974 0.00171479 0.00614659 0.0105604 0.021712 0.060812 0.118754 0.219433 0.244402 0.245797 0.24533 0.238069 0.224186 0.130691 0.0461137 0.0237693 0.015477 0.0116056 
12.0826 0.000907585 0.0015665 0.00323397 0.00909207 0.0177972 0.0329841 0.0367597 0.03697 0.0368979 0.0357963 0.0336935 0.0195828 0.00688064 0.00353297 0.00229039 0.0017094 0.00612685 0.0105283 0.021654 0.0607176 0.118757 0.220008 0.245181 0.246583 0.246103 0.23876 0.224742 0.130677 0.0460066 0.0237003 0.0154284 0.0115676 
12.1076 0.00090477 0.00156185 0.00322544 0.00907806 0.0177976 0.0330707 0.0368771 0.0370885 0.0370144 0.0359003 0.0337772 0.0195807 0.00686482 0.0035229 0.0022834 0.00170402 0.00610717 0.0104963 0.021596 0.060623 0.118758 0.220584 0.245962 0.247372 0.246878 0.239452 0.225299 0.130661 0.0458995 0.0236314 0.01538 0.0115297 
12.1326 0.000901962 0.00155722 0.00321693 0.00906399 0.0177978 0.0331574 0.0369948 0.0372074 0.0371313 0.0360046 0.033861 0.0195784 0.006849 0.00351285 0.00227643 0.00169866 0.00608756 0.0104645 0.0215381 0.060528 0.118759 0.221161 0.246745 0.248163 0.247656 0.240146 0.225857 0.130644 0.0457924 0.0235627 0.0153316 0.011492 
12.1576 0.000899162 0.0015526 0.00320843 0.00904987 0.0177979 0.0332443 0.0371129 0.0373268 0.0372486 0.0361091 0.0339449 0.0195759 0.00683318 0.00350282 0.00226948 0.00169332 0.00606801 0.0104327 0.0214804 0.0604327 0.118758 0.221738 0.247531 0.248958 0.248437 0.240842 0.226415 0.130626 0.0456854 0.0234941 0.0152835 0.0114544 
12.1826 0.00089637 0.00154799 0.00319993 0.00903571 0.0177977 0.0333312 0.0372314 0.0374465 0.0373662 0.0362139 0.0340289 0.0195732 0.00681737 0.00349282 0.00226255 0.00168799 0.00604853 0.0104009 0.0214227 0.060337 0.118755 0.222317 0.24832 0.249754 0.24922 0.241539 0.226973 0.130607 0.0455784 0.0234257 0.0152354 0.0114169 
12.2076 0.000893586 0.00154339 0.00319145 0.00902149 0.0177974 0.0334183 0.0373503 0.0375666 0.0374842 0.036319 0.0341129 0.0195703 0.00680155 0.00348283 0.00225564 0.00168267 0.00602911 0.0103693 0.0213651 0.0602411 0.118752 0.222896 0.249112 0.250554 0.250005 0.242238 0.227532 0.130586 0.0454715 0.0233575 0.0151875 0.0113795 
12.2326 0.00089081 0.0015388 0.00318299 0.00900723 0.0177969 0.0335056 0.0374696 0.0376871 0.0376026 0.0364242 0.034197 0.0195672 0.00678574 0.00347286 0.00224874 0.00167738 0.00600975 0.0103378 0.0213076 0.0601448 0.118747 0.223476 0.249906 0.251356 0.250793 0.242938 0.228091 0.130564 0.0453645 0.0232894 0.0151398 0.0113423 
12.2577 0.000888041 0.00153422 0.00317453 0.00899291 0.0177962 0.0335929 0.0375893 0.037808 0.0377214 0.0365298 0.0342812 0.0195639 0.00676993 0.00346291 0.00224187 0.00167209 0.00599045 0.0103063 0.0212502 0.0600483 0.118742 0.224057 0.250702 0.252161 0.251584 0.24364 0.228651 0.13054 0.0452576 0.0232215 0.0150922 0.0113052 
12.2827 0.000885281 0.00152965 0.00316608 0.00897855 0.0177953 0.0336803 0.0377094 0.0379294 0.0378405 0.0366355 0.0343655 0.0195604 0.00675413 0.00345299 0.00223501 0.00166683 0.00597122 0.0102749 0.0211928 0.0599514 0.118735 0.224639 0.251501 0.252968 0.252377 0.244344 0.229212 0.130516 0.0451508 0.0231537 0.0150448 0.0112682 
12.3077 0.000882529 0.0015251 0.00315765 0.00896415 0.0177943 0.0337679 0.0378298 0.0380511 0.03796 0.0367416 0.0344498 0.0195567 0.00673832 0.00344308 0.00222817 0.00166158 0.00595205 0.0102437 0.0211356 0.0598542 0.118726 0.225222 0.252303 0.253778 0.253172 0.24505 0.229772 0.13049 0.045044 0.0230861 0.0149974 0.0112314 
12.3327 0.000879784 0.00152055 0.00314923 0.00894969 0.017793 0.0338556 0.0379507 0.0381732 0.0380799 0.0368478 0.0345342 0.0195528 0.00672253 0.0034332 0.00222135 0.00165634 0.00593294 0.0102125 0.0210785 0.0597568 0.118717 0.225805 0.253108 0.254591 0.25397 0.245757 0.230334 0.130462 0.0449372 0.0230186 0.0149503 0.0111946 
12.3577 0.000877047 0.00151602 0.00314082 0.00893519 0.0177916 0.0339434 0.0380719 0.0382957 0.0382002 0.0369543 0.0346186 0.0195487 0.00670673 0.00342334 0.00221455 0.00165112 0.00591389 0.0101813 0.0210214 0.059659 0.118706 0.226389 0.253915 0.255407 0.25477 0.246466 0.230896 0.130434 0.0448305 0.0229513 0.0149033 0.011158 
12.3827 0.000874318 0.0015115 0.00313242 0.00892065 0.01779 0.0340313 0.0381936 0.0384186 0.0383208 0.0370611 0.0347032 0.0195444 0.00669094 0.00341349 0.00220777 0.00164592 0.00589491 0.0101503 0.0209644 0.059561 0.118694 0.226974 0.254724 0.256225 0.255574 0.247176 0.231458 0.130404 0.0447238 0.0228842 0.0148564 0.0111216 
12.4078 0.000871597 0.00150698 0.00312404 0.00890606 0.0177882 0.0341193 0.0383156 0.038542 0.0384418 0.0371681 0.0347878 0.0195399 0.00667515 0.00340367 0.002201 0.00164073 0.00587598 0.0101194 0.0209076 0.0594626 0.118681 0.22756 0.255537 0.257046 0.256379 0.247888 0.23202 0.130372 0.0446172 0.0228172 0.0148097 0.0110852 
12.4328 0.000868884 0.00150248 0.00311567 0.00889142 0.0177863 0.0342075 0.038438 0.0386657 0.0385632 0.0372753 0.0348724 0.0195352 0.00665937 0.00339387 0.00219425 0.00163556 0.00585712 0.0100885 0.0208508 0.059364 0.118667 0.228146 0.256352 0.25787 0.257187 0.248602 0.232584 0.13034 0.0445106 0.0227503 0.0147631 0.011049 
12.4578 0.000866178 0.001498 0.0031073 0.00887674 0.0177841 0.0342957 0.0385609 0.0387898 0.038685 0.0373828 0.0349571 0.0195303 0.0066436 0.00338409 0.00218753 0.0016304 0.00583832 0.0100577 0.0207941 0.0592651 0.118652 0.228733 0.257169 0.258696 0.257998 0.249318 0.233147 0.130306 0.0444041 0.0226837 0.0147166 0.0110129 
12.4828 0.000863481 0.00149352 0.00309896 0.00886202 0.0177818 0.0343841 0.0386841 0.0389144 0.0388072 0.0374906 0.0350419 0.0195252 0.00662783 0.00337433 0.00218081 0.00162526 0.00581958 0.010027 0.0207375 0.0591659 0.118635 0.229321 0.25799 0.259525 0.258811 0.250035 0.233711 0.130271 0.0442976 0.0226171 0.0146703 0.0109769 
12.5078 0.000860791 0.00148905 0.00309062 0.00884725 0.0177793 0.0344726 0.0388077 0.0390393 0.0389297 0.0375985 0.0351267 0.0195199 0.00661206 0.00336459 0.00217412 0.00162013 0.0058009 0.00999642 0.020681 0.0590665 0.118617 0.22991 0.258813 0.260357 0.259627 0.250753 0.234275 0.130234 0.0441911 0.0225508 0.0146241 0.0109411 
12.5328 0.000858108 0.0014846 0.0030823 0.00883244 0.0177766 0.0345611 0.0389317 0.0391647 0.0390526 0.0377068 0.0352116 0.0195144 0.0065963 0.00335487 0.00216745 0.00161502 0.00578228 0.00996589 0.0206246 0.0589667 0.118598 0.2305 0.259639 0.261192 0.260445 0.251474 0.23484 0.130196 0.0440848 0.0224846 0.0145781 0.0109053 
12.5578 0.000855434 0.00148015 0.00307399 0.00881759 0.0177737 0.0346498 0.0390562 0.0392905 0.039176 0.0378152 0.0352965 0.0195087 0.00658055 0.00334518 0.00216079 0.00160993 0.00576372 0.00993545 0.0205683 0.0588667 0.118578 0.23109 0.260467 0.26203 0.261266 0.252196 0.235405 0.130157 0.0439785 0.0224185 0.0145322 0.0108697 
12.5829 0.000852767 0.00147572 0.00306569 0.0088027 0.0177706 0.0347386 0.039181 0.0394167 0.0392997 0.037924 0.0353815 0.0195028 0.0065648 0.0033355 0.00215416 0.00160485 0.00574522 0.00990509 0.0205121 0.0587665 0.118557 0.231681 0.261298 0.26287 0.26209 0.252919 0.235971 0.130117 0.0438722 0.0223526 0.0144865 0.0108342 
12.6079 0.000850108 0.0014713 0.0030574 0.00878776 0.0177674 0.0348275 0.0393063 0.0395433 0.0394238 0.0380329 0.0354665 0.0194967 0.00654906 0.00332585 0.00214754 0.00159978 0.00572678 0.00987481 0.020456 0.0586659 0.118534 0.232272 0.262132 0.263713 0.262916 0.253645 0.236536 0.130075 0.043766 0.0222869 0.0144408 0.0107989 
12.6329 0.000847456 0.00146688 0.00304913 0.00877279 0.017764 0.0349165 0.0394319 0.0396704 0.0395482 0.0381421 0.0355516 0.0194904 0.00653333 0.00331621 0.00214094 0.00159473 0.0057084 0.00984462 0.0204 0.0585651 0.11851 0.232864 0.262969 0.264559 0.263745 0.254372 0.237103 0.130032 0.0436599 0.0222213 0.0143954 0.0107636 
12.6579 0.000844812 0.00146248 0.00304087 0.00875777 0.0177604 0.0350056 0.039558 0.0397978 0.0396731 0.0382516 0.0356368 0.019484 0.0065176 0.0033066 0.00213435 0.0015897 0.00569008 0.00981451 0.0203441 0.0584641 0.118485 0.233457 0.263808 0.265407 0.264576 0.2551 0.237669 0.129988 0.0435538 0.0221559 0.01435 0.0107285 
12.6829 0.000842176 0.00145809 0.00303262 0.00874272 0.0177566 0.0350948 0.0396845 0.0399257 0.0397984 0.0383613 0.035722 0.0194773 0.00650189 0.00329701 0.00212779 0.00158468 0.00567182 0.00978448 0.0202882 0.0583628 0.118459 0.234051 0.26465 0.266259 0.26541 0.25583 0.238236 0.129942 0.0434478 0.0220906 0.0143048 0.0106935 
12.7079 0.000839547 0.00145372 0.00302439 0.00872762 0.0177526 0.0351841 0.0398113 0.040054 0.039924 0.0384712 0.0358072 0.0194704 0.00648618 0.00328744 0.00212124 0.00157967 0.00565361 0.00975454 0.0202325 0.0582612 0.118432 0.234645 0.265495 0.267113 0.266247 0.256562 0.238803 0.129895 0.0433419 0.0220255 0.0142598 0.0106586 
12.733 0.000836926 0.00144935 0.00301617 0.00871249 0.0177485 0.0352735 0.0399386 0.0401827 0.0400501 0.0385814 0.0358925 0.0194634 0.00647048 0.00327789 0.00211471 0.00157468 0.00563547 0.00972468 0.0201769 0.0581594 0.118403 0.23524 0.266343 0.26797 0.267086 0.257296 0.239371 0.129847 0.043236 0.0219606 0.0142148 0.0106238 
12.758 0.000834312 0.00144499 0.00300796 0.00869732 0.0177441 0.035363 0.0400663 0.0403119 0.0401765 0.0386918 0.0359778 0.0194561 0.00645478 0.00326836 0.0021082 0.00156971 0.00561738 0.0096949 0.0201213 0.0580574 0.118373 0.235836 0.267193 0.26883 0.267928 0.258031 0.239938 0.129798 0.0431302 0.0218958 0.0141701 0.0105892 
12.783 0.000831706 0.00144065 0.00299977 0.00868211 0.0177396 0.0354526 0.0401945 0.0404414 0.0403033 0.0388024 0.0360631 0.0194486 0.0064391 0.00325885 0.00210171 0.00156475 0.00559935 0.0096652 0.0200659 0.0579551 0.118342 0.236432 0.268046 0.269693 0.268773 0.258768 0.240506 0.129747 0.0430245 0.0218311 0.0141254 0.0105546 
12.808 0.000829108 0.00143631 0.00299158 0.00866687 0.0177349 0.0355423 0.040323 0.0405714 0.0404306 0.0389133 0.0361485 0.019441 0.00642342 0.00324937 0.00209524 0.0015598 0.00558138 0.00963559 0.0200106 0.0578526 0.11831 0.237029 0.268902 0.270559 0.26962 0.259506 0.241075 0.129695 0.0429188 0.0217666 0.0140809 0.0105202 
12.833 0.000826517 0.00143199 0.00298342 0.00865159 0.0177301 0.0356321 0.0404519 0.0407019 0.0405582 0.0390245 0.036234 0.0194331 0.00640776 0.0032399 0.00208878 0.00155488 0.00556347 0.00960605 0.0199553 0.0577499 0.118277 0.237627 0.269761 0.271427 0.27047 0.260246 0.241643 0.129641 0.0428132 0.0217023 0.0140365 0.0104859 
12.858 0.000823934 0.00142768 0.00297526 0.00863627 0.017725 0.035722 0.0405813 0.0408327 0.0406862 0.0391359 0.0363195 0.0194251 0.0063921 0.00323046 0.00208234 0.00154996 0.00554562 0.0095766 0.0199002 0.0576469 0.118242 0.238225 0.270622 0.272299 0.271322 0.260987 0.242212 0.129587 0.0427077 0.0216381 0.0139923 0.0104517 
12.8831 0.000821358 0.00142338 0.00296712 0.00862091 0.0177198 0.0358119 0.0407111 0.040964 0.0408146 0.0392475 0.036405 0.0194169 0.00637645 0.00322104 0.00207592 0.00154506 0.00552782 0.00954723 0.0198451 0.0575437 0.118206 0.238824 0.271487 0.273173 0.272177 0.261731 0.242781 0.129531 0.0426023 0.0215741 0.0139482 0.0104176 
12.9081 0.00081879 0.00141909 0.00295899 0.00860553 0.0177144 0.035902 0.0408413 0.0410957 0.0409434 0.0393594 0.0364905 0.0194084 0.00636081 0.00321164 0.00206951 0.00154017 0.00551008 0.00951794 0.0197902 0.0574403 0.118169 0.239424 0.272354 0.27405 0.273035 0.262475 0.243351 0.129474 0.042497 0.0215102 0.0139042 0.0103837 
12.9331 0.000816229 0.00141481 0.00295088 0.0085901 0.0177088 0.0359922 0.040972 0.0412279 0.0410727 0.0394715 0.0365761 0.0193998 0.00634519 0.00320226 0.00206313 0.0015353 0.0054924 0.00948874 0.0197353 0.0573366 0.118131 0.240024 0.273224 0.27493 0.273896 0.263222 0.24392 0.129415 0.0423917 0.0214465 0.0138603 0.0103498 
12.9581 0.000813675 0.00141054 0.00294278 0.00857465 0.017703 0.0360824 0.041103 0.0413605 0.0412023 0.0395838 0.0366617 0.019391 0.00632957 0.0031929 0.00205676 0.00153045 0.00547477 0.00945961 0.0196806 0.0572327 0.118092 0.240624 0.274097 0.275813 0.274759 0.26397 0.24449 0.129355 0.0422865 0.021383 0.0138166 0.0103161 
12.9831 0.000811129 0.00140628 0.00293469 0.00855916 0.0176971 0.0361727 0.0412345 0.0414935 0.0413323 0.0396964 0.0367473 0.019382 0.00631396 0.00318356 0.00205041 0.00152561 0.0054572 0.00943056 0.0196259 0.0571287 0.118051 0.241226 0.274972 0.276699 0.275625 0.26472 0.24506 0.129294 0.0421814 0.0213196 0.013773 0.0102825 
13.0081 0.00080859 0.00140204 0.00292661 0.00854363 0.0176909 0.0362631 0.0413664 0.041627 0.0414628 0.0398092 0.036833 0.0193728 0.00629837 0.00317424 0.00204408 0.00152078 0.00543969 0.0094016 0.0195714 0.0570244 0.11801 0.241828 0.275851 0.277588 0.276494 0.265471 0.24563 0.129232 0.0420764 0.0212563 0.0137296 0.010249 
13.0331 0.000806059 0.0013978 0.00291855 0.00852807 0.0176846 0.0363536 0.0414988 0.0417609 0.0415936 0.0399223 0.0369187 0.0193634 0.00628279 0.00316495 0.00203776 0.00151597 0.00542224 0.00937271 0.0195169 0.0569199 0.117967 0.24243 0.276732 0.27848 0.277365 0.266224 0.2462 0.129169 0.0419715 0.0211932 0.0136863 0.0102156 
13.0582 0.000803535 0.00139358 0.00291051 0.00851249 0.0176781 0.0364442 0.0416315 0.0418952 0.0417248 0.0400356 0.0370044 0.0193538 0.00626721 0.00315567 0.00203147 0.00151117 0.00540484 0.00934391 0.0194626 0.0568151 0.117923 0.243033 0.277616 0.279375 0.278239 0.266978 0.246771 0.129104 0.0418666 0.0211303 0.0136431 0.0101823 
13.0832 0.000801019 0.00138936 0.00290248 0.00849687 0.0176715 0.0365349 0.0417647 0.04203 0.0418565 0.0401491 0.0370901 0.0193441 0.00625165 0.00314642 0.00202519 0.00150639 0.00538749 0.00931519 0.0194083 0.0567102 0.117877 0.243637 0.278503 0.280272 0.279116 0.267734 0.247342 0.129038 0.0417619 0.0210675 0.0136001 0.0101491 
13.1082 0.00079851 0.00138516 0.00289446 0.00848121 0.0176646 0.0366256 0.0418983 0.0421652 0.0419886 0.0402629 0.0371759 0.0193341 0.0062361 0.00313719 0.00201892 0.00150162 0.0053702 0.00928654 0.0193542 0.0566051 0.117831 0.244241 0.279393 0.281173 0.279996 0.268492 0.247912 0.12897 0.0416572 0.0210049 0.0135571 0.0101161 
13.1332 0.000796008 0.00138097 0.00288645 0.00846553 0.0176576 0.0367164 0.0420324 0.0423009 0.042121 0.0403769 0.0372617 0.019324 0.00622057 0.00312798 0.00201268 0.00149686 0.00535297 0.00925798 0.0193001 0.0564998 0.117784 0.244845 0.280286 0.282077 0.280878 0.269251 0.248483 0.128902 0.0415527 0.0209424 0.0135144 0.0100831 
13.1582 0.000793513 0.00137679 0.00287846 0.00844982 0.0176504 0.0368073 0.0421669 0.042437 0.0422539 0.0404912 0.0373474 0.0193136 0.00620504 0.00311879 0.00200645 0.00149212 0.00533579 0.0092295 0.0192462 0.0563943 0.117735 0.24545 0.281182 0.282983 0.281763 0.270012 0.249054 0.128832 0.0414482 0.0208801 0.0134717 0.0100503 
13.1832 0.000791026 0.00137262 0.00287049 0.00843408 0.0176431 0.0368983 0.0423018 0.0425736 0.0423872 0.0406057 0.0374332 0.0193031 0.00618953 0.00310962 0.00200024 0.0014874 0.00531867 0.00920109 0.0191923 0.0562886 0.117685 0.246056 0.282081 0.283893 0.282651 0.270774 0.249626 0.128761 0.0413438 0.0208179 0.0134292 0.0100176 
13.2083 0.000788546 0.00136846 0.00286252 0.0084183 0.0176355 0.0369894 0.0424372 0.0427106 0.0425209 0.0407204 0.0375191 0.0192924 0.00617403 0.00310047 0.00199405 0.00148269 0.0053016 0.00917277 0.0191386 0.0561828 0.117634 0.246662 0.282982 0.284806 0.283541 0.271538 0.250197 0.128689 0.0412395 0.0207559 0.0133868 0.00998498 
13.2333 0.000786073 0.00136431 0.00285458 0.0084025 0.0176278 0.0370805 0.042573 0.0428481 0.042655 0.0408353 0.0376049 0.0192815 0.00615854 0.00309135 0.00198787 0.00147799 0.00528459 0.00914452 0.019085 0.0560767 0.117582 0.247269 0.283887 0.285721 0.284435 0.272304 0.250768 0.128615 0.0411353 0.020694 0.0133445 0.00995248 
13.2583 0.000783608 0.00136017 0.00284664 0.00838668 0.0176199 0.0371717 0.0427092 0.042986 0.0427896 0.0409505 0.0376907 0.0192704 0.00614307 0.00308224 0.00198172 0.00147331 0.00526763 0.00911635 0.0190314 0.0559705 0.117528 0.247876 0.284795 0.28664 0.285331 0.273071 0.25134 0.12854 0.0410313 0.0206323 0.0133024 0.00992008 
